chr	gene_id	gene_start	gene_end	GeneScan3D.Cauchy	GeneScan3D.Cauchy_knockoff_1	GeneScan3D.Cauchy_knockoff_2	GeneScan3D.Cauchy_knockoff_3	GeneScan3D.Cauchy_knockoff_4	GeneScan3D.Cauchy_knockoff_5
1	SAMD11	860260	879955	0.586180110289504	0.0594783977929441	0.0840339403605702	0.873782136126135	0.106249316887478	0.748024369752326
1	NOC2L	879584	894689	0.716773005186155	0.55282082476883	0.789257614200909	0.814921466523731	0.801749471902784	0.632966309558391
1	KLHL17	895967	901095	0.690027357535129	0.779792919079284	0.749024690014353	0.855952987277707	0.804815422075993	0.692793352397952
1	PLEKHN1	901877	911245	0.243355306115249	0.84764374841535	0.110268787475395	0.284733484848727	0.474351370853152	0.118590374401885
1	C1orf170	910579	917497	0.380257149498786	0.661214473623747	0.0329744194504978	0.0202809407871688	0.375123887239468	0.638486908152262
1	HES4	934342	935552	0.584804133268351	0.0818640720891595	0.839369263271734	0.774549458754175	0.43136286180682	0.156240352223755
1	ISG15	948803	949920	0.553767018794269	0.625955839644591	0.814417754218235	0.236530947107845	0.409798790134263	0.0582128603154024
1	AGRN	955503	991496	0.670838861601443	0.271114738757308	0.684810066697593	0.802943290016185	0.309533257298726	0.286204471657751
1	RNF223	1006346	1009687	0.0984972776853315	0.0343679282325995	0.855482589673671	0.53431789687227	0.874011220131487	0.634163353227122
1	C1orf159	1017198	1051741	0.693914395173723	0.820930865578062	0.198866857515984	0.466313308194744	0.109604336895166	0.488358745877201
1	TTLL10	1109264	1133315	0.226531406172242	0.823168883282851	0.845388151889999	0.807117214505416	0.59805763061089	0.811827863209713
1	TNFRSF18	1138888	1142071	0.618902126141916	0.586626085628048	0.802484139961282	0.536552049722332	0.499464053047106	0.787077316899377
1	TNFRSF4	1146706	1149518	0.639752195254595	0.680826438765882	0.768563999895739	0.838970914336523	0.709534401462464	0.606698891662228
1	SDF4	1152288	1167411	0.313849920136625	0.159304605479079	0.559088928061899	0.867328645877868	0.817461752356259	0.218395946001505
1	B3GALT6	1167629	1170421	0.246977686961426	0.738751572409592	0.127109768094691	0.0413101421898406	0.746893154523382	0.685450288497939
1	FAM132A	1177826	1182102	0.0146089199493094	0.611378004765602	0.0259077718091387	0.287438221041278	0.0407351688301958	0.86244175747682
1	UBE2J2	1189289	1209265	0.668220370121036	0.729317439215784	0.30390526040697	0.576366848986882	0.588290262742501	0.374747395283298
1	SCNN1D	1215816	1227409	0.480383812114449	0.335088533815275	0.502311271639622	0.399877694658994	0.546204379876743	0.160928868625008
1	ACAP3	1227756	1244989	0.885539452755325	0.281768507098519	0.704244045229206	0.754655059138034	0.310247549807514	0.580368448466211
1	PUSL1	1243947	1247057	0.877950493288984	0.554447100979413	0.0185013405210851	0.770476133723518	0.621857183649322	0.602787088986921
1	CPSF3L	1246965	1260071	0.615904741977038	0.591829369270471	0.687431538002025	0.59083526003734	0.428443140095197	0.08493813522725
1	GLTPD1	1260136	1264277	0.596858758295818	0.56806571891992	0.616955524873526	0.127040469157134	0.319406654058729	0.719934870881839
1	TAS1R3	1266694	1270686	0.793018202875907	0.492193233752809	0.123207136578207	0.328474659873029	0.466001543082942	0.857295932694287
1	DVL1	1270656	1284730	0.776043374897966	0.480958456038648	0.505307056755208	0.567607961856927	0.128648843637359	0.510546215749268
1	MXRA8	1288069	1297157	0.880584273980129	0.843273422396505	0.0121627501917645	0.417264612939109	0.728623977276781	0.066722387691361
1	AURKAIP1	1309110	1310875	0.86263478279591	0.821374789038183	0.750449865134226	0.846416046960857	0.896371939442784	0.814602861757255
1	CCNL2	1321091	1334708	0.793753953856068	0.226244756613302	0.860282269773225	0.78305435854573	0.162672297423127	0.0776291796533002
1	MRPL20	1337288	1342693	0.740555103635373	0.349008873789845	0.215847862463475	0.843357077754248	0.513480648888381	0.171989977696979
1	ANKRD65	1353800	1357149	0.359142681354279	0.166629089570718	0.317463437474408	0.572336371302835	0.758741041842554	0.781415565354051
1	TMEM88B	1361508	1363167	0.58956740758357	0.82320520312417	0.723828032945329	0.401018221246766	0.902715393966879	0.700339985381526
1	VWA1	1370241	1378262	0.575827229635756	0.0199930023006448	0.146182540420726	0.727399437632526	0.22005639507272	0.217975266287656
1	ATAD3C	1385069	1405538	0.560149317167938	0.117115778060434	0.0536915839357045	0.0323456826840192	0.0115822286077174	0.423379772491766
1	ATAD3B	1407143	1433228	0.548860663386155	0.328116372604021	0.758380841829148	0.281161880159548	0.251022943778354	0.760418375749797
1	ATAD3A	1447531	1470067	0.788170623702212	0.815306534954583	0.178215430200917	0.730133089533277	0.131917004088707	0.822328241641513
1	TMEM240	1470554	1475833	0.741070342524293	0.598695265494317	0.744792868171769	0.0381214191928126	0.750405316765723	0.289750397314693
1	SSU72	1477053	1510249	0.74463832440491	0.868298798593212	0.526419178268829	0.0282176974846964	0.863167493091411	0.80284510928905
1	C1orf233	1533392	1535476	0.752165412529906	0.896431621642511	0.616340632372283	0.33361535194893	0.599897921715854	0.462201768405801
1	MIB2	1550795	1565990	0.195964166110164	0.532224440755232	0.46802145141679	0.115727394844595	0.266546639504472	0.543261761164104
1	MMP23B	1567474	1570639	0.150966751166541	0.529861929400627	0.0661417487496365	0.871570832428769	0.26819340847548	0.142081043639181
1	CDK11B	1570603	1590473	0.516750470772143	0.798148265041151	0.237574019368422	0.568806137326998	0.321512596099308	0.777911531851142
1	SLC35E2B	1592939	1624167	0.231122615773547	0.589824652658855	0.646158227107959	0.27113803896099	0.695899711426961	0.533279887445317
1	CDK11A	1634169	1655766	0.252572324632303	0.333949687206284	0.221056721134734	0.766883571342546	0.614481765186458	0.808437243444024
1	SLC35E2	1656277	1677431	0.302216313473237	0.30305651097407	0.507319554118216	0.131064778465532	0.916667727304697	0.0617847898108885
1	NADK	1682671	1711896	0.68883278640843	0.12346567597285	0.892714186251362	0.826502008773253	0.487529236913259	0.711121994782462
1	GNB1	1716729	1822495	0.438928158996614	0.332545984191317	0.724120837786426	0.067049273155921	0.299598070168812	0.32789743873074
1	CALML6	1846266	1848735	0.688454034080009	0.774288670457518	0.0302584117714398	0.0830095620900988	0.749517834074469	0.834491048165691
1	TMEM52	1849029	1850712	0.514418510220975	0.779664441074958	0.302492035468717	0.847044801582717	0.860785066984885	0.830851691661063
1	C1orf222	1853396	1935276	0.713815398440289	0.0723339736406152	0.584827094763349	0.527158481850186	0.741096460470225	0.383367936801109
1	GABRD	1950780	1962192	0.12402488140259	0.0736312145844797	0.502590177484842	0.487138214056939	0.509776592890372	0.0833263984057435
1	PRKCZ	1981909	2116834	0.442178529936178	0.0141040797766661	0.376273026183661	0.780346954267289	0.609877790196907	0.41841036039237
1	C1orf86	2115903	2144159	0.599288591489297	0.815766153108513	0.751403383371627	0.436789268434281	0.327966874699329	0.658208855579363
1	SKI	2160134	2241558	0.243879552001397	0.00592241036299812	0.365327130425596	0.322172135426899	0.327287451393375	0.247662098754801
1	MORN1	2252692	2323146	0.459929805729984	0.334735502397	0.674927412427244	0.720443668795554	0.392782491684302	0.378877229446271
1	RER1	2323267	2336883	0.757063983673074	0.106985596283494	0.604522914826651	0.481208447153421	0.165270481431588	0.430514953197285
1	PEX10	2336236	2345236	0.839012939979345	0.553320278780422	0.654653679400527	0.177707486581986	0.403999605527146	0.204238246302832
1	PLCH2	2357419	2436969	0.488194163382138	0.286417554646764	0.348554917884022	0.810083421502741	0.533849090711606	0.242201784053608
1	PANK4	2439972	2458039	0.633180546962292	0.424964795559746	0.720391125254389	0.662873746862657	0.20942546512297	0.226673429137832
1	HES5	2460184	2461684	0.345820608879051	0.810687030027818	0.143435775807374	0.202201925966577	0.839099254341106	0.202208716844299
