"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","RNF6","GH13F026225","chr13",26225547,26227188,0.38,7.76
"2","MBNL2","GH13F097327","chr13",97327188,97329802,0.87,18.35
"3","OXGR1","GH13F097327","chr13",97327188,97329802,0.87,9.83
"4","N4BP2L1","GH13F032454","chr13",32454904,32455787,0.71,11.79
"5","N4BP2L2","GH13F032454","chr13",32454904,32455787,0.71,10.38
"6","PDS5B","GH13F032454","chr13",32454904,32455787,0.71,10.17
"7","AKAP11","GH13F042367","chr13",42367941,42368200,0.94,2.23
"8","TNFSF11","GH13F042367","chr13",42367941,42368200,0.94,2.12
"9","SPATA13","GH13F024050","chr13",24050084,24051599,1.19,11.55
"10","PARP4","GH13F024050","chr13",24050084,24051599,1.19,1.82
"11","SLC7A1","GH13F029591","chr13",29591267,29592003,0.56,6.08
"12","PCDH17","GH13F057582","chr13",57582087,57582236,0.62,0.23
"13","PAN3","GH13F028166","chr13",28166401,28166800,0.52,13.45
"14","TEX29","GH13F110971","chr13",110971634,110971753,0.46,48.08
"15","ING1","GH13F110971","chr13",110971634,110971753,0.46,14.53
"16","UBAC2","GH13F099353","chr13",99353589,99362596,1.11,18.37
"17","GPR18","GH13F099353","chr13",99353589,99362596,1.11,16.02
"18","GPR183","GH13F099353","chr13",99353589,99362596,1.11,13.35
"19","DOCK9","GH13F099353","chr13",99353589,99362596,1.11,3.44
"20","CLYBL","GH13F099353","chr13",99353589,99362596,1.11,2.46
"21","KL","GH13F033014","chr13",33014427,33014532,0.25,0.76
"22","SUPT20H","GH13F037085","chr13",37085289,37086606,0.25,18.52
"23","CSNK1A1L","GH13F037085","chr13",37085289,37086606,0.25,0.34
"24","GRTP1","GH13F113397","chr13",113397617,113398452,0.25,11.63
"25","PCID2","GH13F113397","chr13",113397617,113398452,0.25,10.51
"26","CUL4A","GH13F113397","chr13",113397617,113398452,0.25,10.51
"27","DCUN1D2","GH13F113397","chr13",113397617,113398452,0.25,10.08
