"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","FANCC","GH09F095002","chr9",95002270,95011069,0.77,4.34
"2","FOXE1","GH09F097689","chr9",97689539,97689688,0.46,9.98
"3","XPA","GH09F097689","chr9",97689539,97689688,0.46,0.4
"4","ANKS6","GH09F098806","chr9",98806635,98811689,0.63,14.61
"5","GALNT12","GH09F098806","chr9",98806635,98811689,0.63,2.79
"6","HABP4","GH09F096338","chr9",96338479,96341869,0.94,8.22
"7","HSD17B3","GH09F096338","chr9",96338479,96341869,0.94,0.29
"8","SLC35D2","GH09F096338","chr9",96338479,96341869,0.94,0.24
"9","ERMP1","GH09F005892","chr9",5892551,5895407,1.2,17.97
"10","MLANA","GH09F005892","chr9",5892551,5895407,1.2,9.03
"11","VPS13A","GH09F077158","chr9",77158008,77160030,0.9,32.96
"12","OR1K1","GH09F122354","chr9",122354601,122355000,0.38,10
"13","RBM18","GH09F122354","chr9",122354601,122355000,0.38,9.99
"14","MRRF","GH09F122354","chr9",122354601,122355000,0.38,9.97
"15","PTGS1","GH09F122354","chr9",122354601,122355000,0.38,0.34
"16","DMRT1","GH09F000744","chr9",744324,745690,0.38,10.48
"17","LRRC8A","GH09F128870","chr9",128870582,128870731,0.83,0.36
"18","RNF20","GH09F101532","chr9",101532803,101534837,1.03,0.76
"19","NUTM2G","GH09F096853","chr9",96853259,96855168,0.25,6.33
"20","ZNF510","GH09F096853","chr9",96853259,96855168,0.25,0.17
"21","TOMM5","GH09F037621","chr9",37621384,37621533,0.38,12.63
"22","FBXO10","GH09F037621","chr9",37621384,37621533,0.38,12.57
"23","FRMPD1","GH09F037621","chr9",37621384,37621533,0.38,0.34
"24","PTCH1","GH09F095724","chr9",95724074,95725831,0.9,2.33
"25","C9orf92","GH09F016314","chr9",16314432,16317760,0.46,11.68
"26","SNAPC3","GH09F016314","chr9",16314432,16317760,0.46,4.41
"27","NOXA1","GH09F137445","chr9",137445002,137448515,1.23,8.45
"28","EHMT1","GH09F137445","chr9",137445002,137448515,1.23,1.47
"29","ANAPC2","GH09F137445","chr9",137445002,137448515,1.23,1.29
"30","ENTPD8","GH09F137445","chr9",137445002,137448515,1.23,0.76
"31","DENND1A","GH09F123562","chr9",123562764,123563571,1.21,11.29
"32","LHX2","GH09F123562","chr9",123562764,123563571,1.21,10.13
"33","FOXE1","GH09F097750","chr9",97750048,97752847,0.38,10.69
"34","TSTD2","GH09F097750","chr9",97750048,97752847,0.38,4.23
"35","RGS3","GH09F113471","chr9",113471632,113471881,0.38,11.34
"36","ALAD","GH09F113471","chr9",113471632,113471881,0.38,9.57
"37","SLC25A25","GH09F128088","chr9",128088201,128088800,1.04,12.37
"38","NAIF1","GH09F128088","chr9",128088201,128088800,1.04,12.37
"39","CNTLN","GH09F017322","chr9",17322202,17324373,1.5,46.47
"40","SMC2","GH09F104091","chr9",104091057,104096207,1.03,33.07
"41","TRAF1","GH09F120916","chr9",120915636,120918255,0.52,7.4
"42","PHF19","GH09F120916","chr9",120915636,120918255,0.52,0.31
"43","SHB","GH09F038079","chr9",38079400,38080200,0.56,6.36
"44","GCNT1","GH09F076414","chr9",76414178,76416436,1.08,9.31
"45","NMRK1","GH09F074951","chr9",74951190,74954495,0.99,17.37
"46","OSTF1","GH09F074951","chr9",74951190,74954495,0.99,17.21
"47","CARNMT1","GH09F074951","chr9",74951190,74954495,0.99,10.74
"48","TRPM6","GH09F074951","chr9",74951190,74954495,0.99,10.6
"49","C9orf40","GH09F074951","chr9",74951190,74954495,0.99,8.76
"50","GNAQ","GH09F077878","chr9",77878767,77881079,0.9,11.61
"51","SNX30","GH09F112707","chr9",112707939,112707969,0.63,11.38
"52","HSDL2","GH09F112707","chr9",112707939,112707969,0.63,4.08
"53","PTBP3","GH09F112707","chr9",112707939,112707969,0.63,2.83
"54","INIP","GH09F112707","chr9",112707939,112707969,0.63,2.31
"55","BICD2","GH09F092727","chr9",92727179,92727328,0.25,0.25
"56","GCNT1","GH09F076607","chr9",76607801,76621843,1.28,15.16
"57","PRUNE2","GH09F076607","chr9",76607801,76621843,1.28,8.26
"58","MRRF","GH09F122222","chr9",122221182,122221331,0.25,11.04
"59","RBM18","GH09F122222","chr9",122221182,122221331,0.25,11.04
"60","LHX6","GH09F122222","chr9",122221182,122221331,0.25,0.4
"61","MFSD14B","GH09F094373","chr9",94373869,94375734,0.92,39.7
"62","ZNF169","GH09F094373","chr9",94373869,94375734,0.92,4.78
