"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"68687","chr4",124139,125824,"ZNF718",19.2942,100,0.5565,"GM12878"
"68688","chr4",498405,499449,"ZNF718",8.4933,10.7802,0.0264,"GM12878"
"68689","chr4",337463,338155,"ZNF718",15.2003,10.6318,0.0466,"GM12878"
"68690","chr4",473959,474507,"ZNF718",11.0174,14.4149,0.0458,"GM12878"
"68691","chr4",781465,782166,"ZNF718",16.8061,4.5193,0.0219,"GM12878"
"68692","chr4",124139,125824,"ZNF141",19.2942,7.6735,0.0534,"GM12878"
"68693","chr4",498405,499449,"ZNF141",8.4933,9.3512,0.0287,"GM12878"
"68694","chr4",337463,338155,"ZNF141",15.2003,100,0.5483,"GM12878"
"68695","chr4",473959,474507,"ZNF141",11.0174,9.9441,0.0395,"GM12878"
"68696","chr4",124139,125824,"ABCA11P",19.2942,12.5301,0.0754,"GM12878"
"68697","chr4",498405,499449,"ABCA11P",8.4933,33.2903,0.0882,"GM12878"
"68698","chr4",337463,338155,"ABCA11P",15.2003,12.0242,0.057,"GM12878"
"68699","chr4",473010,473510,"ABCA11P",2.0141,100,0.0628,"GM12878"
"68700","chr4",477565,478065,"ABCA11P",1.1499,100,0.0359,"GM12878"
"68701","chr4",473959,474507,"ABCA11P",11.0174,100,0.3435,"GM12878"
"68702","chr4",124139,125824,"ZNF721",19.2942,7.5627,0.0591,"GM12878"
"68703","chr4",498405,499449,"ZNF721",8.4933,100,0.3437,"GM12878"
"68704","chr4",337463,338155,"ZNF721",15.2003,9.0886,0.0559,"GM12878"
"68705","chr4",473010,473510,"ZNF721",2.0141,26.6175,0.0217,"GM12878"
"68706","chr4",473959,474507,"ZNF721",11.0174,26.6015,0.1186,"GM12878"
"68707","chr4",674088,674595,"ZNF721",6.5393,10.5189,0.0278,"GM12878"
"68708","chr4",124139,125824,"PIGG",19.2942,7.5627,0.0591,"GM12878"
"68709","chr4",498405,499449,"PIGG",8.4933,100,0.3437,"GM12878"
"68710","chr4",337463,338155,"PIGG",15.2003,9.0886,0.0559,"GM12878"
"68711","chr4",473010,473510,"PIGG",2.0141,26.6179,0.0217,"GM12878"
"68712","chr4",473959,474507,"PIGG",11.0174,26.6019,0.1186,"GM12878"
"68713","chr4",674088,674595,"PIGG",6.5393,10.5189,0.0278,"GM12878"
"68714","chr4",124139,125824,"PDE6B",19.2942,2.3566,0.058,"GM12878"
"68715","chr4",498405,499449,"PDE6B",8.4933,3.4495,0.0374,"GM12878"
"68716","chr4",675944,676726,"PDE6B",5.0607,3.8156,0.0246,"GM12878"
"68717","chr4",337463,338155,"PDE6B",15.2003,2.2275,0.0432,"GM12878"
"68718","chr4",1248080,1250099,"PDE6B",18.1295,1.2557,0.029,"GM12878"
"68719","chr4",473959,474507,"PDE6B",11.0174,3.254,0.0457,"GM12878"
"68720","chr4",674088,674595,"PDE6B",6.5393,5.3871,0.0449,"GM12878"
"68721","chr4",781465,782166,"PDE6B",16.8061,1.0315,0.0221,"GM12878"
"68722","chr4",663417,664501,"PDE6B",4.8168,6.633,0.0407,"GM12878"
"68723","chr4",124139,125824,"ATP5I",19.2942,5.1341,0.0282,"GM12878"
"68724","chr4",498405,499449,"ATP5I",8.4933,9.653,0.0234,"GM12878"
"68725","chr4",698833,699804,"ATP5I",5.004,32.3165,0.0461,"GM12878"
"68726","chr4",675944,676726,"ATP5I",5.0607,100,0.1443,"GM12878"
"68727","chr4",337463,338155,"ATP5I",15.2003,4.7136,0.0204,"GM12878"
"68728","chr4",932136,932919,"ATP5I",10.6799,7.6976,0.0234,"GM12878"
"68729","chr4",677671,678367,"ATP5I",1.7538,100,0.05,"GM12878"
"68730","chr4",705392,705990,"ATP5I",5.0762,26.9128,0.0389,"GM12878"
"68731","chr4",473959,474507,"ATP5I",11.0174,7.3941,0.0232,"GM12878"
"68732","chr4",674088,674595,"ATP5I",6.5393,100,0.1864,"GM12878"
"68733","chr4",781465,782166,"ATP5I",16.8061,9.524,0.0456,"GM12878"
"68734","chr4",663417,664501,"ATP5I",4.8168,23.835,0.0327,"GM12878"
"68735","chr4",124139,125824,"MYL5",19.2942,5.1346,0.0282,"GM12878"
"68736","chr4",498405,499449,"MYL5",8.4933,9.6565,0.0234,"GM12878"
"68737","chr4",698833,699804,"MYL5",5.004,32.2389,0.046,"GM12878"
"68738","chr4",675944,676726,"MYL5",5.0607,100,0.1443,"GM12878"
"68739","chr4",337463,338155,"MYL5",15.2003,4.7145,0.0204,"GM12878"
"68740","chr4",932136,932919,"MYL5",10.6799,7.6957,0.0234,"GM12878"
"68741","chr4",677671,678367,"MYL5",1.7538,100,0.05,"GM12878"
"68742","chr4",705392,705990,"MYL5",5.0762,26.8602,0.0389,"GM12878"
"68743","chr4",473959,474507,"MYL5",11.0174,7.3964,0.0232,"GM12878"
"68744","chr4",674088,674595,"MYL5",6.5393,100,0.1865,"GM12878"
"68745","chr4",781465,782166,"MYL5",16.8061,9.5184,0.0456,"GM12878"
"68746","chr4",663417,664501,"MYL5",4.8168,23.929,0.0329,"GM12878"
"68747","chr4",698833,699804,"PCGF3",5.004,100,0.1838,"GM12878"
"68748","chr4",675944,676726,"PCGF3",5.0607,21.0599,0.0392,"GM12878"
"68749","chr4",932136,932919,"PCGF3",10.6799,6.891,0.027,"GM12878"
"68750","chr4",1346510,1347937,"PCGF3",18.7203,3.488,0.024,"GM12878"
"68751","chr4",705392,705990,"PCGF3",5.0762,100,0.1865,"GM12878"
"68752","chr4",674088,674595,"PCGF3",6.5393,15.4723,0.0372,"GM12878"
"68753","chr4",781465,782166,"PCGF3",16.8061,12.2206,0.0755,"GM12878"
"68754","chr4",124139,125824,"LOC100129917",19.2942,5.1424,0.0206,"GM12878"
"68755","chr4",792782,793282,"LOC100129917",1.9403,64.8445,0.0261,"GM12878"
"68756","chr4",1248080,1250099,"LOC100129917",18.1295,8.9471,0.0337,"GM12878"
"68757","chr4",924028,925209,"LOC100129917",7.559,20.417,0.0321,"GM12878"
"68758","chr4",932136,932919,"LOC100129917",10.6799,20.5462,0.0456,"GM12878"
"68759","chr4",1346510,1347937,"LOC100129917",18.7203,5.1564,0.0201,"GM12878"
"68760","chr4",793958,794697,"LOC100129917",1.8461,64.9395,0.0249,"GM12878"
"68761","chr4",705392,705990,"LOC100129917",5.0762,23.8702,0.0252,"GM12878"
"68762","chr4",781465,782166,"LOC100129917",16.8061,100,0.3491,"GM12878"
"68763","chr4",921692,922192,"GAK",4.2621,44.0528,0.0457,"GM12878"
"68764","chr4",1248080,1250099,"GAK",18.1295,5.0184,0.0221,"GM12878"
"68765","chr4",924028,925209,"GAK",7.559,43.8942,0.0807,"GM12878"
"68766","chr4",932136,932919,"GAK",10.6799,100,0.2599,"GM12878"
