"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"1","chr1",1013167,1013868,"LOC100288069",12.4573,5.6495,0.0275,"GM12878"
"2","chr1",827103,827973,"LOC100288069",3.3568,47.2719,0.0619,"GM12878"
"3","chr1",2555518,2557261,"LOC100288069",31.3481,2.9868,0.0365,"GM12878"
"4","chr1",1230624,1231803,"LOC100288069",8.4058,6.183,0.0203,"GM12878"
"5","chr1",778438,779469,"LOC100288069",9.2337,100,0.3603,"GM12878"
"6","chr1",1063586,1064573,"LOC100288069",6.6364,8.7402,0.0226,"GM12878"
"7","chr1",1013167,1013868,"LINC00115",12.4573,4.1292,0.0357,"GM12878"
"8","chr1",827103,827973,"LINC00115",3.3568,100,0.2332,"GM12878"
"9","chr1",1374950,1375759,"LINC00115",17.1131,2.5393,0.0302,"GM12878"
"10","chr1",778438,779469,"LINC00115",9.2337,26.6292,0.1708,"GM12878"
"11","chr1",1511806,1512392,"LINC00115",6.8265,4.365,0.0207,"GM12878"
"12","chr1",1013167,1013868,"LINC01128",12.4573,4.1292,0.0357,"GM12878"
"13","chr1",827103,827973,"LINC01128",3.3568,100,0.2332,"GM12878"
"14","chr1",1374950,1375759,"LINC01128",17.1131,2.5393,0.0302,"GM12878"
"15","chr1",778438,779469,"LINC01128",9.2337,26.6299,0.1708,"GM12878"
"16","chr1",1511806,1512392,"LINC01128",6.8265,4.365,0.0207,"GM12878"
"17","chr1",1013167,1013868,"NOC2L",12.4573,24.6318,0.0833,"GM12878"
"18","chr1",1374950,1375759,"NOC2L",17.1131,6.1245,0.0284,"GM12878"
"19","chr1",1230624,1231803,"NOC2L",8.4058,8.8258,0.0201,"GM12878"
"20","chr1",958916,959559,"NOC2L",3.9373,100,0.1069,"GM12878"
"21","chr1",778438,779469,"NOC2L",9.2337,8.2517,0.0207,"GM12878"
"22","chr1",1307639,1308907,"NOC2L",6.6581,14.1733,0.0256,"GM12878"
"23","chr1",1063586,1064573,"NOC2L",6.6364,22.962,0.0414,"GM12878"
"24","chr1",966246,967224,"NOC2L",2.3975,96.7234,0.0629,"GM12878"
"25","chr1",960326,960836,"NOC2L",1.3286,100,0.0361,"GM12878"
"26","chr1",1013167,1013868,"KLHL17",12.4573,24.6216,0.0833,"GM12878"
"27","chr1",1374950,1375759,"KLHL17",17.1131,6.1242,0.0284,"GM12878"
"28","chr1",1230624,1231803,"KLHL17",8.4058,8.825,0.0201,"GM12878"
"29","chr1",958916,959559,"KLHL17",3.9373,100,0.1069,"GM12878"
"30","chr1",778438,779469,"KLHL17",9.2337,8.2527,0.0207,"GM12878"
"31","chr1",1307639,1308907,"KLHL17",6.6581,14.1724,0.0256,"GM12878"
"32","chr1",1063586,1064573,"KLHL17",6.6364,22.9569,0.0414,"GM12878"
"33","chr1",966246,967224,"KLHL17",2.3975,96.5223,0.0628,"GM12878"
"34","chr1",960326,960836,"KLHL17",1.3286,100,0.0361,"GM12878"
"35","chr1",1000650,1001150,"ISG15",1.7489,60.2364,0.0283,"GM12878"
"36","chr1",1013167,1013868,"ISG15",12.4573,100,0.3342,"GM12878"
"37","chr1",1019029,1019822,"ISG15",2.5945,100,0.0696,"GM12878"
"38","chr1",1374950,1375759,"ISG15",17.1131,5.4125,0.0248,"GM12878"
"39","chr1",1004928,1005428,"ISG15",0.993,80.2175,0.0214,"GM12878"
"40","chr1",1063586,1064573,"ISG15",6.6364,18.7903,0.0335,"GM12878"
"41","chr1",1001745,1002585,"ISG15",1.409,60.1509,0.0227,"GM12878"
"42","chr1",1013167,1013868,"AGRN",12.4573,35.6879,0.1604,"GM12878"
"43","chr1",1019029,1019822,"AGRN",2.5945,50.5207,0.0473,"GM12878"
"44","chr1",1374950,1375759,"AGRN",17.1131,3.3606,0.0207,"GM12878"
"45","chr1",1230624,1231803,"AGRN",8.4058,7.5738,0.023,"GM12878"
"46","chr1",1063586,1064573,"AGRN",6.6364,21.5027,0.0515,"GM12878"
"47","chr1",1019872,1020372,"AGRN",1.7369,100,0.0626,"GM12878"
"48","chr1",1030814,1031592,"AGRN",1.0691,58.2531,0.0225,"GM12878"
"49","chr1",1032970,1033470,"AGRN",1.68,58.3841,0.0354,"GM12878"
"50","chr1",1013167,1013868,"C1orf159",12.4573,5.7694,0.0402,"GM12878"
"51","chr1",1305206,1305975,"C1orf159",4.7222,8.5824,0.0227,"GM12878"
"52","chr1",1231817,1232498,"C1orf159",6.5004,7.9365,0.0289,"GM12878"
"53","chr1",1374950,1375759,"C1orf159",17.1131,2.9591,0.0284,"GM12878"
"54","chr1",1250842,1251342,"C1orf159",3.5198,13.9281,0.0275,"GM12878"
"55","chr1",1122069,1122569,"C1orf159",0.8015,100,0.0449,"GM12878"
"56","chr1",1230624,1231803,"C1orf159",8.4058,7.9354,0.0373,"GM12878"
"57","chr1",1307639,1308907,"C1orf159",6.6581,8.5846,0.032,"GM12878"
"58","chr1",1158082,1158582,"C1orf159",4.1628,9.9651,0.0232,"GM12878"
"59","chr1",1116052,1116606,"C1orf159",2.4645,100,0.138,"GM12878"
"60","chr1",1063586,1064573,"C1orf159",6.6364,6.5684,0.0244,"GM12878"
"61","chr1",1013167,1013868,"LINC01342",12.4573,9.1387,0.0451,"GM12878"
"62","chr1",1231817,1232498,"LINC01342",6.5004,18.1674,0.0468,"GM12878"
"63","chr1",1137271,1137771,"LINC01342",1.0599,100,0.042,"GM12878"
