"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"42652","chr18",158100,158732,"USP14",4.4504,100,0.3147,"GM12878"
"42653","chr18",267224,269240,"USP14",22.6239,14.6151,0.2338,"GM12878"
"42654","chr18",812013,813674,"USP14",11.1161,4.7135,0.037,"GM12878"
"42655","chr18",159205,159705,"USP14",1.6607,100,0.1174,"GM12878"
"42656","chr18",657915,659059,"USP14",11.0145,5.2089,0.0406,"GM12878"
"42657","chr18",158100,158732,"THOC1",4.4504,16.1048,0.0249,"GM12878"
"42658","chr18",267224,269240,"THOC1",22.6239,100,0.787,"GM12878"
"42659","chr18",267224,269240,"TYMSOS",22.6239,3.9924,0.0358,"GM12878"
"42660","chr18",812013,813674,"TYMSOS",11.1161,13.0953,0.0577,"GM12878"
"42661","chr18",650265,650765,"TYMSOS",1.2681,94.8649,0.0477,"GM12878"
"42662","chr18",657915,659059,"TYMSOS",11.0145,100,0.4365,"GM12878"
"42663","chr18",657101,657853,"TYMSOS",4.5451,100,0.1801,"GM12878"
"42664","chr18",267224,269240,"TYMS",22.6239,3.9922,0.0358,"GM12878"
"42665","chr18",812013,813674,"TYMS",11.1161,13.0964,0.0577,"GM12878"
"42666","chr18",650265,650765,"TYMS",1.2681,94.758,0.0476,"GM12878"
"42667","chr18",657915,659059,"TYMS",11.0145,100,0.4365,"GM12878"
"42668","chr18",657101,657853,"TYMS",4.5451,100,0.1801,"GM12878"
"42669","chr18",712314,712978,"ENOSF1",1.304,100,0.0822,"GM12878"
"42670","chr18",267224,269240,"ENOSF1",22.6239,4.4653,0.0637,"GM12878"
"42671","chr18",812013,813674,"ENOSF1",11.1161,15.802,0.1107,"GM12878"
"42672","chr18",711547,712047,"ENOSF1",2.4399,100,0.1538,"GM12878"
"42673","chr18",657915,659059,"ENOSF1",11.0145,16.553,0.1149,"GM12878"
"42674","chr18",657101,657853,"ENOSF1",4.5451,16.5583,0.0474,"GM12878"
"42675","chr18",805204,806212,"ENOSF1",4.5253,15.5837,0.0444,"GM12878"
"42676","chr18",2570659,2572251,"ENOSF1",20.253,1.7104,0.0218,"GM12878"
"42677","chr18",267224,269240,"YES1",22.6239,4.5932,0.0375,"GM12878"
"42678","chr18",812013,813674,"YES1",11.1161,100,0.4009,"GM12878"
"42679","chr18",810194,810694,"YES1",1.8051,100,0.0651,"GM12878"
"42680","chr18",657915,659059,"YES1",11.0145,16.5225,0.0656,"GM12878"
"42681","chr18",657101,657853,"YES1",4.5451,16.5245,0.0271,"GM12878"
"42682","chr18",805204,806212,"YES1",4.5253,77.1207,0.1259,"GM12878"
"42683","chr18",2570659,2572251,"YES1",20.253,3.6607,0.0267,"GM12878"
"42684","chr18",2654285,2657169,"METTL4",21.5584,16.2217,0.0854,"GM12878"
"42685","chr18",2636277,2637709,"METTL4",19.1699,16.3623,0.0766,"GM12878"
"42686","chr18",2641429,2642055,"METTL4",5.3974,17.2412,0.0227,"GM12878"
"42687","chr18",2570659,2572251,"METTL4",20.253,100,0.4945,"GM12878"
"42688","chr18",2654285,2657169,"NDC80",21.5584,16.2217,0.0854,"GM12878"
"42689","chr18",2636277,2637709,"NDC80",19.1699,16.3623,0.0766,"GM12878"
"42690","chr18",2641429,2642055,"NDC80",5.3974,17.2412,0.0227,"GM12878"
"42691","chr18",2570659,2572251,"NDC80",20.253,100,0.4945,"GM12878"
"42692","chr18",2654285,2657169,"CBX3P2",21.5584,100,0.3892,"GM12878"
"42693","chr18",3246792,3247909,"CBX3P2",40.2291,3.4014,0.0247,"GM12878"
"42694","chr18",2662768,2663417,"CBX3P2",1.2861,100,0.0232,"GM12878"
"42695","chr18",2636277,2637709,"CBX3P2",19.1699,34.4922,0.1194,"GM12878"
"42696","chr18",2640375,2640875,"CBX3P2",3.2952,47.0376,0.028,"GM12878"
"42697","chr18",2658111,2658611,"CBX3P2",1.7699,100,0.032,"GM12878"
"42698","chr18",2641429,2642055,"CBX3P2",5.3974,46.9857,0.0458,"GM12878"
"42699","chr18",2570659,2572251,"CBX3P2",20.253,15.926,0.0582,"GM12878"
"42700","chr18",2654285,2657169,"SMCHD1",21.5584,100,0.3891,"GM12878"
"42701","chr18",3246792,3247909,"SMCHD1",40.2291,3.4013,0.0247,"GM12878"
"42702","chr18",2662768,2663417,"SMCHD1",1.2861,100,0.0232,"GM12878"
"42703","chr18",2636277,2637709,"SMCHD1",19.1699,34.5057,0.1194,"GM12878"
"42704","chr18",2640375,2640875,"SMCHD1",3.2952,47.0595,0.028,"GM12878"
"42705","chr18",2658111,2658611,"SMCHD1",1.7699,100,0.0319,"GM12878"
"42706","chr18",2641429,2642055,"SMCHD1",5.3974,47.0089,0.0458,"GM12878"
"42707","chr18",2570659,2572251,"SMCHD1",20.253,15.9277,0.0582,"GM12878"
"42708","chr18",2846779,2847279,"EMILIN2",0.9293,100,0.0548,"GM12878"
"42709","chr18",2654285,2657169,"EMILIN2",21.5584,5.0162,0.0637,"GM12878"
"42710","chr18",3177897,3178397,"EMILIN2",15.3852,4.0133,0.0364,"GM12878"
"42711","chr18",3246792,3247909,"EMILIN2",40.2291,3.7937,0.09,"GM12878"
"42712","chr18",3593594,3595067,"EMILIN2",17.4207,2.099,0.0216,"GM12878"
"42713","chr18",3261083,3262409,"EMILIN2",16.1755,3.4161,0.0326,"GM12878"
"42714","chr18",2846024,2846524,"EMILIN2",0.4677,100,0.0276,"GM12878"
"42715","chr18",2960181,2960888,"EMILIN2",8.4729,4.5136,0.0225,"GM12878"
"42716","chr18",2636277,2637709,"EMILIN2",19.1699,3.8428,0.0434,"GM12878"
"42717","chr18",2970739,2971787,"EMILIN2",11.7449,3.1645,0.0219,"GM12878"
"42718","chr18",2570659,2572251,"EMILIN2",20.253,4.3919,0.0524,"GM12878"
"42719","chr18",3177897,3178397,"LPIN2",15.3852,11.1995,0.034,"GM12878"
"42720","chr18",2979755,2980768,"LPIN2",6.6831,26.2445,0.0347,"GM12878"
"42721","chr18",3246792,3247909,"LPIN2",40.2291,14.7034,0.1169,"GM12878"
"42722","chr18",3013034,3013717,"LPIN2",3.3807,100,0.0668,"GM12878"
"42723","chr18",2978156,2979247,"LPIN2",6.211,24.4713,0.03,"GM12878"
"42724","chr18",3261083,3262409,"LPIN2",16.1755,8.1605,0.0261,"GM12878"
"42725","chr18",2958243,2959413,"LPIN2",8.6836,17.6537,0.0303,"GM12878"
"42726","chr18",3011697,3012592,"LPIN2",2.517,100,0.0497,"GM12878"
"42727","chr18",2997379,2999340,"LPIN2",5.2356,46.5249,0.0481,"GM12878"
"42728","chr18",2972098,2972598,"LPIN2",8.018,20.0239,0.0317,"GM12878"
