"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","RPAP3","GH12F047204","chr12",47204578,47219611,1.28,17.58
"2","AMIGO2","GH12F047204","chr12",47204578,47219611,1.28,17.06
"3","SENP1","GH12F047204","chr12",47204578,47219611,1.28,12.44
"4","PCED1B","GH12F047204","chr12",47204578,47219611,1.28,8.38
"5","PRPF40B","GH12F050024","chr12",50024143,50026246,0.25,18.9
"6","BCDIN3D","GH12F050024","chr12",50024143,50026246,0.25,14.71
"7","ASIC1","GH12F050024","chr12",50024143,50026246,0.25,11.92
"8","AQP6","GH12F050024","chr12",50024143,50026246,0.25,11.29
"9","AQP5","GH12F050024","chr12",50024143,50026246,0.25,11.27
"10","RACGAP1","GH12F050024","chr12",50024143,50026246,0.25,10.22
"11","AQP2","GH12F050024","chr12",50024143,50026246,0.25,10.22
"12","LIMA1","GH12F050024","chr12",50024143,50026246,0.25,9.39
"13","EPS8","GH12F015721","chr12",15721801,15722200,0.71,11.8
"14","STRAP","GH12F015721","chr12",15721801,15722200,0.71,4.92
"15","RNFT2","GH12F116713","chr12",116713316,116713452,0.84,12.12
"16","C12orf49","GH12F116713","chr12",116713316,116713452,0.84,12.12
"17","MYRFL","GH12F069909","chr12",69909191,69909368,0.25,0.16
"18","SOCS2","GH12F094112","chr12",94112075,94112800,0.25,11.77
"19","PLXNC1","GH12F094112","chr12",94112075,94112800,0.25,10.9
"20","ARF3","GH12F049043","chr12",49043858,49044047,0.95,10.5
"21","IRAK3","GH12F066217","chr12",66217601,66217800,0.38,11.74
"22","C12orf74","GH12F092994","chr12",92994877,92996647,0.25,9.94
"23","EEA1","GH12F092994","chr12",92994877,92996647,0.25,5.03
"24","SLC38A2","GH12F046516","chr12",46516601,46519921,0.92,10.76
"25","CCDC65","GH12F048917","chr12",48917297,48919211,1.2,14.79
"26","WNT10B","GH12F048917","chr12",48917297,48919211,1.2,6.91
"27","FKBP11","GH12F048917","chr12",48917297,48919211,1.2,0.4
"28","KCNA1","GH12F004908","chr12",4908795,4908944,0.56,0.76
"29","LEMD3","GH12F066168","chr12",66168186,66170881,0.25,24.69
"30","LLPH","GH12F066168","chr12",66168186,66170881,0.25,0.25
"31","LRRC23","GH12F006904","chr12",6903939,6905825,0.71,38.55
"32","SPSB2","GH12F006904","chr12",6903939,6905825,0.71,34.15
"33","ENO2","GH12F006904","chr12",6903939,6905825,0.71,0.4
"34","PPP1R12A","GH12F079881","chr12",79881202,79889999,0.84,12.25
"35","PAWR","GH12F079881","chr12",79881202,79889999,0.84,10.15
"36","KLRD1","GH12F010268","chr12",10268202,10268278,0.4,7.6
"37","KLRF1","GH12F010268","chr12",10268202,10268278,0.4,4.73
"38","KLRK1","GH12F010268","chr12",10268202,10268278,0.4,3.92
"39","KLRC2","GH12F010268","chr12",10268202,10268278,0.4,2.91
"40","KLRC1","GH12F010268","chr12",10268202,10268278,0.4,2.88
"41","KLRC4-KLRK1","GH12F010268","chr12",10268202,10268278,0.4,2.18
"42","KLRC4","GH12F010268","chr12",10268202,10268278,0.4,2.07
"43","OTOGL","GH12F080226","chr12",80226007,80226750,0.25,8.56
"44","CLEC4E","GH12F008501","chr12",8501601,8501999,0.25,11.12
"45","CLEC4D","GH12F008501","chr12",8501601,8501999,0.25,0.4
"46","NR1H4","GH12F100527","chr12",100527153,100530070,0.52,11.36
"47","SLC17A8","GH12F100527","chr12",100527153,100530070,0.52,10.86
"48","FGD4","GH12F032406","chr12",32406618,32406782,0.41,6.41
"49","BICD1","GH12F032406","chr12",32406618,32406782,0.41,3
"50","CDK17","GH12F096471","chr12",96471283,96472498,0.25,10.78
"51","FOXJ2","GH12F007983","chr12",7983441,7983733,0.81,12.06
"52","TM7SF3","GH12F026935","chr12",26935129,26943460,0.59,11.79
"53","MANSC4","GH12F026935","chr12",26935129,26943460,0.59,10.96
"54","MED21","GH12F026935","chr12",26935129,26943460,0.59,7.3
"55","ITPR2","GH12F026935","chr12",26935129,26943460,0.59,6.12
"56","FGFR1OP2","GH12F026935","chr12",26935129,26943460,0.59,0.76
"57","SLC16A7","GH12F059317","chr12",59317581,59318329,0.38,5.5
"58","SLC11A2","GH12F050527","chr12",50527138,50527307,0.25,9.47
"59","LIMA1","GH12F050527","chr12",50527138,50527307,0.25,9.35
"60","DIP2B","GH12F050527","chr12",50527138,50527307,0.25,0.31
"61","DUSP6","GH12F089234","chr12",89234402,89239423,1.25,24.52
"62","ATP2B1","GH12F089234","chr12",89234402,89239423,1.25,8.73
"63","PAWR","GH12F079407","chr12",79407802,79410822,1.05,11.25
"64","TAOK3","GH12F118183","chr12",118183800,118184001,0.38,11.38
"65","GPN3","GH12F110302","chr12",110302731,110305002,0.63,5.65
"66","ATP2A2","GH12F110302","chr12",110302731,110305002,0.63,0.31
"67","NINJ2","GH12F000559","chr12",559602,565316,0.71,5.96
"68","B4GALNT3","GH12F000559","chr12",559602,565316,0.71,4.5
"69","TCTN1","GH12F110609","chr12",110609001,110609600,0.92,0.76
"70","PPTC7","GH12F110609","chr12",110609001,110609600,0.92,0.29
"71","DDX55","GH12F123595","chr12",123595914,123596083,0.62,13
"72","GTF2H3","GH12F123595","chr12",123595914,123596083,0.62,11.67
"73","EIF2B1","GH12F123595","chr12",123595914,123596083,0.62,11.67
"74","EID3","GH12F104272","chr12",104272363,104272492,0.56,15.35
"75","WNT5B","GH12F001281","chr12",1281753,1283720,1.34,10.99
"76","CDK2AP1","GH12F123061","chr12",123061002,123067178,1.41,23.2
"77","PITPNM2","GH12F123061","chr12",123061002,123067178,1.41,15.38
"78","EIF2B1","GH12F123061","chr12",123061002,123067178,1.41,15.18
"79","C12orf65","GH12F123061","chr12",123061002,123067178,1.41,14.94
"80","TCTN2","GH12F123061","chr12",123061002,123067178,1.41,14.94
"81","ZCCHC8","GH12F123061","chr12",123061002,123067178,1.41,14.63
"82","ABCB9","GH12F123061","chr12",123061002,123067178,1.41,7.08
"83","CRADD","GH12F093447","chr12",93447253,93449554,1.12,2.17
"84","UBE2N","GH12F093447","chr12",93447253,93449554,1.12,0.76
"85","TCP11L2","GH12F106224","chr12",106224000,106224560,1.13,11.37
"86","POLR3B","GH12F106224","chr12",106224000,106224560,1.13,11.07
"87","ERC1","GH12F001114","chr12",1114466,1117730,1.17,15.81
"88","WNT5B","GH12F001114","chr12",1114466,1117730,1.17,10.81
"89","RAD52","GH12F001114","chr12",1114466,1117730,1.17,10.09
"90","WDR66","GH12F121926","chr12",121926602,121928199,1.28,13.62
"91","CAMKK2","GH12F121926","chr12",121926602,121928199,1.28,4.15
"92","NDUFA12","GH12F094972","chr12",94972536,94974207,0.25,19.45
"93","FGD6","GH12F094972","chr12",94972536,94974207,0.25,14.46
"94","TMCC3","GH12F094972","chr12",94972536,94974207,0.25,10
"95","ARL1","GH12F101279","chr12",101279483,101280970,0.59,19.32
"96","NUP37","GH12F101279","chr12",101279483,101280970,0.59,12.84
"97","UTP20","GH12F101279","chr12",101279483,101280970,0.59,0.76
"98","UBE2N","GH12F093433","chr12",93433606,93435157,1.04,0.4
"99","FZD10","GH12F130183","chr12",130183519,130187685,0.25,0.31
"100","ETFRF1","GH12F025135","chr12",25135082,25136345,0.59,11.37
"101","LRMP","GH12F025135","chr12",25135082,25136345,0.59,10.64
"102","CASC1","GH12F025135","chr12",25135082,25136345,0.59,9.33
"103","KRAS","GH12F025135","chr12",25135082,25136345,0.59,7.86
"104","LTA4H","GH12F096117","chr12",96117583,96117692,0.59,11.15
"105","PPFIA2","GH12F081683","chr12",81683850,81684102,1.07,5.28
"106","AVIL","GH12F057816","chr12",57815278,57815427,0.73,0.76
"107","TRPV4","GH12F109887","chr12",109887002,109890399,1.02,7.97
"108","GLTP","GH12F109887","chr12",109887002,109890399,1.02,7.96
"109","TCHP","GH12F109887","chr12",109887002,109890399,1.02,0.4
"110","C3AR1","GH12F008065","chr12",8065686,8067265,0.88,11.48
"111","ANO6","GH12F045289","chr12",45289652,45290742,0.92,11.05
