"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","ATL3","GH11F063630","chr11",63630924,63632348,1.07,17.65
"2","MAP3K11","GH11F065625","chr11",65625596,65626410,0.38,0.36
"3","SWAP70","GH11F009595","chr11",9595341,9596018,0.38,10.77
"4","SPTY2D1","GH11F018633","chr11",18633100,18635392,0.56,39.9
"5","LDHC","GH11F018633","chr11",18633100,18635392,0.56,5.74
"6","UEVLD","GH11F018633","chr11",18633100,18635392,0.56,5.42
"7","TSG101","GH11F018633","chr11",18633100,18635392,0.56,4.87
"8","LIN7C","GH11F027447","chr11",27447199,27448901,0.67,13.79
"9","LGR4","GH11F027447","chr11",27447199,27448901,0.67,11.85
"10","ILK","GH11F006601","chr11",6601303,6613689,0.25,19.15
"11","RRP8","GH11F006601","chr11",6601303,6613689,0.25,13.1
"12","OLFML1","GH11F006601","chr11",6601303,6613689,0.25,12.53
"13","TIMM10B","GH11F006601","chr11",6601303,6613689,0.25,10.67
"14","DCHS1","GH11F006601","chr11",6601303,6613689,0.25,10.58
"15","ZNF214","GH11F006601","chr11",6601303,6613689,0.25,9.73
"16","COPB1","GH11F015053","chr11",15053315,15053384,0.73,29.09
"17","CYP2R1","GH11F015053","chr11",15053315,15053384,0.73,11.77
"18","INSC","GH11F015053","chr11",15053315,15053384,0.73,10.23
"19","ACCS","GH11F044094","chr11",44094371,44094540,0.25,18.48
"20","EXT2","GH11F044094","chr11",44094371,44094540,0.25,5.33
"21","DGAT2","GH11F075803","chr11",75803001,75803505,1.01,8.15
"22","ZDHHC13","GH11F019220","chr11",19220814,19222368,1.08,9.95
"23","CSRP3","GH11F019220","chr11",19220814,19222368,1.08,0.36
"24","E2F8","GH11F019220","chr11",19220814,19222368,1.08,0.31
"25","DGAT2","GH11F075772","chr11",75772155,75774387,0.96,11.71
"26","MOGAT2","GH11F075772","chr11",75772155,75774387,0.96,11.48
"27","TCN1","GH11F059876","chr11",59876288,59876377,0.59,0.4
"28","FAM160A2","GH11F006250","chr11",6250928,6253751,0.81,13.78
"29","CCKBR","GH11F006250","chr11",6250928,6253751,0.81,10.46
"30","C11orf42","GH11F006250","chr11",6250928,6253751,0.81,10.46
"31","OR52W1","GH11F006250","chr11",6250928,6253751,0.81,10.45
"32","OR56A1","GH11F006250","chr11",6250928,6253751,0.81,9.5
"33","DDB2","GH11F046241","chr11",46241106,46245001,1.27,29.7
"34","ZNF408","GH11F046241","chr11",46241106,46245001,1.27,19.4
"35","CREB3L1","GH11F046241","chr11",46241106,46245001,1.27,12.28
"36","ATG13","GH11F046241","chr11",46241106,46245001,1.27,4.9
"37","SLC35C1","GH11F046241","chr11",46241106,46245001,1.27,4.35
"38","LRP4","GH11F046241","chr11",46241106,46245001,1.27,3.66
"39","FAU","GH11F065095","chr11",65095576,65097809,0.25,30.4
"40","ZFPL1","GH11F065095","chr11",65095576,65097809,0.25,23.29
"41","MRPL49","GH11F065095","chr11",65095576,65097809,0.25,21.35
"42","EIF1AD","GH11F065095","chr11",65095576,65097809,0.25,13.36
"43","PCNX3","GH11F065095","chr11",65095576,65097809,0.25,13
"44","TRMT112","GH11F065095","chr11",65095576,65097809,0.25,12.2
"45","ZNHIT2","GH11F065095","chr11",65095576,65097809,0.25,11.75
"46","FRMD8","GH11F065095","chr11",65095576,65097809,0.25,11.03
"47","PLCB3","GH11F065095","chr11",65095576,65097809,0.25,10.83
"48","KAT5","GH11F065095","chr11",65095576,65097809,0.25,10.74
"49","POLA2","GH11F065095","chr11",65095576,65097809,0.25,10.38
"50","TMEM262","GH11F065095","chr11",65095576,65097809,0.25,0.4
"51","RNF26","GH11F119310","chr11",119310699,119310930,0.46,12.42
"52","C1QTNF5","GH11F119310","chr11",119310699,119310930,0.46,11.66
"53","MFRP","GH11F119310","chr11",119310699,119310930,0.46,11.66
"54","ABCG4","GH11F119310","chr11",119310699,119310930,0.46,10.9
"55","PDZD3","GH11F119310","chr11",119310699,119310930,0.46,10.74
"56","NLRX1","GH11F119310","chr11",119310699,119310930,0.46,10.69
"57","C11orf24","GH11F068310","chr11",68310765,68317964,0.25,31.2
"58","LRP5","GH11F068310","chr11",68310765,68317964,0.25,0.34
"59","FDX1","GH11F110491","chr11",110491557,110492800,0.81,13.34
"60","INTS4","GH11F077752","chr11",77752147,77754024,1.05,17.59
"61","AAMDC","GH11F077752","chr11",77752147,77754024,1.05,15.59
"62","AQP11","GH11F077752","chr11",77752147,77754024,1.05,6.98
"63","C11orf52","GH11F111877","chr11",111877797,111877906,0.25,10.72
"64","DIXDC1","GH11F111877","chr11",111877797,111877906,0.25,10.71
"65","CRYAB","GH11F111877","chr11",111877797,111877906,0.25,10.71
"66","PIH1D2","GH11F111877","chr11",111877797,111877906,0.25,10.53
"67","HSPB2-C11orf52","GH11F111877","chr11",111877797,111877906,0.25,10.51
"68","HSPB2","GH11F111877","chr11",111877797,111877906,0.25,10.51
