"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","PPP2R5C","GH14F101737","chr14",101737801,101738400,0.5,0.31
"2","VASH1","GH14F076730","chr14",76730000,76730387,0.84,14.72
"3","LRRC74A","GH14F076730","chr14",76730000,76730387,0.84,2.2
"4","IRF2BPL","GH14F076730","chr14",76730000,76730387,0.84,1.17
"5","SALL2","GH14F021202","chr14",21202642,21202791,0.25,9
"6","FRMD6","GH14F051461","chr14",51461674,51463216,0.25,11.43
"7","SNX6","GH14F034665","chr14",34665062,34667200,1.02,6.45
"8","OXA1L","GH14F022765","chr14",22765962,22768175,0.25,13.53
"9","MMP14","GH14F022765","chr14",22765962,22768175,0.25,11.19
"10","SLC7A7","GH14F022765","chr14",22765962,22768175,0.25,0.19
"11","IFI27L2","GH14F094132","chr14",94132384,94132533,0.25,7.55
"12","PPP4R4","GH14F094132","chr14",94132384,94132533,0.25,0.36
"13","PCNX1","GH14F070904","chr14",70904544,70914045,0.25,52.74
"14","MED6","GH14F070904","chr14",70904544,70914045,0.25,12.48
"15","TCL1A","GH14F095563","chr14",95563001,95563599,0.25,9.98
"16","GLRX5","GH14F095563","chr14",95563001,95563599,0.25,8.69
"17","OTX2","GH14F056813","chr14",56811023,56811152,0.38,0.76
"18","UNC79","GH14F093343","chr14",93343201,93344954,0.92,6.97
"19","COX8C","GH14F093343","chr14",93343201,93344954,0.92,0.76
"20","PRIMA1","GH14F093748","chr14",93748074,93749602,0.59,0.24
"21","EML5","GH14F088834","chr14",88834001,88836415,1.09,11.68
"22","TTC8","GH14F088834","chr14",88834001,88836415,1.09,0.36
"23","GCH1","GH14F055299","chr14",55299221,55299570,0.4,1.44
"24","SIPA1L1","GH14F071582","chr14",71582002,71584641,1.41,10.82
"25","ATP6V1D","GH14F067998","chr14",67998563,68001534,1.2,4.48
"26","NUDT14","GH14F105180","chr14",105180944,105181913,0.78,21.31
"27","TEX22","GH14F105312","chr14",105312750,105318124,0.25,11.52
"28","NUDT14","GH14F105312","chr14",105312750,105318124,0.25,10.58
"29","JAG2","GH14F105312","chr14",105312750,105318124,0.25,10.57
"30","MTA1","GH14F105312","chr14",105312750,105318124,0.25,4.4
"31","BRF1","GH14F105312","chr14",105312750,105318124,0.25,0.76
"32","GALC","GH14F088040","chr14",88040759,88041186,1.1,1.38
"33","CHURC1","GH14F064800","chr14",64800143,64800272,0.62,11.7
"34","CHURC1-FNTB","GH14F064800","chr14",64800143,64800272,0.62,11.7
"35","GPX2","GH14F064800","chr14",64800143,64800272,0.62,10.24
"36","FOXN3","GH14F089503","chr14",89503602,89505418,0.87,5.66
"37","TDP1","GH14F089503","chr14",89503602,89505418,0.87,1.58
"38","TDRD9","GH14F104011","chr14",104011871,104012853,0.9,26.17
"39","RNASE1","GH14F020774","chr14",20774154,20775924,0.79,11.81
"40","EDDM3A","GH14F020774","chr14",20774154,20775924,0.79,10.79
"41","SLC39A2","GH14F020774","chr14",20774154,20775924,0.79,10.04
"42","EDDM3B","GH14F020774","chr14",20774154,20775924,0.79,0.4
"43","RNASE6","GH14F020774","chr14",20774154,20775924,0.79,0.4
"44","GNG2","GH14F051870","chr14",51870753,51871197,0.65,23.18
"45","PTGER2","GH14F051870","chr14",51870753,51871197,0.65,9.66
"46","FCF1","GH14F075174","chr14",75174170,75177578,0.77,21.11
"47","ZC2HC1C","GH14F075174","chr14",75174170,75177578,0.77,17.2
"48","TMED10","GH14F075174","chr14",75174170,75177578,0.77,15.35
"49","LTBP2","GH14F075174","chr14",75174170,75177578,0.77,9.95
"50","ACYP1","GH14F075174","chr14",75174170,75177578,0.77,6.24
"51","RPS6KL1","GH14F075174","chr14",75174170,75177578,0.77,4.16
"52","NEK9","GH14F075174","chr14",75174170,75177578,0.77,0.23
"53","GPATCH2L","GH14F076090","chr14",76090713,76091675,0.25,0.19
"54","DDHD1","GH14F053151","chr14",53151018,53154496,0.81,0.76
"55","PCNX1","GH14F071403","chr14",71403601,71404000,1.27,10.05
"56","SIPA1L1","GH14F071403","chr14",71403601,71404000,1.27,1.27
"57","SPTSSA","GH14F034436","chr14",34436201,34438013,0.63,11.75
"58","PPP2R5C","GH14F101760","chr14",101760038,101762682,1,10.86
"59","WDR20","GH14F101760","chr14",101760038,101762682,1,1.47
"60","HSP90AA1","GH14F101760","chr14",101760038,101762682,1,1.19
"61","GZMB","GH14F024698","chr14",24698601,24701200,1.31,10.56
"62","CTSG","GH14F024698","chr14",24698601,24701200,1.31,9.87
"63","PRKCH","GH14F061230","chr14",61229503,61229652,0.65,11.5
"64","SIX4","GH14F061230","chr14",61229503,61229652,0.65,9.6
"65","TMEM30B","GH14F061230","chr14",61229503,61229652,0.65,0.22
"66","SYNE2","GH14F063876","chr14",63876601,63877492,0.77,17.34
"67","SOS2","GH14F050237","chr14",50237001,50238000,0.25,0.4
"68","MOK","GH14F102184","chr14",102184401,102188599,1.13,21.05
"69","WDR20","GH14F102184","chr14",102184401,102188599,1.13,11.31
"70","HSP90AA1","GH14F102184","chr14",102184401,102188599,1.13,11.31
"71","ERH","GH14F068605","chr14",68605783,68613445,1.05,4.52
"72","FRMD6","GH14F051538","chr14",51538430,51542207,1.55,12.28
"73","TRIM9","GH14F051538","chr14",51538430,51542207,1.55,1.75
"74","PCNX1","GH14F070917","chr14",70917602,70921999,1.09,54.84
"75","RPS6KA5","GH14F091094","chr14",91094488,91095506,0.82,4.67
"76","SNAPC1","GH14F061925","chr14",61925234,61928879,1.09,4.83
"77","SIX4","GH14F060990","chr14",60987001,60987400,0.25,13.89
"78","TRMT5","GH14F060990","chr14",60987001,60987400,0.25,0.4
"79","PPP2R5C","GH14F100883","chr14",100883447,100886218,0.52,5.66
"80","RTL1","GH14F100883","chr14",100883447,100886218,0.52,0.76
"81","PARP2","GH14F020459","chr14",20459546,20463381,0.52,19.96
"82","SUPT16H","GH14F020459","chr14",20459546,20463381,0.52,15.32
"83","CHD8","GH14F020459","chr14",20459546,20463381,0.52,12.45
"84","OSGEP","GH14F020459","chr14",20459546,20463381,0.52,11.38
"85","TEP1","GH14F020459","chr14",20459546,20463381,0.52,11.18
"86","TTC5","GH14F020459","chr14",20459546,20463381,0.52,11.03
"87","APEX1","GH14F020459","chr14",20459546,20463381,0.52,0.4
"88","TBPL2","GH14F055450","chr14",55450801,55452200,0.94,0.4
"89","SNX6","GH14F034677","chr14",34677423,34678904,0.71,5.15
"90","CFL2","GH14F034677","chr14",34677423,34678904,0.71,4.81
"91","EAPP","GH14F034677","chr14",34677423,34678904,0.71,4.61
"92","PTGDR","GH14F052271","chr14",52271640,52271912,0.48,15.65
"93","GNG2","GH14F052271","chr14",52271640,52271912,0.48,3.14
"94","PTGER2","GH14F052271","chr14",52271640,52271912,0.48,3.11
"95","PYGL","GH14F050845","chr14",50845999,50847287,0.25,10.31
"96","L2HGDH","GH14F050845","chr14",50845999,50847287,0.25,4.29
"97","TTC7B","GH14F090726","chr14",90726601,90726946,1.04,10.94
"98","OTX2","GH14F056760","chr14",56760307,56760668,0.29,5.89
"99","TMEM260","GH14F056760","chr14",56760307,56760668,0.29,1.31
"100","HEATR5A","GH14F031461","chr14",31461935,31463360,0.38,11.27
"101","DTD2","GH14F031461","chr14",31461935,31463360,0.38,8.03
"102","ZDHHC22","GH14F077142","chr14",77141378,77142967,0.81,11.27
"103","TMEM63C","GH14F077142","chr14",77141378,77142967,0.81,6.7
"104","FAM177A1","GH14F035380","chr14",35380015,35381631,0.96,7.08
"105","ERH","GH14F068542","chr14",68542649,68556399,1.25,9.67
"106","ACTN1","GH14F068542","chr14",68542649,68556399,1.25,2.14
"107","TSSK4","GH14F024170","chr14",24170851,24173653,0.38,5.25
"108","TM9SF1","GH14F024170","chr14",24170851,24173653,0.38,5.02
"109","REC8","GH14F024170","chr14",24170851,24173653,0.38,0.76
"110","PRKCH","GH14F061364","chr14",61364601,61371000,1.27,3.25
"111","NKX2-8","GH14F036646","chr14",36646998,36648659,0.96,10.28
"112","PAX9","GH14F036646","chr14",36646998,36648659,0.96,7.38
"113","WDR20","GH14F102201","chr14",102201124,102201273,0.46,10.93
"114","HSP90AA1","GH14F102201","chr14",102201124,102201273,0.46,10.93
"115","MOK","GH14F102201","chr14",102201124,102201273,0.46,10.84
"116","TECPR2","GH14F102201","chr14",102201124,102201273,0.46,9.51
"117","CINP","GH14F102201","chr14",102201124,102201273,0.46,9.51
"118","TRAF3","GH14F102878","chr14",102878572,102879525,0.76,4.46
"119","PCNX1","GH14F070973","chr14",70972204,70972353,0.25,12.36
"120","GTF2A1","GH14F081434","chr14",81434277,81437366,0.86,11.33
"121","STON2","GH14F081434","chr14",81434277,81437366,0.86,4.97
"122","DEGS2","GH14F100165","chr14",100165085,100169399,1.69,6.59
"123","DLK1","GH14F100165","chr14",100165085,100169399,1.69,5.78
"124","SLC25A29","GH14F100165","chr14",100165085,100169399,1.69,5.4
"125","YY1","GH14F100165","chr14",100165085,100169399,1.69,1.34
"126","VRK1","GH14F097500","chr14",97500224,97500373,0.65,4.91
"127","GSC","GH14F094781","chr14",94781064,94781293,0.46,0.36
"128","PROX2","GH14F074913","chr14",74913618,74914999,0.5,11.79
"129","DLST","GH14F074913","chr14",74913618,74914999,0.5,11.5
"130","PGF","GH14F074913","chr14",74913618,74914999,0.5,11.23
"131","EIF2B2","GH14F074913","chr14",74913618,74914999,0.5,11.16
"132","ZC2HC1C","GH14F074913","chr14",74913618,74914999,0.5,10.73
"133","ACYP1","GH14F074913","chr14",74913618,74914999,0.5,10.72
"134","MLH3","GH14F074913","chr14",74913618,74914999,0.5,10.63
"135","RPS6KL1","GH14F074913","chr14",74913618,74914999,0.5,6.67
"136","TMED10","GH14F075221","chr14",75221361,75224799,1.14,11.37
"137","JDP2","GH14F075221","chr14",75221361,75224799,1.14,9.52
"138","FOS","GH14F075221","chr14",75221361,75224799,1.14,3.14
"139","DLST","GH14F075221","chr14",75221361,75224799,1.14,1.22
"140","STYX","GH14F052953","chr14",52953977,52955526,0.93,4.21
"141","FERMT2","GH14F052953","chr14",52953977,52955526,0.93,0.76
"142","STON2","GH14F081366","chr14",81366201,81366601,1.03,4.68
"143","IFT43","GH14F075247","chr14",75247002,75261045,2.07,15.19
"144","NEK9","GH14F075247","chr14",75247002,75261045,2.07,11.69
"145","ACYP1","GH14F075247","chr14",75247002,75261045,2.07,10.43
"146","FOS","GH14F075247","chr14",75247002,75261045,2.07,5.45
"147","ABCD4","GH14F075247","chr14",75247002,75261045,2.07,4.69
"148","YLPM1","GH14F075247","chr14",75247002,75261045,2.07,1.41
"149","SLC10A1","GH14F069784","chr14",69784550,69784654,1.06,1.5
"150","AMN","GH14F102929","chr14",102929489,102930064,0.59,0.4
"151","CLMN","GH14F095152","chr14",95152801,95153000,0.25,10.49
"152","DAAM1","GH14F059295","chr14",59295975,59297742,1.01,15.17
"153","L3HYPDH","GH14F059295","chr14",59295975,59297742,1.01,9.5
"154","L3HYPDH","GH14F059107","chr14",59107069,59108642,1.02,4.16
"155","CCNK","GH14F099411","chr14",99411724,99413949,0.59,14.8
"156","SETD3","GH14F099411","chr14",99411724,99413949,0.59,9.97
"157","VASH1","GH14F076771","chr14",76771001,76771200,0.56,0.4
"158","FOXN3","GH14F089466","chr14",89466002,89471399,1.13,12.32
"159","ZNF839","GH14F102361","chr14",102361670,102364243,0.52,8.8
"160","CINP","GH14F102361","chr14",102361670,102364243,0.52,5.5
"161","TECPR2","GH14F102361","chr14",102361670,102364243,0.52,0.76
"162","HIF1A","GH14F061641","chr14",61641868,61645079,1.43,6.96
"163","ZFYVE26","GH14F067815","chr14",67815289,67822573,0.56,5.93
"164","TMEM229B","GH14F067815","chr14",67815289,67822573,0.56,4.36
"165","RAD51B","GH14F067815","chr14",67815289,67822573,0.56,0.76
"166","STRN3","GH14F031052","chr14",31052795,31053800,1.03,0.29
"167","TSHR","GH14F081018","chr14",81018001,81019092,1.11,12.87
"168","CEP128","GH14F081018","chr14",81018001,81019092,1.11,9.88
"169","GZMB","GH14F024664","chr14",24664802,24666227,1.21,11.1
"170","SALL2","GH14F021466","chr14",21466986,21468218,0.38,10.33
"171","RAB2B","GH14F021466","chr14",21466986,21468218,0.38,8.44
"172","TOX4","GH14F021466","chr14",21466986,21468218,0.38,0.4
"173","CHD8","GH14F021466","chr14",21466986,21468218,0.38,0.36
"174","ASB2","GH14F093986","chr14",93986824,93987877,0.71,0.36
"175","TBPL2","GH14F055713","chr14",55713532,55714000,0.25,10.54
"176","SRSF5","GH14F069539","chr14",69539664,69541378,1.36,10.73
"177","PLEKHD1","GH14F069539","chr14",69539664,69541378,1.36,0.2
"178","MAP4K5","GH14F050675","chr14",50675030,50678999,1.51,18
"179","ATL1","GH14F050675","chr14",50675030,50678999,1.51,10.19
"180","NIN","GH14F050675","chr14",50675030,50678999,1.51,9.48
"181","CDKL1","GH14F050675","chr14",50675030,50678999,1.51,6.08
"182","SAV1","GH14F050675","chr14",50675030,50678999,1.51,0.4
"183","DEGS2","GH14F099986","chr14",99986464,99986653,0.25,11.09
"184","MNAT1","GH14F060720","chr14",60720449,60725012,0.88,13.58
"185","PCNX4","GH14F060720","chr14",60720449,60725012,0.88,12.46
"186","TRMT5","GH14F060720","chr14",60720449,60725012,0.88,10.7
"187","RTN1","GH14F060720","chr14",60720449,60725012,0.88,6.58
"188","PPM1A","GH14F060720","chr14",60720449,60725012,0.88,1.47
"189","SIX4","GH14F060720","chr14",60720449,60725012,0.88,0.76
"190","ARG2","GH14F067645","chr14",67645997,67646652,0.46,23.19
"191","RDH11","GH14F067645","chr14",67645997,67646652,0.46,12.79
"192","EDDM3B","GH14F020733","chr14",20733400,20733600,0.38,11.67
"193","RNASE1","GH14F020733","chr14",20733400,20733600,0.38,11.13
"194","EDDM3A","GH14F020733","chr14",20733400,20733600,0.38,0.76
"195","RBM25","GH14F073226","chr14",73226179,73229442,1.25,115.61
"196","PNMA1","GH14F073226","chr14",73226179,73229442,1.25,16.58
"197","LIN52","GH14F073226","chr14",73226179,73229442,1.25,13.69
"198","PSEN1","GH14F073226","chr14",73226179,73229442,1.25,11.65
"199","NUMB","GH14F073226","chr14",73226179,73229442,1.25,8.03
"200","DPF3","GH14F073226","chr14",73226179,73229442,1.25,4.23
"201","ZFYVE1","GH14F073226","chr14",73226179,73229442,1.25,2.67
"202","DICER1","GH14F095163","chr14",95163801,95164000,0.95,0.4
"203","KHNYN","GH14F024035","chr14",24035732,24037461,0.52,15.64
"204","C14orf119","GH14F024035","chr14",24035732,24037461,0.52,13.49
"205","DHRS4L2","GH14F024035","chr14",24035732,24037461,0.52,12.65
"206","DHRS4","GH14F024035","chr14",24035732,24037461,0.52,11.74
"207","PCK2","GH14F024035","chr14",24035732,24037461,0.52,11.28
"208","NRL","GH14F024035","chr14",24035732,24037461,0.52,11.24
