"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","HECA","GH06F139171","chr6",139171065,139171835,0.25,12.11
"2","REPS1","GH06F139171","chr6",139171065,139171835,0.25,10.96
"3","HINT3","GH06F125974","chr6",125974315,125974504,0.46,0.34
"4","ZKSCAN3","GH06F028349","chr6",28349324,28352304,0.25,65.44
"5","ZKSCAN8","GH06F028349","chr6",28349324,28352304,0.25,62.92
"6","ZKSCAN4","GH06F028349","chr6",28349324,28352304,0.25,41.38
"7","ZSCAN23","GH06F028349","chr6",28349324,28352304,0.25,32.9
"8","ZSCAN9","GH06F028349","chr6",28349324,28352304,0.25,22.96
"9","ZNF311","GH06F028349","chr6",28349324,28352304,0.25,13.86
"10","ZNF391","GH06F028349","chr6",28349324,28352304,0.25,11.91
"11","ZSCAN31","GH06F028349","chr6",28349324,28352304,0.25,11.3
"12","PGBD1","GH06F028349","chr6",28349324,28352304,0.25,10.2
"13","ZSCAN26","GH06F028349","chr6",28349324,28352304,0.25,10
"14","TRIM27","GH06F028349","chr6",28349324,28352304,0.25,9.75
"15","TNFAIP3","GH06F137933","chr6",137933132,137934706,1.44,15.1
"16","QKI","GH06F163578","chr6",163578571,163580342,1.28,5.43
"17","GFOD1","GH06F013438","chr6",13438001,13438200,0.25,11.85
"18","TBC1D7","GH06F013438","chr6",13438001,13438200,0.25,10.72
"19","PDE7B","GH06F135866","chr6",135866402,135866999,0.38,11.71
"20","BCLAF1","GH06F135866","chr6",135866402,135866999,0.38,9.44
"21","ATF6B","GH06F031774","chr6",31774897,31783248,1.21,20.97
"22","C4A","GH06F031774","chr6",31774897,31783248,1.21,20.11
"23","LSM2","GH06F031774","chr6",31774897,31783248,1.21,19.22
"24","LY6G5B","GH06F031774","chr6",31774897,31783248,1.21,15.93
"25","DDX39B","GH06F031774","chr6",31774897,31783248,1.21,14.75
"26","CSNK2B","GH06F031774","chr6",31774897,31783248,1.21,14.12
"27","MICA","GH06F031774","chr6",31774897,31783248,1.21,13.04
