"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"72131","chr5",219676,220515,"CCDC127",2.9756,74.6058,0.1133,"GM12878"
"72132","chr5",1497156,1499595,"CCDC127",41.6171,1.505,0.032,"GM12878"
"72133","chr5",271186,271870,"CCDC127",8.7661,12.9637,0.058,"GM12878"
"72134","chr5",368574,370007,"CCDC127",17.1251,3.8532,0.0337,"GM12878"
"72135","chr5",217932,218472,"CCDC127",4.3343,100,0.2211,"GM12878"
"72136","chr5",213839,214339,"CCDC127",0.632,100,0.0322,"GM12878"
"72137","chr5",218963,219463,"CCDC127",1.4238,100,0.0726,"GM12878"
"72138","chr5",219676,220515,"SDHA",2.9756,74.5976,0.1132,"GM12878"
"72139","chr5",1497156,1499595,"SDHA",41.6171,1.505,0.032,"GM12878"
"72140","chr5",271186,271870,"SDHA",8.7661,12.9635,0.058,"GM12878"
"72141","chr5",368574,370007,"SDHA",17.1251,3.8532,0.0337,"GM12878"
"72142","chr5",217932,218472,"SDHA",4.3343,100,0.2211,"GM12878"
"72143","chr5",213839,214339,"SDHA",0.632,100,0.0322,"GM12878"
"72144","chr5",218963,219463,"SDHA",1.4238,100,0.0726,"GM12878"
"72145","chr5",323064,324056,"HRAT5",4.7086,11.138,0.0209,"GM12878"
"72146","chr5",219676,220515,"HRAT5",2.9756,17.7381,0.021,"GM12878"
"72147","chr5",392424,392924,"HRAT5",7.6387,7.0112,0.0213,"GM12878"
"72148","chr5",271186,271870,"HRAT5",8.7661,100,0.3492,"GM12878"
"72149","chr5",322278,322778,"HRAT5",4.5634,11.1342,0.0202,"GM12878"
"72150","chr5",368574,370007,"HRAT5",17.1251,5.879,0.0401,"GM12878"
"72151","chr5",217932,218472,"HRAT5",4.3343,16.6584,0.0288,"GM12878"
"72152","chr5",472417,473485,"HRAT5",6.8576,8.1106,0.0222,"GM12878"
"72153","chr5",399680,400698,"HRAT5",11.0632,6.3506,0.028,"GM12878"
"72154","chr5",323064,324056,"PDCD6",4.7086,11.1376,0.0209,"GM12878"
"72155","chr5",219676,220515,"PDCD6",2.9756,17.7387,0.021,"GM12878"
"72156","chr5",392424,392924,"PDCD6",7.6387,7.0111,0.0213,"GM12878"
"72157","chr5",271186,271870,"PDCD6",8.7661,100,0.3492,"GM12878"
"72158","chr5",322278,322778,"PDCD6",4.5634,11.1339,0.0202,"GM12878"
"72159","chr5",368574,370007,"PDCD6",17.1251,5.8789,0.0401,"GM12878"
"72160","chr5",217932,218472,"PDCD6",4.3343,16.6589,0.0288,"GM12878"
"72161","chr5",472417,473485,"PDCD6",6.8576,8.1105,0.0222,"GM12878"
"72162","chr5",399680,400698,"PDCD6",11.0632,6.3506,0.028,"GM12878"
"72163","chr5",333665,334421,"AHRR",3.4907,13.4526,0.021,"GM12878"
"72164","chr5",323064,324056,"AHRR",4.7086,20.3685,0.0429,"GM12878"
"72165","chr5",458581,459361,"AHRR",5.9612,8.8336,0.0235,"GM12878"
"72166","chr5",392424,392924,"AHRR",7.6387,8.5024,0.029,"GM12878"
"72167","chr5",1497156,1499595,"AHRR",41.6171,2.0551,0.0382,"GM12878"
"72168","chr5",271186,271870,"AHRR",8.7661,24.494,0.0959,"GM12878"
"72169","chr5",342334,343308,"AHRR",4.14,13.7857,0.0255,"GM12878"
"72170","chr5",318324,318824,"AHRR",1.6832,27.6801,0.0208,"GM12878"
"72171","chr5",373620,374120,"AHRR",5.3344,8.433,0.0201,"GM12878"
"72172","chr5",322278,322778,"AHRR",4.5634,20.352,0.0415,"GM12878"
"72173","chr5",368574,370007,"AHRR",17.1251,8.2557,0.0632,"GM12878"
"72174","chr5",316885,317555,"AHRR",2.8096,27.6424,0.0347,"GM12878"
"72175","chr5",402866,403506,"AHRR",6.2858,9.9226,0.0279,"GM12878"
"72176","chr5",472417,473485,"AHRR",6.8576,10.3709,0.0318,"GM12878"
"72177","chr5",442685,443468,"AHRR",5.1044,10.9118,0.0249,"GM12878"
"72178","chr5",332463,333441,"AHRR",4.4927,13.4447,0.027,"GM12878"
"72179","chr5",399680,400698,"AHRR",11.0632,9.9173,0.049,"GM12878"
