"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","GOT2","GH16F058654","chr16",58654351,58655766,0.69,16.05
"2","GINS3","GH16F058654","chr16",58654351,58655766,0.69,9.81
"3","CNOT1","GH16F058654","chr16",58654351,58655766,0.69,0.29
"4","SLC38A7","GH16F058654","chr16",58654351,58655766,0.69,0.27
"5","COTL1","GH16F084740","chr16",84740655,84740804,0.62,11.17
"6","USP10","GH16F084740","chr16",84740655,84740804,0.62,11.08
"7","CRISPLD2","GH16F084740","chr16",84740655,84740804,0.62,10.83
"8","ZDHHC7","GH16F084740","chr16",84740655,84740804,0.62,9.8
"9","CMTM3","GH16F066638","chr16",66638729,66639942,0.46,13.88
"10","BEAN1","GH16F066638","chr16",66638729,66639942,0.46,13.78
"11","CMTM4","GH16F066638","chr16",66638729,66639942,0.46,11.66
"12","TK2","GH16F066638","chr16",66638729,66639942,0.46,8.22
"13","CES1","GH16F055782","chr16",55782401,55783000,0.46,0.22
"14","RFWD3","GH16F074447","chr16",74447667,74450585,1.19,27.8
"15","SULT1A2","GH16F028595","chr16",28595609,28601668,0.5,41.88
"16","TUFM","GH16F028595","chr16",28595609,28601668,0.5,39.99
"17","SGF29","GH16F028595","chr16",28595609,28601668,0.5,12.15
"18","CMIP","GH16F081538","chr16",81538050,81540085,1.2,16.5
"19","ATMIN","GH16F081538","chr16",81538050,81540085,1.2,12.18
"20","MPHOSPH6","GH16F081538","chr16",81538050,81540085,1.2,10.83
"21","GOT2","GH16F058731","chr16",58731786,58735101,0.38,22.56
"22","SLC38A7","GH16F058731","chr16",58731786,58735101,0.38,4.4
"23","C16orf74","GH16F085749","chr16",85749617,85753867,1.04,3.27
"24","KNOP1","GH16F019804","chr16",19804077,19810274,1.26,44.17
"25","THUMPD1","GH16F019804","chr16",19804077,19810274,1.26,10.77
"26","ACSM5","GH16F019804","chr16",19804077,19810274,1.26,4.64
"27","GALNS","GH16F088879","chr16",88879020,88882715,1.23,18.4
"28","TRAPPC2L","GH16F088879","chr16",88879020,88882715,1.23,13.25
"29","CBFA2T3","GH16F088879","chr16",88879020,88882715,1.23,12.08
"30","PABPN1L","GH16F088879","chr16",88879020,88882715,1.23,0.36
"31","NLRC5","GH16F057009","chr16",57009681,57010069,1.01,0.31
"32","RANBP10","GH16F067854","chr16",67854951,67859599,1.46,22.14
"33","ACD","GH16F067854","chr16",67854951,67859599,1.46,16.32
"34","NRN1L","GH16F067854","chr16",67854951,67859599,1.46,11.63
"35","TSNAXIP1","GH16F067854","chr16",67854951,67859599,1.46,11.2
"36","DUS2","GH16F067854","chr16",67854951,67859599,1.46,11.17
"37","PSKH1","GH16F067854","chr16",67854951,67859599,1.46,11.08
"38","E2F4","GH16F067854","chr16",67854951,67859599,1.46,10.84
"39","PARD6A","GH16F067854","chr16",67854951,67859599,1.46,10.26
"40","PRMT7","GH16F067854","chr16",67854951,67859599,1.46,9.98
"41","SLC7A6","GH16F067854","chr16",67854951,67859599,1.46,3.88
"42","TPPP3","GH16F067854","chr16",67854951,67859599,1.46,3.75
"43","EDC4","GH16F067854","chr16",67854951,67859599,1.46,2.25
"44","THAP11","GH16F067854","chr16",67854951,67859599,1.46,1.98
"45","NFATC3","GH16F067854","chr16",67854951,67859599,1.46,1.65
"46","PSMB10","GH16F067854","chr16",67854951,67859599,1.46,1.38
"47","CARMIL2","GH16F067854","chr16",67854951,67859599,1.46,1.27
"48","PRSS27","GH16F002659","chr16",2659401,2661001,0.46,11.18
"49","BBS2","GH16F056420","chr16",56420550,56426808,1.01,37.3
"50","OGFOD1","GH16F056420","chr16",56420550,56426808,1.01,22.09
