"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"25674","chr14",20681125,20682116,"TTC5",16.3841,4.2898,0.0215,"GM12878"
"25675","chr14",20461362,20462022,"TTC5",15.9189,5.6165,0.0273,"GM12878"
"25676","chr14",20342962,20344172,"TTC5",26.213,10.878,0.0872,"GM12878"
"25677","chr14",20469128,20470567,"TTC5",11.9659,7.8216,0.0286,"GM12878"
"25678","chr14",20682291,20683067,"TTC5",13.8996,6.3278,0.0269,"GM12878"
"25679","chr14",20454238,20455399,"TTC5",31.3647,6.9929,0.0671,"GM12878"
"25680","chr14",20305159,20306244,"TTC5",3.4664,100,0.106,"GM12878"
"25681","chr14",20683106,20684802,"TTC5",29.2539,6.3282,0.0566,"GM12878"
"25682","chr14",20412877,20414193,"TTC5",12.8165,7.1928,0.0282,"GM12878"
"25683","chr14",20613066,20614078,"TTC5",8.7103,7.7906,0.0207,"GM12878"
"25684","chr14",20295072,20295572,"TTC5",1.8106,42.2854,0.0234,"GM12878"
"25685","chr14",20332654,20333646,"TTC5",11.5266,16.5536,0.0583,"GM12878"
"25686","chr14",20681125,20682116,"CCNB1IP1",16.3841,8.7199,0.0223,"GM12878"
"25687","chr14",20461362,20462022,"CCNB1IP1",15.9189,16.7141,0.0416,"GM12878"
"25688","chr14",20342962,20344172,"CCNB1IP1",26.213,40.4261,0.1655,"GM12878"
"25689","chr14",20469128,20470567,"CCNB1IP1",11.9659,11.498,0.0215,"GM12878"
"25690","chr14",20327086,20328057,"CCNB1IP1",2.1254,75.2987,0.025,"GM12878"
"25691","chr14",20682291,20683067,"CCNB1IP1",13.8996,9.4426,0.0205,"GM12878"
"25692","chr14",20454238,20455399,"CCNB1IP1",31.3647,12.2231,0.0599,"GM12878"
"25693","chr14",20427103,20428534,"CCNB1IP1",11.7134,11.5719,0.0212,"GM12878"
"25694","chr14",20683106,20684802,"CCNB1IP1",29.2539,9.4432,0.0432,"GM12878"
"25695","chr14",20342434,20342934,"CCNB1IP1",3.9428,40.3805,0.0249,"GM12878"
"25696","chr14",20412877,20414193,"CCNB1IP1",12.8165,14.3689,0.0288,"GM12878"
"25697","chr14",20613066,20614078,"CCNB1IP1",8.7103,15.5363,0.0211,"GM12878"
"25698","chr14",20332654,20333646,"CCNB1IP1",11.5266,100,0.1801,"GM12878"
"25699","chr14",20461362,20462022,"RPPH1",15.9189,11.4677,0.0275,"GM12878"
"25700","chr14",20342962,20344172,"RPPH1",26.213,100,0.3943,"GM12878"
"25701","chr14",20469128,20470567,"RPPH1",11.9659,12.2202,0.022,"GM12878"
"25702","chr14",20454238,20455399,"RPPH1",31.3647,10.8973,0.0514,"GM12878"
"25703","chr14",20427103,20428534,"RPPH1",11.7134,12.5894,0.0222,"GM12878"
"25704","chr14",20683106,20684802,"RPPH1",29.2539,8.1673,0.0359,"GM12878"
"25705","chr14",20342434,20342934,"RPPH1",3.9428,100,0.0593,"GM12878"
"25706","chr14",20412877,20414193,"RPPH1",12.8165,15.3325,0.0296,"GM12878"
"25707","chr14",20332654,20333646,"RPPH1",11.5266,32.1854,0.0558,"GM12878"
"25708","chr14",20461362,20462022,"PARP2",15.9189,11.4674,0.0275,"GM12878"
"25709","chr14",20342962,20344172,"PARP2",26.213,100,0.3943,"GM12878"
"25710","chr14",20469128,20470567,"PARP2",11.9659,12.2199,0.022,"GM12878"
