"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"82132","chr7",149058,149967,"LOC102723672",8.8851,100,0.5541,"GM12878"
"82133","chr7",143928,144428,"LOC102723672",0.7079,100,0.0441,"GM12878"
"82134","chr7",149058,149967,"LOC100507642",8.8851,100,0.5541,"GM12878"
"82135","chr7",143928,144428,"LOC100507642",0.7079,100,0.0441,"GM12878"
"82136","chr7",522212,523089,"PDGFA",1.3295,100,0.0642,"GM12878"
"82137","chr7",593301,593894,"PDGFA",3.1526,17.5292,0.0267,"GM12878"
"82138","chr7",604316,604816,"PDGFA",8.7031,16.7499,0.0704,"GM12878"
"82139","chr7",519594,520640,"PDGFA",1.5196,44.4599,0.0326,"GM12878"
"82140","chr7",531691,532704,"PDGFA",0.9451,48.7035,0.0222,"GM12878"
"82141","chr7",602410,603094,"PDGFA",7.1988,16.7435,0.0582,"GM12878"
"82142","chr7",521677,522177,"PDGFA",0.8012,100,0.0387,"GM12878"
"82143","chr7",922970,923671,"PDGFA",12.0819,4.1847,0.0244,"GM12878"
"82144","chr7",831607,832597,"PDGFA",10.0325,5.4622,0.0265,"GM12878"
"82145","chr7",585314,586217,"PDGFA",2.548,20.8902,0.0257,"GM12878"
"82146","chr7",601445,602271,"PDGFA",7.5435,16.7403,0.061,"GM12878"
"82147","chr7",603272,603772,"PDGFA",3.141,16.7462,0.0254,"GM12878"
"82148","chr7",522212,523089,"HRAT92",1.3295,100,0.0642,"GM12878"
"82149","chr7",593301,593894,"HRAT92",3.1526,17.5269,0.0267,"GM12878"
"82150","chr7",604316,604816,"HRAT92",8.7031,16.748,0.0704,"GM12878"
"82151","chr7",519594,520640,"HRAT92",1.5196,44.4599,0.0326,"GM12878"
"82152","chr7",531691,532704,"HRAT92",0.9451,48.674,0.0222,"GM12878"
"82153","chr7",602410,603094,"HRAT92",7.1988,16.7415,0.0582,"GM12878"
"82154","chr7",521677,522177,"HRAT92",0.8012,100,0.0387,"GM12878"
"82155","chr7",922970,923671,"HRAT92",12.0819,4.1846,0.0244,"GM12878"
"82156","chr7",831607,832597,"HRAT92",10.0325,5.462,0.0265,"GM12878"
"82157","chr7",585314,586217,"HRAT92",2.548,20.8872,0.0257,"GM12878"
"82158","chr7",601445,602271,"HRAT92",7.5435,16.7383,0.061,"GM12878"
"82159","chr7",603272,603772,"HRAT92",3.141,16.7443,0.0254,"GM12878"
"82160","chr7",727374,727926,"PRKAR1B",2.1439,100,0.0865,"GM12878"
"82161","chr7",604316,604816,"PRKAR1B",8.7031,10.5365,0.037,"GM12878"
"82162","chr7",726396,726950,"PRKAR1B",4.4427,100,0.1793,"GM12878"
"82163","chr7",602410,603094,"PRKAR1B",7.1988,10.5393,0.0306,"GM12878"
"82164","chr7",734917,735659,"PRKAR1B",0.6175,100,0.0249,"GM12878"
"82165","chr7",725543,726043,"PRKAR1B",1.2367,100,0.0499,"GM12878"
"82166","chr7",831607,832597,"PRKAR1B",10.0325,9.2394,0.0374,"GM12878"
"82167","chr7",601445,602271,"PRKAR1B",7.5435,10.5406,0.0321,"GM12878"
"82168","chr7",593301,593894,"LOC101926963",3.1526,32.0336,0.0235,"GM12878"
"82169","chr7",604316,604816,"LOC101926963",8.7031,100,0.2027,"GM12878"
"82170","chr7",602410,603094,"LOC101926963",7.1988,100,0.1676,"GM12878"
"82171","chr7",601445,602271,"LOC101926963",7.5435,100,0.1757,"GM12878"
"82172","chr7",603272,603772,"LOC101926963",3.141,100,0.0731,"GM12878"
"82173","chr7",727374,727926,"DNAAF5",2.1439,100,0.0865,"GM12878"
"82174","chr7",604316,604816,"DNAAF5",8.7031,10.5351,0.037,"GM12878"
"82175","chr7",726396,726950,"DNAAF5",4.4427,100,0.1793,"GM12878"
"82176","chr7",602410,603094,"DNAAF5",7.1988,10.5378,0.0306,"GM12878"
"82177","chr7",734917,735659,"DNAAF5",0.6175,100,0.0249,"GM12878"
"82178","chr7",725543,726043,"DNAAF5",1.2367,100,0.0499,"GM12878"
"82179","chr7",831607,832597,"DNAAF5",10.0325,9.2409,0.0374,"GM12878"
"82180","chr7",601445,602271,"DNAAF5",7.5435,10.5391,0.0321,"GM12878"
"82181","chr7",820427,820927,"SUN1",1.2302,100,0.037,"GM12878"
"82182","chr7",876082,876974,"SUN1",5.6289,20.8697,0.0354,"GM12878"
"82183","chr7",812662,813628,"SUN1",3.0096,86.6724,0.0785,"GM12878"
"82184","chr7",817295,817875,"SUN1",2.2149,100,0.0667,"GM12878"
"82185","chr7",816298,816864,"SUN1",1.9003,100,0.0572,"GM12878"
"82186","chr7",818234,819004,"SUN1",1.6442,100,0.0495,"GM12878"
"82187","chr7",831607,832597,"SUN1",10.0325,48.2276,0.1456,"GM12878"
"82188","chr7",1159824,1160623,"GET4",10.3954,6.1545,0.022,"GM12878"
"82189","chr7",873140,873765,"GET4",2.0294,69.7746,0.0486,"GM12878"
"82190","chr7",876082,876974,"GET4",5.6289,100,0.1932,"GM12878"
"82191","chr7",1103071,1103746,"GET4",10.8706,6.6392,0.0248,"GM12878"
"82192","chr7",949534,950749,"GET4",6.0687,12.9698,0.027,"GM12878"
"82193","chr7",922970,923671,"GET4",12.0819,10.1619,0.0421,"GM12878"
"82194","chr7",831607,832597,"GET4",10.0325,13.5085,0.0465,"GM12878"
"82195","chr7",936320,936924,"GET4",8.1075,8.7912,0.0245,"GM12878"
"82196","chr7",924619,925119,"ADAP1",5.3632,20.9738,0.0344,"GM12878"
"82197","chr7",940557,941489,"ADAP1",1.8414,64.5893,0.0363,"GM12878"
"82198","chr7",974809,975309,"ADAP1",3.8678,17.7108,0.0209,"GM12878"
"82199","chr7",909819,910787,"ADAP1",3.832,17.7737,0.0208,"GM12878"
"82200","chr7",929987,930487,"ADAP1",4.3301,32.0733,0.0424,"GM12878"
"82201","chr7",949534,950749,"ADAP1",6.0687,100,0.1854,"GM12878"
"82202","chr7",922970,923671,"ADAP1",12.0819,20.9966,0.0775,"GM12878"
"82203","chr7",936320,936924,"ADAP1",8.1075,42.9714,0.1064,"GM12878"
"82204","chr7",924619,925119,"COX19",5.3632,18.6108,0.0252,"GM12878"
"82205","chr7",975335,975849,"COX19",3.4527,100,0.0873,"GM12878"
"82206","chr7",974809,975309,"COX19",3.8678,46.8018,0.0458,"GM12878"
"82207","chr7",1159824,1160623,"COX19",10.3954,10.3326,0.0272,"GM12878"
"82208","chr7",1024281,1024781,"COX19",8.6583,15.7719,0.0345,"GM12878"
"82209","chr7",1103071,1103746,"COX19",10.8706,10.9434,0.0301,"GM12878"
"82210","chr7",1028780,1029280,"COX19",4.8447,17.401,0.0213,"GM12878"
"82211","chr7",1027975,1028666,"COX19",7.6906,17.397,0.0338,"GM12878"
"82212","chr7",977695,978195,"COX19",2.1473,100,0.0543,"GM12878"
"82213","chr7",949534,950749,"COX19",6.0687,17.6717,0.0271,"GM12878"
"82214","chr7",922970,923671,"COX19",12.0819,18.6203,0.0569,"GM12878"
"82215","chr7",1062191,1062691,"COX19",6.6238,15.7287,0.0263,"GM12878"
"82216","chr7",999752,1001108,"COX19",4.5008,17.7512,0.0202,"GM12878"
"82217","chr7",936320,936924,"COX19",8.1075,16.3855,0.0336,"GM12878"
"82218","chr7",1105232,1105732,"C7orf50",4.1844,35.141,0.0359,"GM12878"
"82219","chr7",1043836,1044573,"C7orf50",6.3449,12.9369,0.0201,"GM12878"
"82220","chr7",1159824,1160623,"C7orf50",10.3954,37.3049,0.0948,"GM12878"
"82221","chr7",1024281,1024781,"C7orf50",8.6583,12.9585,0.0274,"GM12878"
"82222","chr7",1140405,1140905,"C7orf50",1.9371,79.5298,0.0376,"GM12878"
"82223","chr7",1103071,1103746,"C7orf50",10.8706,28.2984,0.0752,"GM12878"
"82224","chr7",1086205,1087335,"C7orf50",6.2844,24.193,0.0372,"GM12878"
"82225","chr7",1169779,1170612,"C7orf50",4.085,24.5746,0.0245,"GM12878"
"82226","chr7",1027975,1028666,"C7orf50",7.6906,13.5533,0.0255,"GM12878"
"82227","chr7",922970,923671,"C7orf50",12.0819,8.107,0.0239,"GM12878"
"82228","chr7",1138007,1138586,"C7orf50",5.4054,100,0.1321,"GM12878"
"82229","chr7",1022992,1023492,"GPR146",4.2885,19.3106,0.0281,"GM12878"
"82230","chr7",1060313,1060813,"GPR146",2.1835,33.947,0.0252,"GM12878"
"82231","chr7",1025997,1026497,"GPR146",3.0725,24.7409,0.0258,"GM12878"
"82232","chr7",1043836,1044573,"GPR146",6.3449,36.1155,0.0779,"GM12878"
"82233","chr7",1159824,1160623,"GPR146",10.3954,10.1456,0.0358,"GM12878"
"82234","chr7",1024281,1024781,"GPR146",8.6583,19.2978,0.0568,"GM12878"
"82235","chr7",1103071,1103746,"GPR146",10.8706,9.0528,0.0334,"GM12878"
"82236","chr7",1086205,1087335,"GPR146",6.2844,11.8778,0.0254,"GM12878"
"82237","chr7",1028780,1029280,"GPR146",4.8447,24.7013,0.0407,"GM12878"
"82238","chr7",1027975,1028666,"GPR146",7.6906,24.7117,0.0646,"GM12878"
"82239","chr7",922970,923671,"GPR146",12.0819,5.4043,0.0222,"GM12878"
"82240","chr7",1062191,1062691,"GPR146",6.6238,34.0548,0.0767,"GM12878"
"82241","chr7",999752,1001108,"GPR146",4.5008,19.4832,0.0298,"GM12878"
"82242","chr7",1105232,1105732,"GPER1",4.1844,30.1285,0.0313,"GM12878"
"82243","chr7",1043836,1044573,"GPER1",6.3449,18.2807,0.0288,"GM12878"
"82244","chr7",1159824,1160623,"GPER1",10.3954,19.7638,0.051,"GM12878"
"82245","chr7",1024281,1024781,"GPER1",8.6583,14.9552,0.0321,"GM12878"
"82246","chr7",1103071,1103746,"GPER1",10.8706,34.228,0.0924,"GM12878"
"82247","chr7",1086205,1087335,"GPER1",6.2844,100,0.156,"GM12878"
"82248","chr7",1028780,1029280,"GPER1",4.8447,17.6742,0.0213,"GM12878"
"82249","chr7",1027975,1028666,"GPER1",7.6906,17.6779,0.0337,"GM12878"
"82250","chr7",922970,923671,"GPER1",12.0819,7.1633,0.0215,"GM12878"
"82251","chr7",1062191,1062691,"GPER1",6.6238,19.0567,0.0313,"GM12878"
"82252","chr7",999752,1001108,"GPER1",4.5008,18.5851,0.0208,"GM12878"
"82253","chr7",1138007,1138586,"GPER1",5.4054,24.362,0.0327,"GM12878"
"82254","chr7",1151633,1152133,"ZFAND2A",1.3591,100,0.0317,"GM12878"
"82255","chr7",1159824,1160623,"ZFAND2A",10.3954,100,0.2426,"GM12878"
"82256","chr7",1024281,1024781,"ZFAND2A",8.6583,13.9243,0.0281,"GM12878"
"82257","chr7",1140405,1140905,"ZFAND2A",1.9371,51.273,0.0232,"GM12878"
"82258","chr7",1103071,1103746,"ZFAND2A",10.8706,18.17,0.0461,"GM12878"
"82259","chr7",1086205,1087335,"ZFAND2A",6.2844,19.0951,0.028,"GM12878"
"82260","chr7",1169779,1170612,"ZFAND2A",4.085,43.5457,0.0415,"GM12878"
"82261","chr7",1027975,1028666,"ZFAND2A",7.6906,11.6305,0.0209,"GM12878"
"82262","chr7",922970,923671,"ZFAND2A",12.0819,9.0805,0.0256,"GM12878"
"82263","chr7",1138007,1138586,"ZFAND2A",5.4054,36.2811,0.0458,"GM12878"
"82264","chr7",1151633,1152133,"LOC101927021",1.3591,100,0.0317,"GM12878"
"82265","chr7",1159824,1160623,"LOC101927021",10.3954,100,0.2426,"GM12878"
"82266","chr7",1024281,1024781,"LOC101927021",8.6583,13.9246,0.0281,"GM12878"
"82267","chr7",1140405,1140905,"LOC101927021",1.9371,51.2791,0.0232,"GM12878"
"82268","chr7",1103071,1103746,"LOC101927021",10.8706,18.1708,0.0461,"GM12878"
"82269","chr7",1086205,1087335,"LOC101927021",6.2844,19.0958,0.028,"GM12878"
"82270","chr7",1169779,1170612,"LOC101927021",4.085,43.5371,0.0415,"GM12878"
"82271","chr7",1027975,1028666,"LOC101927021",7.6906,11.6308,0.0209,"GM12878"
"82272","chr7",922970,923671,"LOC101927021",12.0819,9.0806,0.0256,"GM12878"
"82273","chr7",1138007,1138586,"LOC101927021",5.4054,36.285,0.0458,"GM12878"
"82274","chr7",1508296,1508796,"INTS1",0.6761,82.5321,0.0203,"GM12878"
"82275","chr7",1505814,1506314,"INTS1",1.4052,82.0371,0.0419,"GM12878"
"82276","chr7",2353465,2355088,"INTS1",41.9149,2.5567,0.039,"GM12878"
"82277","chr7",1504132,1504885,"INTS1",3.9832,100,0.1449,"GM12878"
"82278","chr7",2236786,2237774,"INTS1",21.2379,3.5786,0.0276,"GM12878"
"82279","chr7",1569782,1570730,"INTS1",9.3448,15.8149,0.0538,"GM12878"
"82280","chr7",2299066,2300499,"INTS1",25.5525,3.4331,0.0319,"GM12878"
"82281","chr7",1506692,1507192,"INTS1",1.3364,82.2302,0.04,"GM12878"
"82282","chr7",1532532,1533276,"MAFK",2.4947,100,0.0989,"GM12878"
"82283","chr7",1530481,1530981,"MAFK",0.5645,100,0.0224,"GM12878"
