"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"50861","chr2",676633,677723,"SH3YL1",26.5015,8.7438,0.1768,"GM12878"
"50862","chr2",263847,264347,"SH3YL1",1.1916,100,0.0909,"GM12878"
"50863","chr2",3377144,3378448,"SH3YL1",17.8558,1.6318,0.0222,"GM12878"
"50864","chr2",264618,265127,"SH3YL1",6.3012,100,0.4807,"GM12878"
"50865","chr2",275385,275885,"SH3YL1",1.0858,39.909,0.0331,"GM12878"
"50866","chr2",676633,677723,"ACP1",26.5015,8.7435,0.1768,"GM12878"
"50867","chr2",263847,264347,"ACP1",1.1916,100,0.0909,"GM12878"
"50868","chr2",3377144,3378448,"ACP1",17.8558,1.6318,0.0222,"GM12878"
"50869","chr2",264618,265127,"ACP1",6.3012,100,0.4807,"GM12878"
"50870","chr2",275385,275885,"ACP1",1.0858,39.8729,0.033,"GM12878"
"50871","chr2",676633,677723,"TMEM18",26.5015,100,0.8283,"GM12878"
"50872","chr2",3377144,3378448,"TSSC1",17.8558,100,0.4385,"GM12878"
"50873","chr2",3403441,3404068,"TSSC1",3.6374,27.0007,0.0241,"GM12878"
"50874","chr2",3379298,3380121,"TSSC1",10.3076,100,0.2531,"GM12878"
"50875","chr2",3518842,3519853,"TSSC1",13.2208,7.7528,0.0252,"GM12878"
"50876","chr2",3557947,3559668,"TSSC1",27.283,10.2997,0.069,"GM12878"
"50877","chr2",3377144,3378448,"TRAPPC12",17.8558,100,0.4385,"GM12878"
"50878","chr2",3403441,3404068,"TRAPPC12",3.6374,26.9712,0.0241,"GM12878"
"50879","chr2",3379298,3380121,"TRAPPC12",10.3076,100,0.2531,"GM12878"
"50880","chr2",3518842,3519853,"TRAPPC12",13.2208,7.7511,0.0252,"GM12878"
"50881","chr2",3557947,3559668,"TRAPPC12",27.283,10.2982,0.069,"GM12878"
"50882","chr2",3377144,3378448,"ADI1",17.8558,8.0038,0.0465,"GM12878"
"50883","chr2",3563372,3564149,"ADI1",7.2493,17.6437,0.0416,"GM12878"
"50884","chr2",3650924,3652509,"ADI1",8.8364,10.2797,0.0296,"GM12878"
"50885","chr2",3574949,3575526,"ADI1",8.9538,17.219,0.0502,"GM12878"
"50886","chr2",3379298,3380121,"ADI1",10.3076,8.0019,0.0268,"GM12878"
"50887","chr2",3518842,3519853,"ADI1",13.2208,100,0.4302,"GM12878"
"50888","chr2",3557947,3559668,"ADI1",27.283,19.4582,0.1728,"GM12878"
"50889","chr2",3564252,3565020,"RNASEH1",3.0182,95.3906,0.0523,"GM12878"
"50890","chr2",3377144,3378448,"RNASEH1",17.8558,10.9715,0.0356,"GM12878"
"50891","chr2",3563372,3564149,"RNASEH1",7.2493,95.2436,0.1253,"GM12878"
"50892","chr2",3650924,3652509,"RNASEH1",8.8364,15.6749,0.0251,"GM12878"
"50893","chr2",3574949,3575526,"RNASEH1",8.9538,52.1699,0.0848,"GM12878"
"50894","chr2",3379298,3380121,"RNASEH1",10.3076,10.9698,0.0205,"GM12878"
"50895","chr2",3518842,3519853,"RNASEH1",13.2208,20.0805,0.0482,"GM12878"
"50896","chr2",3557947,3559668,"RNASEH1",27.283,100,0.4952,"GM12878"
"50897","chr2",3564252,3565020,"RNASEH1-AS1",3.0182,95.3881,0.0523,"GM12878"
"50898","chr2",3377144,3378448,"RNASEH1-AS1",17.8558,10.9715,0.0356,"GM12878"
"50899","chr2",3563372,3564149,"RNASEH1-AS1",7.2493,95.241,0.1253,"GM12878"
"50900","chr2",3650924,3652509,"RNASEH1-AS1",8.8364,15.6749,0.0251,"GM12878"
