"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"86782","chr8",272437,273385,"RPL23AP53",2.6424,5.3223,0.0321,"GM12878"
"86783","chr8",1764297,1765282,"RPL23AP53",3.5375,5.4464,0.044,"GM12878"
"86784","chr8",1762825,1764015,"RPL23AP53",3.8498,5.4466,0.0479,"GM12878"
"86785","chr8",1745586,1746086,"RPL23AP53",4.5959,2.4551,0.0258,"GM12878"
"86786","chr8",730989,731529,"RPL23AP53",4.8522,3.4292,0.038,"GM12878"
"86787","chr8",1746100,1746600,"RPL23AP53",4.7562,2.455,0.0267,"GM12878"
"86788","chr8",231886,232627,"RPL23AP53",2.2848,100,0.522,"GM12878"
"86789","chr8",2654062,2655364,"RPL23AP53",12.15,0.9231,0.0256,"GM12878"
"86790","chr8",1766696,1767592,"RPL23AP53",4.6294,3.2772,0.0347,"GM12878"
"86791","chr8",272437,273385,"ZNF596",2.6424,5.3227,0.0321,"GM12878"
"86792","chr8",1764297,1765282,"ZNF596",3.5375,5.4464,0.044,"GM12878"
"86793","chr8",1762825,1764015,"ZNF596",3.8498,5.4466,0.0479,"GM12878"
"86794","chr8",1745586,1746086,"ZNF596",4.5959,2.4551,0.0258,"GM12878"
"86795","chr8",730989,731529,"ZNF596",4.8522,3.4292,0.038,"GM12878"
"86796","chr8",1746100,1746600,"ZNF596",4.7562,2.455,0.0267,"GM12878"
"86797","chr8",231886,232627,"ZNF596",2.2848,100,0.522,"GM12878"
"86798","chr8",2654062,2655364,"ZNF596",12.15,0.9231,0.0256,"GM12878"
"86799","chr8",1766696,1767592,"ZNF596",4.6294,3.2771,0.0347,"GM12878"
"86800","chr8",272437,273385,"FBXO25",2.6424,6.8897,0.0354,"GM12878"
"86801","chr8",404547,405047,"FBXO25",1.8772,86.1759,0.3148,"GM12878"
"86802","chr8",1764297,1765282,"FBXO25",3.5375,4.8531,0.0334,"GM12878"
"86803","chr8",1762825,1764015,"FBXO25",3.8498,4.8534,0.0364,"GM12878"
"86804","chr8",1479349,1480602,"FBXO25",11.4072,0.9191,0.0204,"GM12878"
"86805","chr8",291101,291934,"FBXO25",1.4784,9.6092,0.0276,"GM12878"
"86806","chr8",730989,731529,"FBXO25",4.8522,3.7947,0.0358,"GM12878"
"86807","chr8",1746100,1746600,"FBXO25",4.7562,2.2283,0.0206,"GM12878"
"86808","chr8",231886,232627,"FBXO25",2.2848,4.6212,0.0205,"GM12878"
"86809","chr8",663380,664334,"FBXO25",2.8933,4.4155,0.0249,"GM12878"
"86810","chr8",406557,407160,"FBXO25",1.0975,100,0.2136,"GM12878"
"86811","chr8",726894,727394,"ERICH1",0.4299,68.1166,0.0309,"GM12878"
"86812","chr8",688130,688630,"ERICH1",1.739,19.0631,0.035,"GM12878"
"86813","chr8",1479349,1480602,"ERICH1",11.4072,2.3128,0.0278,"GM12878"
"86814","chr8",1745586,1746086,"ERICH1",4.5959,4.1385,0.0201,"GM12878"
"86815","chr8",730989,731529,"ERICH1",4.8522,100,0.5119,"GM12878"
"86816","chr8",1746100,1746600,"ERICH1",4.7562,4.1383,0.0208,"GM12878"
"86817","chr8",663380,664334,"ERICH1",2.8933,13.0282,0.0398,"GM12878"
"86818","chr8",1766696,1767592,"ERICH1",4.6294,4.8334,0.0236,"GM12878"
"86819","chr8",721430,721930,"ERICH1",0.849,32.6845,0.0293,"GM12878"
"86820","chr8",1764297,1765282,"LOC101927752",3.5375,100,0.1805,"GM12878"
"86821","chr8",1762825,1764015,"LOC101927752",3.8498,100,0.1965,"GM12878"
"86822","chr8",1745586,1746086,"LOC101927752",4.5959,28.2801,0.0663,"GM12878"
"86823","chr8",1746100,1746600,"LOC101927752",4.7562,28.2677,0.0686,"GM12878"
"86824","chr8",1766696,1767592,"LOC101927752",4.6294,87.2163,0.2061,"GM12878"
"86825","chr8",1764297,1765282,"CLN8",3.5375,100,0.1806,"GM12878"
"86826","chr8",1762825,1764015,"CLN8",3.8498,100,0.1965,"GM12878"
"86827","chr8",1745586,1746086,"CLN8",4.5959,28.2887,0.0664,"GM12878"
"86828","chr8",1746100,1746600,"CLN8",4.7562,28.2766,0.0686,"GM12878"
"86829","chr8",1766696,1767592,"CLN8",4.6294,87.1453,0.2059,"GM12878"
"86830","chr8",2729048,2729672,"LOC101927815",1.2002,100,0.0741,"GM12878"
"86831","chr8",2719391,2720133,"LOC101927815",1.1584,44.7386,0.032,"GM12878"
"86832","chr8",6707959,6709566,"LOC101927815",30.3507,1.2972,0.0243,"GM12878"
"86833","chr8",2717546,2718329,"LOC101927815",2.0833,44.8448,0.0577,"GM12878"
"86834","chr8",2727099,2727599,"LOC101927815",1.2635,93.8092,0.0731,"GM12878"
"86835","chr8",2725807,2726308,"LOC101927815",0.867,94.1529,0.0504,"GM12878"
"86836","chr8",2733542,2734045,"LOC101927815",1.9699,100,0.1216,"GM12878"
"86837","chr8",2699203,2699989,"LOC101927815",4.6697,21.6161,0.0623,"GM12878"
"86838","chr8",2727857,2728866,"LOC101927815",1.8226,100,0.1125,"GM12878"
"86839","chr8",2732681,2733181,"LOC101927815",0.7055,100,0.0435,"GM12878"
"86840","chr8",2654062,2655364,"LOC101927815",12.15,15.2841,0.1146,"GM12878"
"86841","chr8",6407202,6407955,"LOC100287015",4.7679,73.1659,0.0897,"GM12878"
"86842","chr8",6406298,6406841,"LOC100287015",6.1042,100,0.157,"GM12878"
"86843","chr8",6747772,6748906,"LOC100287015",17.9026,10.1852,0.0469,"GM12878"
"86844","chr8",6736337,6737494,"LOC100287015",17.5662,7.6305,0.0345,"GM12878"
"86845","chr8",6740549,6741578,"LOC100287015",14.1975,7.7309,0.0282,"GM12878"
"86846","chr8",6416213,6416713,"LOC100287015",3.5389,42.6068,0.0388,"GM12878"
"86847","chr8",6746064,6747138,"LOC100287015",23.0239,8.6228,0.0511,"GM12878"
"86848","chr8",6707959,6709566,"LOC100287015",30.3507,7.6874,0.06,"GM12878"
"86849","chr8",6405435,6405935,"LOC100287015",1.8962,100,0.0488,"GM12878"
"86850","chr8",6426230,6426730,"LOC100287015",4.8033,17.8249,0.022,"GM12878"
"86851","chr8",6428744,6429244,"LOC100287015",7.7548,15.5932,0.0311,"GM12878"
"86852","chr8",6428213,6428713,"LOC100287015",5.2564,15.5875,0.0211,"GM12878"
"86853","chr8",6417185,6418367,"LOC100287015",18.2696,24.4318,0.1148,"GM12878"
"86854","chr8",6732366,6733671,"LOC100287015",12.9374,7.6289,0.0254,"GM12878"
"86855","chr8",6407202,6407955,"MCPH1",4.7679,73.156,0.0897,"GM12878"
"86856","chr8",6406298,6406841,"MCPH1",6.1042,100,0.157,"GM12878"
"86857","chr8",6747772,6748906,"MCPH1",17.9026,10.1852,0.0469,"GM12878"
"86858","chr8",6736337,6737494,"MCPH1",17.5662,7.6305,0.0345,"GM12878"
"86859","chr8",6740549,6741578,"MCPH1",14.1975,7.7309,0.0282,"GM12878"
"86860","chr8",6416213,6416713,"MCPH1",3.5389,42.6044,0.0388,"GM12878"
"86861","chr8",6746064,6747138,"MCPH1",23.0239,8.6228,0.0511,"GM12878"
"86862","chr8",6707959,6709566,"MCPH1",30.3507,7.6873,0.06,"GM12878"
"86863","chr8",6405435,6405935,"MCPH1",1.8962,100,0.0488,"GM12878"
"86864","chr8",6426230,6426730,"MCPH1",4.8033,17.8244,0.022,"GM12878"
"86865","chr8",6428744,6429244,"MCPH1",7.7548,15.5927,0.0311,"GM12878"
"86866","chr8",6428213,6428713,"MCPH1",5.2564,15.587,0.0211,"GM12878"
"86867","chr8",6417185,6418367,"MCPH1",18.2696,24.4306,0.1148,"GM12878"
"86868","chr8",6732366,6733671,"MCPH1",12.9374,7.6288,0.0254,"GM12878"
"86869","chr8",6720307,6721176,"MCPH1-AS1",4.1301,74.5406,0.0291,"GM12878"
"86870","chr8",6747772,6748906,"MCPH1-AS1",17.9026,31.8476,0.054,"GM12878"
"86871","chr8",6736337,6737494,"MCPH1-AS1",17.5662,42.7862,0.0711,"GM12878"
"86872","chr8",6711509,6712009,"MCPH1-AS1",2.2541,100,0.0213,"GM12878"
"86873","chr8",6731697,6732197,"MCPH1-AS1",5.7956,49.6942,0.0273,"GM12878"
"86874","chr8",6740549,6741578,"MCPH1-AS1",14.1975,42.1161,0.0566,"GM12878"
"86875","chr8",6746064,6747138,"MCPH1-AS1",23.0239,33.3859,0.0727,"GM12878"
"86876","chr8",6707959,6709566,"MCPH1-AS1",30.3507,100,0.2872,"GM12878"
