"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"24155","chr13",19863386,19863899,"MPHOSPH8",9.4891,6.4493,0.0237,"GM12878"
"24156","chr13",19632949,19634664,"MPHOSPH8",12.2268,100,0.4732,"GM12878"
"24157","chr13",19586514,19588087,"MPHOSPH8",11.7761,15.9444,0.0727,"GM12878"
"24158","chr13",19782616,19783290,"MPHOSPH8",10.0948,6.8802,0.0269,"GM12878"
"24159","chr13",19864128,19864628,"MPHOSPH8",8.0517,6.4497,0.0201,"GM12878"
"24160","chr13",19567784,19568986,"MPHOSPH8",5.8728,13.3469,0.0303,"GM12878"
"24161","chr13",19601671,19602171,"MPHOSPH8",3.4935,27.3052,0.0369,"GM12878"
"24162","chr13",19862254,19862902,"PSPC1",4.467,19.9384,0.034,"GM12878"
"24163","chr13",19863386,19863899,"PSPC1",9.4891,19.943,0.0722,"GM12878"
"24164","chr13",19632949,19634664,"PSPC1",12.2268,6.7911,0.0317,"GM12878"
"24165","chr13",19781441,19781941,"PSPC1",1.6428,100,0.0627,"GM12878"
"24166","chr13",19782616,19783290,"PSPC1",10.0948,100,0.385,"GM12878"
"24167","chr13",19864683,19865183,"PSPC1",4.2391,19.9486,0.0323,"GM12878"
"24168","chr13",19864128,19864628,"PSPC1",8.0517,19.9462,0.0613,"GM12878"
"24169","chr13",19776006,19776506,"PSPC1",0.8208,91.8689,0.0288,"GM12878"
"24170","chr13",19862254,19862902,"ZMYM5",4.467,100,0.113,"GM12878"
"24171","chr13",19863386,19863899,"ZMYM5",9.4891,100,0.2401,"GM12878"
"24172","chr13",19782616,19783290,"ZMYM5",10.0948,18.6625,0.0477,"GM12878"
"24173","chr13",19861184,19861684,"ZMYM5",1.3116,100,0.0332,"GM12878"
"24174","chr13",19864683,19865183,"ZMYM5",4.2391,100,0.1072,"GM12878"
"24175","chr13",19864128,19864628,"ZMYM5",8.0517,100,0.2037,"GM12878"
"24176","chr13",19959747,19960514,"ZMYM5",5.2757,15.6048,0.0208,"GM12878"
"24177","chr13",19958376,19958919,"ZMYM2",4.8515,100,0.211,"GM12878"
"24178","chr13",19863386,19863899,"ZMYM2",9.4891,8.5747,0.0354,"GM12878"
"24179","chr13",19960546,19961046,"ZMYM2",1.3324,100,0.058,"GM12878"
"24180","chr13",19984372,19985554,"ZMYM2",4.5891,12.8392,0.0256,"GM12878"
"24181","chr13",19957162,19957662,"ZMYM2",3.9241,100,0.1707,"GM12878"
"24182","chr13",19864128,19864628,"ZMYM2",8.0517,8.5736,0.03,"GM12878"
"24183","chr13",19959747,19960514,"ZMYM2",5.2757,100,0.2295,"GM12878"
"24184","chr13",20566418,20567420,"CRYL1",5.276,14.7311,0.0406,"GM12878"
"24185","chr13",20772971,20774208,"CRYL1",16.3551,7.7827,0.0665,"GM12878"
"24186","chr13",20525623,20526704,"CRYL1",5.3395,100,0.2791,"GM12878"
"24187","chr13",21139804,21140763,"CRYL1",17.0527,2.2744,0.0203,"GM12878"
"24188","chr13",20528388,20528968,"CRYL1",2.2836,100,0.1194,"GM12878"
"24189","chr13",20525089,20525589,"CRYL1",1.6713,48.1901,0.0421,"GM12878"
"24190","chr13",20901809,20903436,"CRYL1",9.0664,4.5699,0.0217,"GM12878"
"24191","chr13",20566418,20567420,"IFT88",5.276,100,0.28,"GM12878"
"24192","chr13",20772971,20774208,"IFT88",16.3551,8.4796,0.0736,"GM12878"
"24193","chr13",20525623,20526704,"IFT88",5.3395,22.4359,0.0636,"GM12878"
"24194","chr13",21139804,21140763,"IFT88",17.0527,4.2568,0.0385,"GM12878"
"24195","chr13",20528388,20528968,"IFT88",2.2836,22.4121,0.0272,"GM12878"
"24196","chr13",20419512,20420360,"IFT88",6.1067,6.7638,0.0219,"GM12878"
"24197","chr13",20901809,20903436,"IFT88",9.0664,5.4865,0.0264,"GM12878"
"24198","chr13",20772971,20774208,"EEF1AKMT1",16.3551,100,0.582,"GM12878"
"24199","chr13",21139804,21140763,"EEF1AKMT1",17.0527,4.1338,0.0251,"GM12878"
"24200","chr13",20901809,20903436,"EEF1AKMT1",9.0664,10.3612,0.0334,"GM12878"
"24201","chr13",20772971,20774208,"XPO4",16.3551,9.5685,0.069,"GM12878"
"24202","chr13",21139804,21140763,"XPO4",17.0527,6.1697,0.0464,"GM12878"
"24203","chr13",20899820,20900320,"XPO4",0.8496,75.4755,0.0283,"GM12878"
"24204","chr13",21175688,21177248,"XPO4",16.3494,5.7174,0.0412,"GM12878"
"24205","chr13",20901809,20903436,"XPO4",9.0664,100,0.3998,"GM12878"
"24206","chr13",20772971,20774208,"LATS2",16.3551,3.7493,0.0337,"GM12878"
"24207","chr13",21074907,21075407,"LATS2",0.6502,64.8151,0.0232,"GM12878"
"24208","chr13",21139804,21140763,"LATS2",17.0527,16.6773,0.1563,"GM12878"
"24209","chr13",21061333,21061949,"LATS2",2.6968,100,0.1482,"GM12878"
"24210","chr13",21175688,21177248,"LATS2",16.3494,10.0994,0.0907,"GM12878"
"24211","chr13",20901809,20903436,"LATS2",9.0664,6.0964,0.0304,"GM12878"
"24212","chr13",21139804,21140763,"SAP18",17.0527,100,0.5537,"GM12878"
"24213","chr13",21175688,21177248,"SAP18",16.3494,19.4281,0.1031,"GM12878"
"24214","chr13",21139804,21140763,"SKA3",17.0527,22.4018,0.1233,"GM12878"
"24215","chr13",21458234,21459764,"SKA3",7.3087,8.5088,0.0201,"GM12878"
"24216","chr13",21175688,21177248,"SKA3",16.3494,100,0.5278,"GM12878"
"24217","chr13",21139804,21140763,"MRPL57",17.0527,22.398,0.1233,"GM12878"
"24218","chr13",21458234,21459764,"MRPL57",7.3087,8.509,0.0201,"GM12878"
"24219","chr13",21175688,21177248,"MRPL57",16.3494,100,0.5279,"GM12878"
"24220","chr13",21603292,21604493,"LINC00539",16.4081,2.1388,0.0247,"GM12878"
"24221","chr13",21297082,21298379,"LINC00539",4.237,13.4047,0.04,"GM12878"
"24222","chr13",21435814,21436314,"LINC00539",3.7081,8.8042,0.023,"GM12878"
"24223","chr13",21139804,21140763,"LINC00539",17.0527,4.4222,0.0531,"GM12878"
"24224","chr13",22114579,22115439,"LINC00539",19.6337,1.5058,0.0208,"GM12878"
"24225","chr13",21458234,21459764,"LINC00539",7.3087,8.4114,0.0433,"GM12878"
"24226","chr13",21476612,21477436,"LINC00539",2.6335,10.8969,0.0202,"GM12878"
"24227","chr13",21344312,21345247,"LINC00539",2.3043,100,0.1622,"GM12878"
"24228","chr13",21330089,21331159,"LINC00539",3.4612,28.1652,0.0686,"GM12878"
"24229","chr13",21328849,21329514,"LINC00539",1.2205,28.2038,0.0242,"GM12878"
"24230","chr13",21175688,21177248,"LINC00539",16.3494,3.1728,0.0365,"GM12878"
"24231","chr13",21436365,21436865,"ZDHHC20",1.9765,31.2644,0.0296,"GM12878"
"24232","chr13",21603292,21604493,"ZDHHC20",16.4081,3.8858,0.0306,"GM12878"
"24233","chr13",21297082,21298379,"ZDHHC20",4.237,16.4893,0.0335,"GM12878"
"24234","chr13",21435814,21436314,"ZDHHC20",3.7081,31.276,0.0556,"GM12878"
"24235","chr13",21139804,21140763,"ZDHHC20",17.0527,4.2179,0.0345,"GM12878"
"24236","chr13",21458234,21459764,"ZDHHC20",7.3087,100,0.3503,"GM12878"
"24237","chr13",21175688,21177248,"ZDHHC20",16.3494,6.8749,0.0539,"GM12878"
"24238","chr13",21594775,21595943,"MICU2",4.1236,60.3775,0.0669,"GM12878"
"24239","chr13",21603292,21604493,"MICU2",16.4081,100,0.4409,"GM12878"
"24240","chr13",21139804,21140763,"MICU2",17.0527,4.4475,0.0204,"GM12878"
"24241","chr13",22114579,22115439,"MICU2",19.6337,7.3692,0.0389,"GM12878"
"24242","chr13",22061306,22062554,"MICU2",14.3527,7.386,0.0285,"GM12878"
"24243","chr13",21596039,21596539,"MICU2",0.8522,100,0.0229,"GM12878"
"24244","chr13",23378147,23378647,"SACS",2.069,59.6651,0.0473,"GM12878"
"24245","chr13",23570038,23571399,"SACS",9.8967,5.5827,0.0212,"GM12878"
"24246","chr13",23375273,23375903,"SACS",4.4238,100,0.1695,"GM12878"
"24247","chr13",23466113,23467470,"SACS",7.0303,7.5228,0.0203,"GM12878"
"24248","chr13",23806587,23808666,"SACS",15.0186,4.3034,0.0248,"GM12878"
"24249","chr13",23560645,23562149,"SACS",20.8018,3.9023,0.0311,"GM12878"
"24250","chr13",23384069,23384569,"SACS",2.594,27.81,0.0276,"GM12878"
"24251","chr13",23372220,23372936,"SACS",1.7874,100,0.0685,"GM12878"
"24252","chr13",23574404,23575636,"TNFRSF19",5.1568,98.3163,0.0753,"GM12878"
"24253","chr13",23570038,23571399,"TNFRSF19",9.8967,100,0.1469,"GM12878"
"24254","chr13",23560117,23560617,"TNFRSF19",3.7968,38.5615,0.0217,"GM12878"
"24255","chr13",23572701,23573201,"TNFRSF19",2.3837,97.8652,0.0346,"GM12878"
"24256","chr13",23560645,23562149,"TNFRSF19",20.8018,100,0.3088,"GM12878"
"24257","chr13",23578400,23579537,"TNFRSF19",8.049,42.9938,0.0514,"GM12878"
"24258","chr13",23567842,23568504,"TNFRSF19",1.6361,100,0.0243,"GM12878"
"24259","chr13",23570038,23571399,"MIPEP",9.8967,13.4592,0.0297,"GM12878"
"24260","chr13",23848250,23849429,"MIPEP",5.6769,17.0966,0.0217,"GM12878"
"24261","chr13",23889174,23890511,"MIPEP",6.6633,100,0.1487,"GM12878"
"24262","chr13",23466113,23467470,"MIPEP",7.0303,16.608,0.0261,"GM12878"
"24263","chr13",23776175,23777783,"MIPEP",12.1018,10.7959,0.0292,"GM12878"
"24264","chr13",23806587,23808666,"MIPEP",15.0186,9.9329,0.0333,"GM12878"
"24265","chr13",23870747,23871937,"MIPEP",3.3052,34.0057,0.0251,"GM12878"
"24266","chr13",23560645,23562149,"MIPEP",20.8018,8.1876,0.038,"GM12878"
"24267","chr13",23578400,23579537,"MIPEP",8.049,16.307,0.0293,"GM12878"
"24268","chr13",23888328,23888828,"MIPEP",2.1184,100,0.0473,"GM12878"
"24269","chr13",23570038,23571399,"PCOTH",9.8967,13.4591,0.0297,"GM12878"
"24270","chr13",23848250,23849429,"PCOTH",5.6769,17.0965,0.0217,"GM12878"
"24271","chr13",23889174,23890511,"PCOTH",6.6633,100,0.1487,"GM12878"
"24272","chr13",23466113,23467470,"PCOTH",7.0303,16.608,0.0261,"GM12878"
"24273","chr13",23776175,23777783,"PCOTH",12.1018,10.7959,0.0292,"GM12878"
"24274","chr13",23806587,23808666,"PCOTH",15.0186,9.9329,0.0333,"GM12878"
"24275","chr13",23870747,23871937,"PCOTH",3.3052,34.0054,0.0251,"GM12878"
"24276","chr13",23560645,23562149,"PCOTH",20.8018,8.1876,0.038,"GM12878"
"24277","chr13",23578400,23579537,"PCOTH",8.049,16.307,0.0293,"GM12878"
"24278","chr13",23888328,23888828,"PCOTH",2.1184,100,0.0473,"GM12878"
"24279","chr13",24922639,24923687,"SPATA13",28.2887,2.886,0.0236,"GM12878"
"24280","chr13",24510996,24513078,"SPATA13",18.6725,4.4008,0.0237,"GM12878"
"24281","chr13",24270293,24271536,"SPATA13",9.4336,61.9266,0.1686,"GM12878"
"24282","chr13",24274328,24275267,"SPATA13",11.5953,62.584,0.2094,"GM12878"
"24283","chr13",24267171,24267671,"SPATA13",2.4993,100,0.0721,"GM12878"
"24284","chr13",24271625,24272125,"SPATA13",6.0905,62.1255,0.1092,"GM12878"
"24285","chr13",24922639,24923687,"PARP4",28.2887,8.729,0.0683,"GM12878"
"24286","chr13",24510996,24513078,"PARP4",18.6725,100,0.5166,"GM12878"
"24287","chr13",24274328,24275267,"PARP4",11.5953,7.0124,0.0225,"GM12878"
"24288","chr13",24922639,24923687,"CENPJ",28.2887,100,0.6937,"GM12878"
"24289","chr13",24510996,24513078,"CENPJ",18.6725,6.1664,0.0282,"GM12878"
"24290","chr13",24922639,24923687,"PABPC3",28.2887,2.1839,0.0514,"GM12878"
"24291","chr13",24510996,24513078,"PABPC3",18.6725,1.9577,0.0304,"GM12878"
