"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"36725","chr17",996397,997223,"LINC02091",12.6896,2.746,0.0352,"GM12878"
"36726","chr17",185494,186235,"LINC02091",1.1325,100,0.1143,"GM12878"
"36727","chr17",189240,189910,"LINC02091",0.7579,100,0.0765,"GM12878"
"36728","chr17",187001,187501,"LINC02091",0.2633,100,0.0266,"GM12878"
"36729","chr17",409891,410576,"LINC02091",8.1834,3.2405,0.0268,"GM12878"
"36730","chr17",416177,417292,"LINC02091",16.2533,3.2749,0.0537,"GM12878"
"36731","chr17",996397,997223,"LOC105371430",12.6896,8.3476,0.0255,"GM12878"
"36732","chr17",413773,414273,"LOC105371430",1.0858,100,0.0262,"GM12878"
"36733","chr17",409891,410576,"LOC105371430",8.1834,100,0.1973,"GM12878"
"36734","chr17",416177,417292,"LOC105371430",16.2533,100,0.3919,"GM12878"
"36735","chr17",412189,412689,"LOC105371430",0.8815,100,0.0213,"GM12878"
"36736","chr17",715534,716034,"VPS53",0.622,100,0.0237,"GM12878"
"36737","chr17",416177,417292,"VPS53",16.2533,11.1929,0.0693,"GM12878"
"36738","chr17",996397,997223,"VPS53",12.6896,8.2303,0.0398,"GM12878"
"36739","chr17",714606,715123,"VPS53",3.8482,100,0.1465,"GM12878"
"36740","chr17",752011,752582,"VPS53",6.0242,18.3517,0.0421,"GM12878"
"36741","chr17",732918,733418,"VPS53",1.9185,34.8814,0.0255,"GM12878"
"36742","chr17",731843,732795,"VPS53",2.9177,34.8569,0.0387,"GM12878"
"36743","chr17",740186,740686,"VPS53",3.5696,31.2147,0.0424,"GM12878"
"36744","chr17",409891,410576,"VPS53",8.1834,14.3422,0.0447,"GM12878"
"36745","chr17",781936,782743,"VPS53",8.9638,13.1058,0.0447,"GM12878"
"36746","chr17",751351,751851,"VPS53",3.4044,24.1863,0.0313,"GM12878"
"36747","chr17",416177,417292,"FAM57A",16.2533,7.7273,0.044,"GM12878"
"36748","chr17",996397,997223,"FAM57A",12.6896,7.3185,0.0325,"GM12878"
"36749","chr17",714606,715123,"FAM57A",3.8482,32.3468,0.0436,"GM12878"
"36750","chr17",752011,752582,"FAM57A",6.0242,29.9774,0.0632,"GM12878"
"36751","chr17",732918,733418,"FAM57A",1.9185,100,0.0672,"GM12878"
"36752","chr17",731843,732795,"FAM57A",2.9177,100,0.1021,"GM12878"
"36753","chr17",740186,740686,"FAM57A",3.5696,100,0.125,"GM12878"
"36754","chr17",409891,410576,"FAM57A",8.1834,11.1469,0.0319,"GM12878"
"36755","chr17",781936,782743,"FAM57A",8.9638,12.5803,0.0395,"GM12878"
"36756","chr17",751351,751851,"FAM57A",3.4044,45.0471,0.0537,"GM12878"
"36757","chr17",416177,417292,"GEMIN4",16.2533,7.4408,0.0422,"GM12878"
"36758","chr17",996397,997223,"GEMIN4",12.6896,7.0453,0.0312,"GM12878"
"36759","chr17",714606,715123,"GEMIN4",3.8482,15.9343,0.0214,"GM12878"
"36760","chr17",752011,752582,"GEMIN4",6.0242,100,0.2101,"GM12878"
