"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"13321","chr11",268728,269734,"SCGB1C2",24.5076,7.2746,0.0559,"GM12878"
"13322","chr11",189856,190356,"SCGB1C2",5.2239,100,0.1639,"GM12878"
"13323","chr11",187752,188489,"SCGB1C2",1.0589,100,0.0332,"GM12878"
"13324","chr11",191396,192606,"SCGB1C2",3.5737,100,0.1121,"GM12878"
"13325","chr11",326696,327848,"SCGB1C2",22.8457,5.9684,0.0428,"GM12878"
"13326","chr11",207172,207838,"SCGB1C2",15.5842,18.0096,0.0881,"GM12878"
"13327","chr11",235758,237186,"SCGB1C2",12.9564,9.1702,0.0373,"GM12878"
"13328","chr11",506130,507693,"SCGB1C2",30.5813,3.2629,0.0313,"GM12878"
"13329","chr11",313003,314738,"SCGB1C2",44.4769,5.6897,0.0794,"GM12878"
"13330","chr11",355137,355637,"SCGB1C2",10.3603,8.289,0.0269,"GM12878"
"13331","chr11",208484,208984,"SCGB1C2",5.3601,18.0303,0.0303,"GM12878"
"13332","chr11",268728,269734,"BET1L",24.5076,19.2636,0.0695,"GM12878"
"13333","chr11",189856,190356,"BET1L",5.2239,34.528,0.0265,"GM12878"
"13334","chr11",326696,327848,"BET1L",22.8457,13.21,0.0444,"GM12878"
"13335","chr11",207172,207838,"BET1L",15.5842,100,0.2293,"GM12878"
"13336","chr11",235758,237186,"BET1L",12.9564,34.3098,0.0654,"GM12878"
"13337","chr11",506130,507693,"BET1L",30.5813,10.231,0.046,"GM12878"
"13338","chr11",313003,314738,"BET1L",44.4769,14.123,0.0924,"GM12878"
"13339","chr11",355137,355637,"BET1L",10.3603,17.9389,0.0273,"GM12878"
"13340","chr11",208484,208984,"BET1L",5.3601,100,0.0789,"GM12878"
"13341","chr11",268728,269734,"RIC8A",24.5076,19.2631,0.0694,"GM12878"
"13342","chr11",189856,190356,"RIC8A",5.2239,34.5306,0.0265,"GM12878"
"13343","chr11",326696,327848,"RIC8A",22.8457,13.2099,0.0444,"GM12878"
"13344","chr11",207172,207838,"RIC8A",15.5842,100,0.2293,"GM12878"
"13345","chr11",235758,237186,"RIC8A",12.9564,34.3081,0.0654,"GM12878"
"13346","chr11",506130,507693,"RIC8A",30.5813,10.231,0.046,"GM12878"
"13347","chr11",313003,314738,"RIC8A",44.4769,14.1228,0.0924,"GM12878"
"13348","chr11",355137,355637,"RIC8A",10.3603,17.9387,0.0273,"GM12878"
"13349","chr11",208484,208984,"RIC8A",5.3601,100,0.0789,"GM12878"
"13350","chr11",268728,269734,"SIRT3",24.5076,31.6967,0.115,"GM12878"
"13351","chr11",326696,327848,"SIRT3",22.8457,13.1758,0.0446,"GM12878"
"13352","chr11",207172,207838,"SIRT3",15.5842,36.9603,0.0853,"GM12878"
"13353","chr11",235758,237186,"SIRT3",12.9564,100,0.1919,"GM12878"
"13354","chr11",506130,507693,"SIRT3",30.5813,9.8525,0.0446,"GM12878"
"13355","chr11",313003,314738,"SIRT3",44.4769,16.4215,0.1082,"GM12878"
"13356","chr11",225713,226213,"SIRT3",3.1761,53.2726,0.0251,"GM12878"
"13357","chr11",355137,355637,"SIRT3",10.3603,18.3538,0.0282,"GM12878"
"13358","chr11",267370,268078,"SIRT3",6.0602,31.6724,0.0284,"GM12878"
"13359","chr11",208484,208984,"SIRT3",5.3601,36.9344,0.0293,"GM12878"
"13360","chr11",268728,269734,"PSMD13",24.5076,31.6897,0.115,"GM12878"
"13361","chr11",326696,327848,"PSMD13",22.8457,13.1747,0.0446,"GM12878"
"13362","chr11",207172,207838,"PSMD13",15.5842,36.9694,0.0853,"GM12878"
"13363","chr11",235758,237186,"PSMD13",12.9564,100,0.1919,"GM12878"
"13364","chr11",506130,507693,"PSMD13",30.5813,9.8522,0.0446,"GM12878"
"13365","chr11",313003,314738,"PSMD13",44.4769,16.4199,0.1082,"GM12878"
"13366","chr11",225713,226213,"PSMD13",3.1761,53.3014,0.0251,"GM12878"
"13367","chr11",355137,355637,"PSMD13",10.3603,18.3526,0.0282,"GM12878"
"13368","chr11",267370,268078,"PSMD13",6.0602,31.6651,0.0284,"GM12878"
"13369","chr11",208484,208984,"PSMD13",5.3601,36.9439,0.0293,"GM12878"
"13370","chr11",268728,269734,"PGGHG",24.5076,33.396,0.1373,"GM12878"
"13371","chr11",288887,289387,"PGGHG",1.2233,100,0.0205,"GM12878"
"13372","chr11",350605,351350,"PGGHG",7.1618,20.1726,0.0242,"GM12878"
"13373","chr11",326696,327848,"PGGHG",22.8457,19.3041,0.074,"GM12878"
"13374","chr11",207172,207838,"PGGHG",15.5842,13.1259,0.0343,"GM12878"
"13375","chr11",235758,237186,"PGGHG",12.9564,18.2257,0.0396,"GM12878"
"13376","chr11",506130,507693,"PGGHG",30.5813,6.6869,0.0343,"GM12878"
"13377","chr11",313003,314738,"PGGHG",44.4769,25.1635,0.1878,"GM12878"
"13378","chr11",307856,308596,"PGGHG",7.3126,41.8378,0.0513,"GM12878"
"13379","chr11",355137,355637,"PGGHG",10.3603,22.1968,0.0386,"GM12878"
"13380","chr11",267370,268078,"PGGHG",6.0602,33.4331,0.034,"GM12878"
"13381","chr11",268728,269734,"IFITM2",24.5076,30.4774,0.0772,"GM12878"
"13382","chr11",350605,351350,"IFITM2",7.1618,32.2503,0.0239,"GM12878"
"13383","chr11",330230,331373,"IFITM2",6.8732,30.4416,0.0216,"GM12878"
"13384","chr11",326696,327848,"IFITM2",22.8457,31.1772,0.0736,"GM12878"
"13385","chr11",207172,207838,"IFITM2",15.5842,17.019,0.0274,"GM12878"
"13386","chr11",235758,237186,"IFITM2",12.9564,17.3186,0.0232,"GM12878"
"13387","chr11",506130,507693,"IFITM2",30.5813,9.3212,0.0294,"GM12878"
"13388","chr11",313003,314738,"IFITM2",44.4769,74.4845,0.3422,"GM12878"
"13389","chr11",307856,308596,"IFITM2",7.3126,100,0.0755,"GM12878"
