"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","MXI1","GH10F110292","chr10",110292154,110292732,0.32,5.11
"2","ADD3","GH10F110292","chr10",110292154,110292732,0.32,2.03
"3","SMNDC1","GH10F110292","chr10",110292154,110292732,0.32,0.36
"4","HSPA12A","GH10F116711","chr10",116711945,116712124,0.85,12.5
"5","C10orf82","GH10F116711","chr10",116711945,116712124,0.85,10.79
"6","COMMD3","GH10F022313","chr10",22313134,22319235,0.52,0.76
"7","COMMD3-BMI1","GH10F022313","chr10",22313134,22319235,0.52,0.76
"8","ANAPC16","GH10F071692","chr10",71692802,71699033,1.3,12.58
"9","C10orf105","GH10F071692","chr10",71692802,71699033,1.3,12.13
"10","VSIR","GH10F071692","chr10",71692802,71699033,1.3,11.68
"11","SLC29A3","GH10F071692","chr10",71692802,71699033,1.3,11.12
"12","PFKFB3","GH10F006057","chr10",6057278,6057545,0.36,13.49
"13","IL15RA","GH10F006057","chr10",6057278,6057545,0.36,5.47
"14","RBM17","GH10F006057","chr10",6057278,6057545,0.36,2.36
"15","IL2RA","GH10F006057","chr10",6057278,6057545,0.36,0.76
"16","ZFYVE27","GH10F097759","chr10",97759524,97759673,0.46,14.13
"17","SFRP5","GH10F097759","chr10",97759524,97759673,0.46,0.36
"18","DOCK1","GH10F126904","chr10",126904551,126907016,1.15,1.97
"19","RHOBTB1","GH10F061101","chr10",61101003,61101112,0.38,9.74
"20","KIN","GH10F008043","chr10",8043638,8043787,0.25,18.67
"21","GATA3","GH10F008043","chr10",8043638,8043787,0.25,0.76
"22","BLNK","GH10F096283","chr10",96283844,96283993,0.38,0.36
"23","DNTT","GH10F096283","chr10",96283844,96283993,0.38,0.31
"24","CCAR1","GH10F068531","chr10",68530044,68530153,0.25,10.84
"25","SLC25A16","GH10F068531","chr10",68530044,68530153,0.25,0.76
"26","SIRT1","GH10F067837","chr10",67837689,67838772,0.59,25.67
"27","DNAJC12","GH10F067837","chr10",67837689,67838772,0.59,0.76
"28","PDE6C","GH10F093074","chr10",93074784,93075033,0.25,13.89
"29","CYP26A1","GH10F093074","chr10",93074784,93075033,0.25,0.76
"30","SVIL","GH10F029741","chr10",29741492,29741601,0.25,0.76
"31","MTPAP","GH10F031316","chr10",31316991,31322961,0.25,22.47
"32","ZEB1","GH10F031316","chr10",31316991,31322961,0.25,0.76
"33","SMC3","GH10F110664","chr10",110664715,110665772,0.94,17.05
"34","RBM20","GH10F110664","chr10",110664715,110665772,0.94,12.7
"35","ADRA2A","GH10F110664","chr10",110664715,110665772,0.94,11.4
"36","SMNDC1","GH10F110664","chr10",110664715,110665772,0.94,10.17
"37","SFXN2","GH10F102768","chr10",102768836,102772103,0.94,29.31
"38","AS3MT","GH10F102768","chr10",102768836,102772103,0.94,18.83
"39","CYP17A1","GH10F102768","chr10",102768836,102772103,0.94,11.44
"40","ARL3","GH10F102768","chr10",102768836,102772103,0.94,10.96
"41","BORCS7","GH10F102768","chr10",102768836,102772103,0.94,8.95
"42","ARID5B","GH10F061936","chr10",61936402,61945690,1.88,16.28
"43","EPC1","GH10F032361","chr10",32361601,32362000,0.52,0.34
"44","HSPA14","GH10F014823","chr10",14823001,14823600,0.62,0.36
"45","FAM107B","GH10F014823","chr10",14823001,14823600,0.62,0.23
"46","KCNMA1","GH10F077373","chr10",77373735,77374948,0.73,10.06
"47","IL2RA","GH10F006062","chr10",6061201,6061400,0.25,0.76
"48","FBXL15","GH10F102333","chr10",102333991,102335501,1.13,14.92
"49","ELOVL3","GH10F102333","chr10",102333991,102335501,1.13,10.87
"50","GBF1","GH10F102333","chr10",102333991,102335501,1.13,10.84
"51","PITX3","GH10F102333","chr10",102333991,102335501,1.13,10.83
"52","NFKB2","GH10F102333","chr10",102333991,102335501,1.13,10.58
"53","NOLC1","GH10F102333","chr10",102333991,102335501,1.13,10.19
"54","PSD","GH10F102333","chr10",102333991,102335501,1.13,10.11
"55","MTPAP","GH10F031030","chr10",31030073,31035321,0.46,24.04
"56","ZNF438","GH10F031030","chr10",31030073,31035321,0.46,7.14
"57","NANOS1","GH10F119103","chr10",119103377,119105240,0.38,9.5
"58","PPP2R2D","GH10F131676","chr10",131676525,131677450,0.9,6.47
"59","FRMPD2","GH10F048246","chr10",48246339,48246565,0.31,12.27
"60","C10orf90","GH10F126521","chr10",126521512,126521661,0.87,11.53
"61","RTKN2","GH10F062237","chr10",62237593,62239126,0.25,9.91
"62","PRLHR","GH10F118571","chr10",118571000,118571550,1,18.64
"63","KCNMA1","GH10F077500","chr10",77500330,77502633,1.54,21.21
"64","SYT15","GH10F046600","chr10",46600498,46601000,0.46,12.39
"65","MBL2","GH10F052740","chr10",52740961,52741110,0.46,12.67
"66","PRPF18","GH10F013741","chr10",13741103,13744199,1.38,5.37
"67","AGAP6","GH10F049633","chr10",49633220,49634436,0.65,4.53
"68","SLC18A3","GH10F049633","chr10",49633220,49634436,0.65,0.31
"69","C10orf53","GH10F049633","chr10",49633220,49634436,0.65,0.23
"70","MPP7","GH10F028321","chr10",28321992,28322141,0.25,0.36
"71","ZNF22","GH10F045008","chr10",45008401,45009001,0.96,6.49
"72","STAMBPL1","GH10F088925","chr10",88925564,88927968,1.15,11.53
"73","TACR2","GH10F069373","chr10",69373953,69376594,0.71,0.24
"74","FAM53B","GH10F124714","chr10",124714748,124730847,1.22,34.57
"75","ZRANB1","GH10F124714","chr10",124714748,124730847,1.22,1.76
"76","SLC16A12","GH10F089533","chr10",89533878,89536251,1.15,5.75
"77","DIP2C","GH10F000513","chr10",513362,514777,1.06,6.21
