"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"44133","chr19",344591,345296,"MIER2",1.1483,100,0.0508,"GM12878"
"44134","chr19",506614,507746,"MIER2",26.0102,12.8852,0.1483,"GM12878"
"44135","chr19",342645,343145,"MIER2",1.2996,100,0.0575,"GM12878"
"44136","chr19",343730,344230,"MIER2",1.7518,100,0.0775,"GM12878"
"44137","chr19",530869,531982,"TPGS1",5.546,19.205,0.0215,"GM12878"
"44138","chr19",506614,507746,"TPGS1",26.0102,100,0.5244,"GM12878"
"44139","chr19",510544,511044,"TPGS1",2.5562,61.4695,0.0317,"GM12878"
"44140","chr19",571607,572703,"TPGS1",13.6538,11.7258,0.0323,"GM12878"
"44141","chr19",535090,535590,"CDC34",0.7349,100,0.0217,"GM12878"
"44142","chr19",532727,533227,"CDC34",2.6757,100,0.0791,"GM12878"
"44143","chr19",530869,531982,"CDC34",5.546,100,0.164,"GM12878"
"44144","chr19",506614,507746,"CDC34",26.0102,16.1058,0.1239,"GM12878"
"44145","chr19",570402,571548,"CDC34",7.8559,17.128,0.0398,"GM12878"
"44146","chr19",571607,572703,"CDC34",13.6538,17.1364,0.0692,"GM12878"
"44147","chr19",574751,575251,"BSG",2.642,46.1963,0.0231,"GM12878"
"44148","chr19",530869,531982,"BSG",5.546,21.4922,0.0226,"GM12878"
"44149","chr19",506614,507746,"BSG",26.0102,12.3142,0.0607,"GM12878"
"44150","chr19",570402,571548,"BSG",7.8559,100,0.1488,"GM12878"
"44151","chr19",796893,798140,"BSG",20.376,5.9363,0.0229,"GM12878"
"44152","chr19",571607,572703,"BSG",13.6538,100,0.2586,"GM12878"
"44153","chr19",636770,637754,"POLRMT",2.4702,100,0.0574,"GM12878"
"44154","chr19",662983,663813,"POLRMT",4.9571,20.0626,0.0231,"GM12878"
"44155","chr19",506614,507746,"POLRMT",26.0102,6.0953,0.0368,"GM12878"
"44156","chr19",570402,571548,"POLRMT",7.8559,12.9422,0.0236,"GM12878"
"44157","chr19",796893,798140,"POLRMT",20.376,7.0137,0.0332,"GM12878"
"44158","chr19",610598,611880,"POLRMT",5.9907,34.4025,0.0479,"GM12878"
"44159","chr19",571607,572703,"POLRMT",13.6538,12.938,0.041,"GM12878"
"44160","chr19",633318,633923,"POLRMT",5.7586,100,0.1337,"GM12878"
"44161","chr19",680291,681286,"RNF126",9.1628,24.705,0.0396,"GM12878"
"44162","chr19",662983,663813,"RNF126",4.9571,100,0.0867,"GM12878"
"44163","chr19",506614,507746,"RNF126",26.0102,7.6387,0.0347,"GM12878"
"44164","chr19",661326,661826,"RNF126",2.6993,100,0.0472,"GM12878"
"44165","chr19",662076,662576,"RNF126",3.4903,100,0.061,"GM12878"
"44166","chr19",570402,571548,"RNF126",7.8559,14.5253,0.02,"GM12878"
"44167","chr19",796893,798140,"RNF126",20.376,8.5406,0.0304,"GM12878"
"44168","chr19",571607,572703,"RNF126",13.6538,14.522,0.0347,"GM12878"
"44169","chr19",633318,633923,"RNF126",5.7586,25.8207,0.026,"GM12878"
"44170","chr19",660330,660996,"RNF126",2.8326,100,0.0495,"GM12878"
"44171","chr19",680291,681286,"FSTL3",9.1628,41.8942,0.0797,"GM12878"
"44172","chr19",662983,663813,"FSTL3",4.9571,41.622,0.0428,"GM12878"
"44173","chr19",506614,507746,"FSTL3",26.0102,6.1656,0.0333,"GM12878"
"44174","chr19",661326,661826,"FSTL3",2.6993,41.6981,0.0234,"GM12878"
"44175","chr19",662076,662576,"FSTL3",3.4903,41.6676,0.0302,"GM12878"
"44176","chr19",570402,571548,"FSTL3",7.8559,12.9933,0.0212,"GM12878"
"44177","chr19",796893,798140,"FSTL3",20.376,11.9088,0.0504,"GM12878"
"44178","chr19",610598,611880,"FSTL3",5.9907,16.2069,0.0202,"GM12878"
"44179","chr19",571607,572703,"FSTL3",13.6538,12.9907,0.0368,"GM12878"
"44180","chr19",1020892,1021946,"FSTL3",20.8869,5.116,0.0222,"GM12878"
"44181","chr19",633318,633923,"FSTL3",5.7586,18.4355,0.022,"GM12878"
"44182","chr19",660330,660996,"FSTL3",2.8326,41.7337,0.0245,"GM12878"
"44183","chr19",924354,926286,"PTBP1",16.4098,8.3412,0.0245,"GM12878"
"44184","chr19",947653,948557,"PTBP1",14.8747,8.2812,0.0221,"GM12878"
"44185","chr19",796893,798140,"PTBP1",20.376,100,0.3649,"GM12878"
"44186","chr19",1020892,1021946,"PTBP1",20.8869,7.8595,0.0294,"GM12878"
"44187","chr19",924354,926286,"MED16",16.4098,8.3222,0.0267,"GM12878"
"44188","chr19",892968,893878,"MED16",10.0881,100,0.1973,"GM12878"
"44189","chr19",796893,798140,"MED16",20.376,8.0634,0.0321,"GM12878"
"44190","chr19",1020892,1021946,"MED16",20.8869,6.9966,0.0286,"GM12878"
"44191","chr19",909131,909631,"MED16",5.3955,37.2556,0.0393,"GM12878"
"44192","chr19",912975,913475,"R3HDM4",2.423,100,0.0323,"GM12878"
"44193","chr19",924354,926286,"R3HDM4",16.4098,35.8916,0.0785,"GM12878"
"44194","chr19",892968,893878,"R3HDM4",10.0881,39.7489,0.0534,"GM12878"
"44195","chr19",947653,948557,"R3HDM4",14.8747,22.9028,0.0454,"GM12878"
"44196","chr19",983851,984577,"R3HDM4",6.8436,33.9021,0.0309,"GM12878"
"44197","chr19",796893,798140,"R3HDM4",20.376,8.437,0.0229,"GM12878"
"44198","chr19",1020892,1021946,"R3HDM4",20.8869,18.4145,0.0513,"GM12878"
"44199","chr19",909131,909631,"R3HDM4",5.3955,48.476,0.0349,"GM12878"
"44200","chr19",924354,926286,"ARID3A",16.4098,100,0.2206,"GM12878"
"44201","chr19",947653,948557,"ARID3A",14.8747,35.0397,0.0701,"GM12878"
"44202","chr19",983851,984577,"ARID3A",6.8436,31.615,0.0291,"GM12878"
"44203","chr19",926643,927143,"ARID3A",2.7584,100,0.0371,"GM12878"
"44204","chr19",949086,949586,"ARID3A",4.6255,35.0692,0.0218,"GM12878"
"44205","chr19",1020892,1021946,"ARID3A",20.8869,9.6707,0.0272,"GM12878"
"44206","chr19",951560,952060,"ARID3A",6.5894,25.6753,0.0227,"GM12878"
"44207","chr19",932556,933428,"ARID3A",3.4651,100,0.0466,"GM12878"
"44208","chr19",947015,947515,"ARID3A",5.8631,35.0188,0.0276,"GM12878"
"44209","chr19",924354,926286,"WDR18",16.4098,54.0738,0.0942,"GM12878"
"44210","chr19",892968,893878,"WDR18",10.0881,19.0311,0.0204,"GM12878"
"44211","chr19",947653,948557,"WDR18",14.8747,37.3445,0.059,"GM12878"
"44212","chr19",983851,984577,"WDR18",6.8436,100,0.0727,"GM12878"
"44213","chr19",950488,950988,"WDR18",4.2187,45.5235,0.0204,"GM12878"
"44214","chr19",796893,798140,"WDR18",20.376,12.7968,0.0277,"GM12878"
"44215","chr19",982459,983348,"WDR18",2.0147,100,0.0214,"GM12878"
"44216","chr19",1020892,1021946,"WDR18",20.8869,18.7729,0.0416,"GM12878"
"44217","chr19",951560,952060,"WDR18",6.5894,45.4991,0.0318,"GM12878"
"44218","chr19",954804,955304,"WDR18",5.0915,46.1367,0.025,"GM12878"
"44219","chr19",947015,947515,"WDR18",5.8631,37.3588,0.0233,"GM12878"
"44220","chr19",924354,926286,"TMEM259",16.4098,13.3506,0.0204,"GM12878"
"44221","chr19",1026024,1026793,"TMEM259",8.0606,100,0.075,"GM12878"
"44222","chr19",1039793,1040352,"TMEM259",6.4945,34.6716,0.021,"GM12878"
"44223","chr19",1020892,1021946,"TMEM259",20.8869,100,0.1944,"GM12878"
"44224","chr19",1027941,1028585,"TMEM259",3.8167,100,0.0355,"GM12878"
"44225","chr19",1037855,1038783,"TMEM259",12.717,49.0339,0.058,"GM12878"
"44226","chr19",1027205,1027705,"TMEM259",3.0251,100,0.0282,"GM12878"
"44227","chr19",1026024,1026793,"CNN2",8.0606,100,0.0928,"GM12878"
"44228","chr19",1039793,1040352,"CNN2",6.4945,30.1893,0.0226,"GM12878"
"44229","chr19",1020892,1021946,"CNN2",20.8869,74.9202,0.1802,"GM12878"
"44230","chr19",1027941,1028585,"CNN2",3.8167,100,0.044,"GM12878"
"44231","chr19",1037855,1038783,"CNN2",12.717,46.4342,0.068,"GM12878"
"44232","chr19",1027205,1027705,"CNN2",3.0251,100,0.0348,"GM12878"
"44233","chr19",1026024,1026793,"ABCA7",8.0606,33.1556,0.0336,"GM12878"
"44234","chr19",1068911,1069604,"ABCA7",7.0111,29.0263,0.0256,"GM12878"
"44235","chr19",1040860,1041360,"ABCA7",3.3504,100,0.0421,"GM12878"
"44236","chr19",1066759,1067747,"ABCA7",7.4034,28.9932,0.027,"GM12878"
"44237","chr19",1039793,1040352,"ABCA7",6.4945,100,0.0817,"GM12878"
"44238","chr19",1020892,1021946,"ABCA7",20.8869,28.1138,0.0738,"GM12878"
"44239","chr19",1037855,1038783,"ABCA7",12.717,74.8961,0.1198,"GM12878"
"44240","chr19",1026024,1026793,"ARHGAP45",8.0606,24.4029,0.0226,"GM12878"
"44241","chr19",1068911,1069604,"ARHGAP45",7.0111,100,0.0805,"GM12878"
"44242","chr19",1076861,1077462,"ARHGAP45",6.6349,61.0085,0.0465,"GM12878"
"44243","chr19",1066759,1067747,"ARHGAP45",7.4034,100,0.085,"GM12878"
"44244","chr19",1068051,1068551,"ARHGAP45",3.6267,100,0.0416,"GM12878"
"44245","chr19",1102389,1103035,"ARHGAP45",9.4853,25.2713,0.0275,"GM12878"
"44246","chr19",1039793,1040352,"ARHGAP45",6.4945,30.7257,0.0229,"GM12878"
"44247","chr19",1020892,1021946,"ARHGAP45",20.8869,18.584,0.0446,"GM12878"
"44248","chr19",1095142,1095705,"ARHGAP45",6.8917,28.0865,0.0222,"GM12878"
"44249","chr19",1103675,1104207,"ARHGAP45",8.6676,25.2856,0.0252,"GM12878"
"44250","chr19",1037855,1038783,"ARHGAP45",12.717,27.0794,0.0395,"GM12878"
"44251","chr19",1087297,1088194,"POLR2E",4.852,47.9921,0.0244,"GM12878"
"44252","chr19",1099428,1099928,"POLR2E",2.2916,100,0.024,"GM12878"
"44253","chr19",1076861,1077462,"POLR2E",6.6349,38.4945,0.0267,"GM12878"
"44254","chr19",1101755,1102255,"POLR2E",6.585,100,0.0689,"GM12878"
"44255","chr19",1102389,1103035,"POLR2E",9.4853,100,0.0992,"GM12878"
"44256","chr19",1095759,1096259,"POLR2E",4.204,100,0.044,"GM12878"
"44257","chr19",1020892,1021946,"POLR2E",20.8869,14.9429,0.0327,"GM12878"
"44258","chr19",1095142,1095705,"POLR2E",6.8917,100,0.0721,"GM12878"
"44259","chr19",1103675,1104207,"POLR2E",8.6676,100,0.0907,"GM12878"
"44260","chr19",1099428,1099928,"GPX4",2.2916,100,0.0242,"GM12878"
"44261","chr19",1076861,1077462,"GPX4",6.6349,29.4793,0.0207,"GM12878"
"44262","chr19",1101755,1102255,"GPX4",6.585,100,0.0696,"GM12878"
"44263","chr19",1102389,1103035,"GPX4",9.4853,100,0.1003,"GM12878"
"44264","chr19",1095759,1096259,"GPX4",4.204,100,0.0444,"GM12878"
"44265","chr19",1020892,1021946,"GPX4",20.8869,12.1348,0.0268,"GM12878"
"44266","chr19",1095142,1095705,"GPX4",6.8917,100,0.0728,"GM12878"
"44267","chr19",1103675,1104207,"GPX4",8.6676,100,0.0916,"GM12878"
"44268","chr19",1130598,1131098,"SBNO2",1.6074,100,0.0229,"GM12878"
"44269","chr19",1258938,1259755,"SBNO2",17.4306,9.6138,0.0238,"GM12878"
"44270","chr19",1132024,1132683,"SBNO2",4.5044,100,0.0641,"GM12878"
"44271","chr19",1101755,1102255,"SBNO2",6.585,23.388,0.0219,"GM12878"
"44272","chr19",1248055,1250086,"SBNO2",14.6844,12.9917,0.0271,"GM12878"
"44273","chr19",1102389,1103035,"SBNO2",9.4853,23.3791,0.0315,"GM12878"
"44274","chr19",1020892,1021946,"SBNO2",20.8869,8.5882,0.0255,"GM12878"
"44275","chr19",1095142,1095705,"SBNO2",6.8917,21.1533,0.0207,"GM12878"
"44276","chr19",1133466,1133966,"SBNO2",4.7181,100,0.0671,"GM12878"
"44277","chr19",1103675,1104207,"SBNO2",8.6676,23.3632,0.0288,"GM12878"
"44278","chr19",1205340,1206048,"STK11",5.6158,100,0.059,"GM12878"
"44279","chr19",1213728,1214436,"STK11",5.5228,100,0.058,"GM12878"
"44280","chr19",1268953,1269958,"STK11",17.4695,15.0027,0.0275,"GM12878"
"44281","chr19",1248055,1250086,"STK11",14.6844,20.8751,0.0322,"GM12878"
"44282","chr19",1102389,1103035,"STK11",9.4853,20.9698,0.0209,"GM12878"
"44283","chr19",1020892,1021946,"STK11",20.8869,21.8245,0.0479,"GM12878"
"44284","chr19",1207479,1208069,"STK11",2.6868,100,0.0282,"GM12878"
"44285","chr19",1205340,1206048,"ATP5D",5.6158,31.0484,0.0208,"GM12878"
"44286","chr19",924354,926286,"ATP5D",16.4098,11.0189,0.0215,"GM12878"
"44287","chr19",1258938,1259755,"ATP5D",17.4306,16.2102,0.0337,"GM12878"
"44288","chr19",1268953,1269958,"ATP5D",17.4695,23.3288,0.0486,"GM12878"
"44289","chr19",1244338,1244838,"ATP5D",1.7172,100,0.0205,"GM12878"
"44290","chr19",1248055,1250086,"ATP5D",14.6844,30.5895,0.0535,"GM12878"
"44291","chr19",1020892,1021946,"ATP5D",20.8869,15.5095,0.0386,"GM12878"
"44292","chr19",1037855,1038783,"ATP5D",12.717,14.5479,0.022,"GM12878"
"44293","chr19",1241444,1241999,"ATP5D",4.709,100,0.0561,"GM12878"
"44294","chr19",1252852,1253593,"MIDN",5.5369,50.8853,0.0271,"GM12878"
"44295","chr19",1258938,1259755,"MIDN",17.4306,39.7491,0.0666,"GM12878"
"44296","chr19",1260718,1261319,"MIDN",6.2866,43.3711,0.0262,"GM12878"
"44297","chr19",1268953,1269958,"MIDN",17.4695,59.0717,0.0992,"GM12878"
"44298","chr19",1264616,1265616,"MIDN",4.9282,58.8663,0.0279,"GM12878"
"44299","chr19",1252113,1252613,"MIDN",4.4486,50.7955,0.0217,"GM12878"
"44300","chr19",1248055,1250086,"MIDN",14.6844,100,0.1412,"GM12878"
"44301","chr19",1020892,1021946,"MIDN",20.8869,10.1444,0.0204,"GM12878"
"44302","chr19",1241444,1241999,"MIDN",4.709,100,0.0453,"GM12878"
"44303","chr19",1275220,1276128,"MIDN",14.5297,22.0701,0.0308,"GM12878"
"44304","chr19",1252852,1253593,"CIRBP",5.5369,44.3142,0.0214,"GM12878"
"44305","chr19",1258938,1259755,"CIRBP",17.4306,43.7189,0.0664,"GM12878"
"44306","chr19",1260718,1261319,"CIRBP",6.2866,47.4563,0.026,"GM12878"
"44307","chr19",1268953,1269958,"CIRBP",17.4695,66.1211,0.1006,"GM12878"
"44308","chr19",1270010,1270510,"CIRBP",3.9173,100,0.0341,"GM12878"
"44309","chr19",1264616,1265616,"CIRBP",4.9282,66.8386,0.0287,"GM12878"
"44310","chr19",1248055,1250086,"CIRBP",14.6844,34.2313,0.0438,"GM12878"
"44311","chr19",1275220,1276128,"CIRBP",14.5297,100,0.1265,"GM12878"
