"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","ASPRV1","GH02F070017","chr2",70017801,70018000,0.52,11.69
"2","CCT4","GH02F061776","chr2",61776324,61776618,0.25,10.49
"3","COMMD1","GH02F061776","chr2",61776324,61776618,0.25,10.49
"4","MGAT5","GH02F134204","chr2",134204402,134209199,0.5,19.59
"5","PNKD","GH02F217834","chr2",217834144,217834497,0.79,4.31
"6","LCLAT1","GH02F030472","chr2",30472201,30473000,0.56,12.83
"7","SH3RF3","GH02F109232","chr2",109232400,109233400,0.25,8.33
"8","KCMF1","GH02F085001","chr2",85001001,85001600,0.69,0.27
"9","FAM228A","GH02F024382","chr2",24382492,24382641,0.59,6.18
"10","ITSN2","GH02F024382","chr2",24382492,24382641,0.59,0.31
"11","GPR155","GH02F174383","chr2",174383601,174384400,1.25,7.18
"12","SP3","GH02F174383","chr2",174383601,174384400,1.25,2.35
"13","CIR1","GH02F174383","chr2",174383601,174384400,1.25,0.36
"14","HEATR5B","GH02F037110","chr2",37110898,37111027,0.9,12.95
"15","GPATCH11","GH02F037110","chr2",37110898,37111027,0.9,12.95
"16","RBMS1","GH02F160747","chr2",160747451,160748920,0.71,5.92
"17","ITSN2","GH02F024332","chr2",24332801,24334800,1.13,12.59
"18","TP53I3","GH02F024332","chr2",24332801,24334800,1.13,6.02
"19","FAM228A","GH02F024332","chr2",24332801,24334800,1.13,4.94
"20","CCDC150","GH02F196398","chr2",196398931,196401543,1.37,6.65
"21","STK17B","GH02F196398","chr2",196398931,196401543,1.37,3.92
"22","CDKL4","GH02F039202","chr2",39202780,39202949,0.25,0.24
"23","NGEF","GH02F232852","chr2",232852784,232854885,0.25,17.32
"24","INPP5D","GH02F232852","chr2",232852784,232854885,0.25,10.36
"25","SAG","GH02F232852","chr2",232852784,232854885,0.25,8.88
"26","ATG16L1","GH02F232852","chr2",232852784,232854885,0.25,8.75
"27","ETAA1","GH02F067308","chr2",67308794,67309976,0.25,4.63
"28","ARL4C","GH02F234347","chr2",234347602,234348599,1.6,4.11
"29","GPR1","GH02F206200","chr2",206200861,206202903,0.25,12.93
"30","UGT1A6","GH02F233757","chr2",233757564,233759400,0.25,6.64
"31","USP40","GH02F233757","chr2",233757564,233759400,0.25,5.87
"32","UGT1A1","GH02F233757","chr2",233757564,233759400,0.25,0.76
"33","EHD3","GH02F031255","chr2",31255535,31257199,0.99,11.9
"34","IL18RAP","GH02F102365","chr2",102365637,102370030,1.15,28.89
"35","IL1RL1","GH02F102365","chr2",102365637,102370030,1.15,9.68
"36","IL18R1","GH02F102365","chr2",102365637,102370030,1.15,0.2
"37","BMPR2","GH02F202339","chr2",202339201,202339400,1.06,11.1
"38","SLC23A3","GH02F219170","chr2",219170859,219172678,1.25,17.44
