"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"18825","chr12",401098,401824,"KDM5A",5.8754,33.5418,0.0646,"GM12878"
"18826","chr12",673694,675122,"KDM5A",39.2617,1.7517,0.0225,"GM12878"
"18827","chr12",388561,389874,"KDM5A",17.0912,100,0.5603,"GM12878"
"18828","chr12",401098,401824,"CCDC77",5.8754,100,0.2401,"GM12878"
"18829","chr12",673694,675122,"CCDC77",39.2617,2.6799,0.043,"GM12878"
"18830","chr12",401989,402489,"CCDC77",1.577,100,0.0644,"GM12878"
"18831","chr12",388561,389874,"CCDC77",17.0912,35.8456,0.2503,"GM12878"
"18832","chr12",668610,669513,"LOC105369595",12.0161,8.8173,0.0235,"GM12878"
"18833","chr12",751794,752664,"LOC105369595",12.271,11.7544,0.032,"GM12878"
"18834","chr12",751113,751613,"LOC105369595",9.1623,11.7533,0.0239,"GM12878"
"18835","chr12",666584,667703,"LOC105369595",17.8245,8.8138,0.0349,"GM12878"
"18836","chr12",673694,675122,"LOC105369595",39.2617,11.0052,0.096,"GM12878"
"18837","chr12",949354,950470,"LOC105369595",19.6783,11.6257,0.0508,"GM12878"
"18838","chr12",585758,586736,"LOC105369595",1.2364,100,0.0275,"GM12878"
"18839","chr12",719087,720801,"LOC105369595",14.1702,10.156,0.032,"GM12878"
"18840","chr12",743311,744279,"LOC105369595",10.9419,11.6964,0.0284,"GM12878"
"18841","chr12",643580,644401,"LOC105369595",7.0393,13.9542,0.0218,"GM12878"
"18842","chr12",575895,576657,"LOC105369595",2.3308,57.5863,0.0298,"GM12878"
"18843","chr12",630499,631140,"LOC105369595",8.2107,19.1296,0.0349,"GM12878"
"18844","chr12",822890,823979,"LOC105369595",6.3869,15.4806,0.022,"GM12878"
"18845","chr12",642481,643441,"LOC105369595",13.5049,13.9499,0.0418,"GM12878"
"18846","chr12",609894,610891,"LOC105369595",3.8741,35.2494,0.0303,"GM12878"
"18847","chr12",668610,669513,"LOC100049716",12.0161,29.2221,0.0406,"GM12878"
"18848","chr12",751794,752664,"LOC100049716",12.271,25.1788,0.0357,"GM12878"
"18849","chr12",751113,751613,"LOC100049716",9.1623,25.1755,0.0266,"GM12878"
"18850","chr12",673163,673663,"LOC100049716",7.4845,25.395,0.022,"GM12878"
"18851","chr12",636376,637076,"LOC100049716",2.3782,100,0.0275,"GM12878"
"18852","chr12",639417,639917,"LOC100049716",2.4092,100,0.0278,"GM12878"
"18853","chr12",666584,667703,"LOC100049716",17.8245,29.197,0.0601,"GM12878"
"18854","chr12",673694,675122,"LOC100049716",39.2617,25.4049,0.1152,"GM12878"
"18855","chr12",632343,632843,"LOC100049716",2.4245,100,0.028,"GM12878"
"18856","chr12",719087,720801,"LOC100049716",14.1702,18.1751,0.0297,"GM12878"
"18857","chr12",743311,744279,"LOC100049716",10.9419,20.371,0.0257,"GM12878"
"18858","chr12",643580,644401,"LOC100049716",7.0393,54.9106,0.0446,"GM12878"
"18859","chr12",629923,630423,"LOC100049716",2.8345,81.0136,0.0265,"GM12878"
"18860","chr12",630499,631140,"LOC100049716",8.2107,80.8286,0.0767,"GM12878"
"18861","chr12",642481,643441,"LOC100049716",13.5049,54.8496,0.0856,"GM12878"
"18862","chr12",668610,669513,"WNK1",12.0161,29.6832,0.0353,"GM12878"
"18863","chr12",751794,752664,"WNK1",12.271,100,0.1213,"GM12878"
"18864","chr12",751113,751613,"WNK1",9.1623,100,0.0906,"GM12878"
"18865","chr12",673163,673663,"WNK1",7.4845,32.1851,0.0238,"GM12878"
"18866","chr12",666584,667703,"WNK1",17.8245,29.6951,0.0523,"GM12878"
"18867","chr12",673694,675122,"WNK1",39.2617,32.1779,0.1249,"GM12878"
"18868","chr12",754853,755353,"WNK1",2.1844,100,0.0216,"GM12878"
"18869","chr12",749656,750156,"WNK1",3.2973,99.4387,0.0324,"GM12878"
"18870","chr12",752672,753172,"WNK1",3.5765,100,0.0354,"GM12878"
"18871","chr12",719087,720801,"WNK1",14.1702,24.8604,0.0348,"GM12878"
"18872","chr12",743311,744279,"WNK1",10.9419,42.4578,0.0459,"GM12878"
"18873","chr12",642481,643441,"WNK1",13.5049,23.0986,0.0308,"GM12878"
"18874","chr12",751794,752664,"RAD52",12.271,11.2213,0.0227,"GM12878"
"18875","chr12",666584,667703,"RAD52",17.8245,9.2662,0.0272,"GM12878"
"18876","chr12",673694,675122,"RAD52",39.2617,7.2884,0.0471,"GM12878"
"18877","chr12",949354,950470,"RAD52",19.6783,100,0.3239,"GM12878"
"18878","chr12",946162,947034,"RAD52",2.7839,100,0.0458,"GM12878"
"18879","chr12",666584,667703,"ERC1",17.8245,3.2559,0.0216,"GM12878"
"18880","chr12",673694,675122,"ERC1",39.2617,4.1741,0.061,"GM12878"
"18881","chr12",1080272,1081306,"ERC1",5.3805,12.0052,0.0241,"GM12878"
"18882","chr12",949354,950470,"ERC1",19.6783,15.9946,0.1172,"GM12878"
"18883","chr12",990306,991457,"ERC1",2.3105,100,0.0861,"GM12878"
"18884","chr12",719087,720801,"ERC1",14.1702,4.25,0.0224,"GM12878"
"18885","chr12",997591,998832,"ERC1",1.3336,100,0.0497,"GM12878"
"18886","chr12",673694,675122,"FBXL14",39.2617,2.7131,0.0245,"GM12878"
"18887","chr12",949354,950470,"FBXL14",19.6783,6.7404,0.0306,"GM12878"
"18888","chr12",1594634,1595134,"FBXL14",2.9106,100,0.0671,"GM12878"
"18889","chr12",1592361,1593335,"FBXL14",4.5253,100,0.1043,"GM12878"
"18890","chr12",1553986,1554877,"FBXL14",7.8688,16.3747,0.0297,"GM12878"
"18891","chr12",1605139,1605639,"FBXL14",3.4604,45.9713,0.0366,"GM12878"
"18892","chr12",1533251,1534312,"FBXL14",8.9214,21.5028,0.0442,"GM12878"
"18893","chr12",1601528,1602028,"FBXL14",3.8573,45.7523,0.0407,"GM12878"
"18894","chr12",1593501,1594415,"FBXL14",3.147,100,0.0725,"GM12878"
"18895","chr12",1591003,1591503,"FBXL14",1.076,100,0.0248,"GM12878"
"18896","chr12",1588400,1588900,"FBXL14",0.8934,100,0.0206,"GM12878"
"18897","chr12",1605729,1606717,"FBXL14",8.0162,30.6777,0.0567,"GM12878"
"18898","chr12",949354,950470,"WNT5B",19.6783,3.3452,0.0231,"GM12878"
"18899","chr12",1592361,1593335,"WNT5B",4.5253,14.0136,0.0223,"GM12878"
"18900","chr12",1605139,1605639,"WNT5B",3.4604,28.2488,0.0343,"GM12878"
"18901","chr12",1533251,1534312,"WNT5B",8.9214,7.5618,0.0237,"GM12878"
"18902","chr12",1601528,1602028,"WNT5B",3.8573,28.3535,0.0384,"GM12878"
"18903","chr12",1619496,1620586,"WNT5B",2.2207,100,0.078,"GM12878"
"18904","chr12",1690306,1691878,"WNT5B",14.5525,9.1973,0.047,"GM12878"
"18905","chr12",1616295,1617305,"WNT5B",2.2294,100,0.0783,"GM12878"
"18906","chr12",1605729,1606717,"WNT5B",8.0162,45.8401,0.129,"GM12878"
"18907","chr12",1692955,1693599,"ADIPOR2",1.1214,100,0.0297,"GM12878"
"18908","chr12",2003618,2004865,"ADIPOR2",12.8189,7.4675,0.0254,"GM12878"
"18909","chr12",1696793,1697293,"ADIPOR2",0.8258,100,0.0219,"GM12878"
"18910","chr12",1690306,1691878,"ADIPOR2",14.5525,100,0.3856,"GM12878"
"18911","chr12",1605729,1606717,"ADIPOR2",8.0162,9.8036,0.0208,"GM12878"
"18912","chr12",2812309,2813208,"DCP1B",20.3006,3.2185,0.0218,"GM12878"
"18913","chr12",1690306,1691878,"DCP1B",14.5525,6.6455,0.0322,"GM12878"
"18914","chr12",2003618,2004865,"DCP1B",12.8189,100,0.4269,"GM12878"
"18915","chr12",1995218,1995987,"DCP1B",2.1472,48.0663,0.0344,"GM12878"
"18916","chr12",2803586,2804086,"FKBP4",1.8729,31.2554,0.0301,"GM12878"
"18917","chr12",2812309,2813208,"FKBP4",20.3006,23.4808,0.2454,"GM12878"
"18918","chr12",2876905,2877968,"FKBP4",11.5833,6.2535,0.0373,"GM12878"
"18919","chr12",2794682,2795191,"FKBP4",0.9569,100,0.0493,"GM12878"
"18920","chr12",2795692,2796673,"FKBP4",2.9874,42.9389,0.066,"GM12878"
"18921","chr12",2804620,2805325,"FKBP4",1.36,31.3018,0.0219,"GM12878"
"18922","chr12",2803586,2804086,"ITFG2",1.8729,51.0412,0.0223,"GM12878"
"18923","chr12",2812309,2813208,"ITFG2",20.3006,100,0.4743,"GM12878"
"18924","chr12",2876905,2877968,"ITFG2",11.5833,16.6655,0.0451,"GM12878"
"18925","chr12",2813516,2814016,"ITFG2",1.6048,100,0.0375,"GM12878"
"18926","chr12",2890281,2891116,"ITFG2",6.6841,14.7243,0.023,"GM12878"
"18927","chr12",2795692,2796673,"ITFG2",2.9874,44.9435,0.0314,"GM12878"
"18928","chr12",2812309,2813208,"LOC100507424",20.3006,28.4444,0.2649,"GM12878"
"18929","chr12",2876905,2877968,"LOC100507424",11.5833,14.801,0.0787,"GM12878"
"18930","chr12",2876370,2876870,"LOC100507424",3.6915,14.796,0.0251,"GM12878"
"18931","chr12",2878162,2878821,"LOC100507424",3.3395,14.8073,0.0227,"GM12878"
"18932","chr12",6688400,6689926,"LOC100507424",38.0122,1.2578,0.0219,"GM12878"
"18933","chr12",2813516,2814016,"LOC100507424",1.6048,28.4255,0.0209,"GM12878"
"18934","chr12",2890281,2891116,"LOC100507424",6.6841,12.4664,0.0382,"GM12878"
"18935","chr12",2795692,2796673,"LOC100507424",2.9874,17.9222,0.0246,"GM12878"
"18936","chr12",2812309,2813208,"FOXM1",20.3006,13.4436,0.0729,"GM12878"
"18937","chr12",2876905,2877968,"FOXM1",11.5833,100,0.3094,"GM12878"
"18938","chr12",2876370,2876870,"FOXM1",3.6915,100,0.0986,"GM12878"
"18939","chr12",2885223,2885723,"FOXM1",0.9456,100,0.0253,"GM12878"
