"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","NAGS","GH17F044169","chr17",44169729,44172078,0.38,4.19
"2","DVL2","GH17F006566","chr17",6566881,6568409,1.2,23.91
"3","KIAA0753","GH17F006566","chr17",6566881,6568409,1.2,23.76
"4","KCTD11","GH17F006566","chr17",6566881,6568409,1.2,10.6
"5","PITPNM3","GH17F006566","chr17",6566881,6568409,1.2,4.44
"6","TXNDC17","GH17F006566","chr17",6566881,6568409,1.2,2.74
"7","HES7","GH17F008280","chr17",8280889,8281812,0.62,10.49
"8","VAMP2","GH17F008280","chr17",8280889,8281812,0.62,10.05
"9","RANGRF","GH17F008280","chr17",8280889,8281812,0.62,0.4
"10","MED1","GH17F040302","chr17",40302609,40305799,0.81,22.33
"11","CDK12","GH17F040302","chr17",40302609,40305799,0.81,13.96
"12","GJD3","GH17F040302","chr17",40302609,40305799,0.81,11.56
"13","TOP2A","GH17F040302","chr17",40302609,40305799,0.81,10.5
"14","WIPF2","GH17F040302","chr17",40302609,40305799,0.81,4.68
"15","RARA","GH17F040302","chr17",40302609,40305799,0.81,0.76
"16","EVPL","GH17F075808","chr17",75808211,75810519,1.09,4.83
"17","FDXR","GH17F075808","chr17",75808211,75810519,1.09,4.36
"18","C17orf80","GH17F072680","chr17",72680757,72685773,1,6.22
"19","SKAP1","GH17F048351","chr17",48351939,48352088,0.52,10.86
"20","HOXB3","GH17F048351","chr17",48351939,48352088,0.52,10.76
"21","HOXB2","GH17F048351","chr17",48351939,48352088,0.52,10.2
"22","DLX3","GH17F049885","chr17",49885753,49890508,0.73,14.23
"23","TAC4","GH17F049885","chr17",49885753,49890508,0.73,13.68
"24","DLX4","GH17F049885","chr17",49885753,49890508,0.73,12.86
"25","SGCA","GH17F049885","chr17",49885753,49890508,0.73,9.83
"26","PHB","GH17F049885","chr17",49885753,49890508,0.73,9.8
"27","RARA","GH17F040329","chr17",40329649,40333579,1.29,30.71
"28","MSL1","GH17F040329","chr17",40329649,40333579,1.29,28.88
"29","WIPF2","GH17F040329","chr17",40329649,40333579,1.29,8.46
"30","KRTAP4-6","GH17F040329","chr17",40329649,40333579,1.29,5.31
"31","CASC3","GH17F040329","chr17",40329649,40333579,1.29,2.55
"32","NCBP3","GH17F003792","chr17",3792477,3793075,0.46,11.46
"33","TAX1BP3","GH17F003792","chr17",3792477,3793075,0.46,11.21
"34","EMC6","GH17F003792","chr17",3792477,3793075,0.46,11.21
"35","ITGAE","GH17F003792","chr17",3792477,3793075,0.46,0.4
"36","EPN2","GH17F019316","chr17",19316274,19318264,0.98,25.48
"37","OMG","GH17F031282","chr17",31282058,31282419,0.58,11.12
"38","FSCN2","GH17F081535","chr17",81535385,81539400,1.09,11.56
"39","ARL16","GH17F081535","chr17",81535385,81539400,1.09,10.54
"40","TSPAN10","GH17F081535","chr17",81535385,81539400,1.09,6.23
"41","ACTG1","GH17F081535","chr17",81535385,81539400,1.09,0.36
"42","ABCC3","GH17F050715","chr17",50715556,50717399,1.1,9.76
"43","LUC7L3","GH17F050715","chr17",50715556,50717399,1.1,0.76
"44","ANKRD40","GH17F050715","chr17",50715556,50717399,1.1,0.4
"45","MAPK7","GH17F019750","chr17",19750732,19754577,1.36,2.97
"46","ALDH3A1","GH17F019750","chr17",19750732,19754577,1.36,0.76
"47","MFSD11","GH17F077449","chr17",77449002,77468500,1,10.18
"48","SEC14L1","GH17F077449","chr17",77449002,77468500,1,3.7
"49","KANSL1","GH17F046224","chr17",46224871,46225745,0.65,13.89
"50","ARL17B","GH17F046224","chr17",46224871,46225745,0.65,10.3
"51","G6PC3","GH17F044049","chr17",44049288,44050522,0.52,22.53
"52","TMEM101","GH17F044049","chr17",44049288,44050522,0.52,17.68
"53","PPY","GH17F044049","chr17",44049288,44050522,0.52,11.5
"54","PYY","GH17F044049","chr17",44049288,44050522,0.52,11.3
"55","NAGS","GH17F044049","chr17",44049288,44050522,0.52,11.24
"56","ASB16","GH17F044049","chr17",44049288,44050522,0.52,10.52
"57","LSM12","GH17F044049","chr17",44049288,44050522,0.52,0.34
"58","PLXDC1","GH17F039046","chr17",39046462,39047288,1.02,12.04
"59","LINC00672","GH17F039046","chr17",39046462,39047288,1.02,5.01
"60","C1QTNF1","GH17F079022","chr17",79022249,79028788,1.33,14.87
"61","ENGASE","GH17F079022","chr17",79022249,79028788,1.33,8.14
"62","CANT1","GH17F079022","chr17",79022249,79028788,1.33,8.13
"63","CDRT4","GH17F015452","chr17",15452261,15454763,0.69,8.52
"64","METRNL","GH17F083109","chr17",83109164,83112050,1.09,13.14
"65","OGFOD3","GH17F083109","chr17",83109164,83112050,1.09,10.87
"66","B3GNTL1","GH17F083109","chr17",83109164,83112050,1.09,6.07
"67","KCNJ12","GH17F021277","chr17",21277602,21280799,1.35,13.82
"68","DHRS7B","GH17F021277","chr17",21277602,21280799,1.35,11.77
"69","NATD1","GH17F021277","chr17",21277602,21280799,1.35,4.44
"70","MAP2K3","GH17F021277","chr17",21277602,21280799,1.35,0.4
"71","TBKBP1","GH17F047670","chr17",47670175,47670600,0.71,12.95
"72","KPNB1","GH17F047670","chr17",47670175,47670600,0.71,11.6
"73","OSBPL7","GH17F047670","chr17",47670175,47670600,0.71,10.82
"74","RAP1GAP2","GH17F002777","chr17",2777547,2777636,0.46,0.31
