"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","MRPL40","GH22F019463","chr22",19463125,19464918,0.25,11.63
"2","CLTCL1","GH22F019463","chr22",19463125,19464918,0.25,11.22
"3","DGCR8","GH22F019463","chr22",19463125,19464918,0.25,10.84
"4","TSSK2","GH22F019463","chr22",19463125,19464918,0.25,10.44
"5","DGCR2","GH22F019463","chr22",19463125,19464918,0.25,10.44
"6","SCARF2","GH22F019463","chr22",19463125,19464918,0.25,10.29
"7","CECR2","GH22F017233","chr22",17233077,17236254,1.09,10.25
"8","GAB4","GH22F017233","chr22",17233077,17236254,1.09,3.25
"9","SEC14L3","GH22F030399","chr22",30399601,30400480,0.77,9.61
"10","SEC14L2","GH22F030399","chr22",30399601,30400480,0.77,0.76
"11","PPM1F","GH22F021927","chr22",21927028,21927753,0.25,12.17
"12","TOP3B","GH22F021927","chr22",21927028,21927753,0.25,12.09
"13","NPTXR","GH22F038792","chr22",38792945,38794834,0.25,13.17
"14","DNAL4","GH22F038792","chr22",38792945,38794834,0.25,12.7
"15","SUN2","GH22F038792","chr22",38792945,38794834,0.25,0.76
"16","WBP2NL","GH22F041952","chr22",41951257,41951406,0.25,11.09
"17","LINC00634","GH22F041952","chr22",41951257,41951406,0.25,0.76
"18","CENPM","GH22F041952","chr22",41951257,41951406,0.25,0.76
"19","PDGFB","GH22F039170","chr22",39170602,39180399,1.69,14.27
"20","APOBEC3G","GH22F039170","chr22",39170602,39180399,1.69,12.56
"21","SUN2","GH22F039170","chr22",39170602,39180399,1.69,8.18
"22","TOMM22","GH22F039170","chr22",39170602,39180399,1.69,4.85
"23","ATF4","GH22F039170","chr22",39170602,39180399,1.69,4.71
"24","APOBEC3D","GH22F039170","chr22",39170602,39180399,1.69,4.41
"25","JOSD1","GH22F039170","chr22",39170602,39180399,1.69,2.68
"26","GTPBP1","GH22F039170","chr22",39170602,39180399,1.69,2.11
"27","APOBEC3H","GH22F039170","chr22",39170602,39180399,1.69,1.91
"28","PPARA","GH22F046111","chr22",46111692,46117301,0.98,0.25
"29","PPIL2","GH22F021646","chr22",21646682,21647461,0.46,8.85
"30","MYO18B","GH22F025764","chr22",25764579,25765594,0.94,13.41
