chr	gene_id	gene_start	gene_end	GeneScan3D.Cauchy	GeneScan3D.Cauchy_knockoff_1	GeneScan3D.Cauchy_knockoff_2	GeneScan3D.Cauchy_knockoff_3	GeneScan3D.Cauchy_knockoff_4	GeneScan3D.Cauchy_knockoff_5
1	SCNN1D	1215816	1227409	0.480383812114449	0.335088533815275	0.502311271639622	0.399877694658994	0.546204379876743	0.160928868625008
1	ACAP3	1227756	1244989	0.885539452755325	0.281768507098519	0.704244045229206	0.754655059138034	0.310247549807514	0.580368448466211
1	PUSL1	1243947	1247057	0.877950493288984	0.554447100979413	0.0185013405210851	0.770476133723518	0.621857183649322	0.602787088986921
1	CPSF3L	1246965	1260071	0.615904741977038	0.591829369270471	0.687431538002025	0.59083526003734	0.428443140095197	0.08493813522725
1	GLTPD1	1260136	1264277	0.596858758295818	0.56806571891992	0.616955524873526	0.127040469157134	0.319406654058729	0.719934870881839
1	TAS1R3	1266694	1270686	0.793018202875907	0.492193233752809	0.123207136578207	0.328474659873029	0.466001543082942	0.857295932694287
1	DVL1	1270656	1284730	0.776043374897966	0.480958456038648	0.505307056755208	0.567607961856927	0.128648843637359	0.510546215749268
1	MXRA8	1288069	1297157	0.880584273980129	0.843273422396505	0.0121627501917645	0.417264612939109	0.728623977276781	0.066722387691361
1	AURKAIP1	1309110	1310875	0.86263478279591	0.821374789038183	0.750449865134226	0.846416046960857	0.896371939442784	0.814602861757255
1	CCNL2	1321091	1334708	0.793753953856068	0.226244756613302	0.860282269773225	0.78305435854573	0.162672297423127	0.0776291796533002
1	MRPL20	1337288	1342693	0.740555103635373	0.349008873789845	0.215847862463475	0.843357077754248	0.513480648888381	0.171989977696979
1	ANKRD65	1353800	1357149	0.359142681354279	0.166629089570718	0.317463437474408	0.572336371302835	0.758741041842554	0.781415565354051
1	TMEM88B	1361508	1363167	0.58956740758357	0.82320520312417	0.723828032945329	0.401018221246766	0.902715393966879	0.700339985381526
1	VWA1	1370241	1378262	0.575827229635756	0.0199930023006448	0.146182540420726	0.727399437632526	0.22005639507272	0.217975266287656
1	ATAD3C	1385069	1405538	0.560149317167938	0.117115778060434	0.0536915839357045	0.0323456826840192	0.0115822286077174	0.423379772491766
1	ATAD3B	1407143	1433228	0.548860663386155	0.328116372604021	0.758380841829148	0.281161880159548	0.251022943778354	0.760418375749797
1	ATAD3A	1447531	1470067	0.788170623702212	0.815306534954583	0.178215430200917	0.730133089533277	0.131917004088707	0.822328241641513
1	TMEM240	1470554	1475833	0.741070342524293	0.598695265494317	0.744792868171769	0.0381214191928126	0.750405316765723	0.289750397314693
1	SSU72	1477053	1510249	0.74463832440491	0.868298798593212	0.526419178268829	0.0282176974846964	0.863167493091411	0.80284510928905
1	C1orf233	1533392	1535476	0.752165412529906	0.896431621642511	0.616340632372283	0.33361535194893	0.599897921715854	0.462201768405801
