chr	gene_id	gene_start	gene_end	GeneScan3D.Cauchy	GeneScan3D.Cauchy_knockoff_1	GeneScan3D.Cauchy_knockoff_2	GeneScan3D.Cauchy_knockoff_3	GeneScan3D.Cauchy_knockoff_4	GeneScan3D.Cauchy_knockoff_5
1	SAMD11	860260	879955	0.586180110289504	0.0594783977929441	0.0840339403605702	0.873782136126135	0.106249316887478	0.748024369752326
1	NOC2L	879584	894689	0.716773005186155	0.55282082476883	0.789257614200909	0.814921466523731	0.801749471902784	0.632966309558391
1	KLHL17	895967	901095	0.690027357535129	0.779792919079284	0.749024690014353	0.855952987277707	0.804815422075993	0.692793352397952
1	PLEKHN1	901877	911245	0.243355306115249	0.84764374841535	0.110268787475395	0.284733484848727	0.474351370853152	0.118590374401885
1	C1orf170	910579	917497	0.380257149498786	0.661214473623747	0.0329744194504978	0.0202809407871688	0.375123887239468	0.638486908152262
1	HES4	934342	935552	0.584804133268351	0.0818640720891595	0.839369263271734	0.774549458754175	0.43136286180682	0.156240352223755
1	ISG15	948803	949920	0.553767018794269	0.625955839644591	0.814417754218235	0.236530947107845	0.409798790134263	0.0582128603154024
1	AGRN	955503	991496	0.670838861601443	0.271114738757308	0.684810066697593	0.802943290016185	0.309533257298726	0.286204471657751
1	RNF223	1006346	1009687	0.0984972776853315	0.0343679282325995	0.855482589673671	0.53431789687227	0.874011220131487	0.634163353227122
1	C1orf159	1017198	1051741	0.693914395173723	0.820930865578062	0.198866857515984	0.466313308194744	0.109604336895166	0.488358745877201
1	TTLL10	1109264	1133315	0.226531406172242	0.823168883282851	0.845388151889999	0.807117214505416	0.59805763061089	0.811827863209713
1	TNFRSF18	1138888	1142071	0.618902126141916	0.586626085628048	0.802484139961282	0.536552049722332	0.499464053047106	0.787077316899377
1	TNFRSF4	1146706	1149518	0.639752195254595	0.680826438765882	0.768563999895739	0.838970914336523	0.709534401462464	0.606698891662228
1	SDF4	1152288	1167411	0.313849920136625	0.159304605479079	0.559088928061899	0.867328645877868	0.817461752356259	0.218395946001505
1	B3GALT6	1167629	1170421	0.246977686961426	0.738751572409592	0.127109768094691	0.0413101421898406	0.746893154523382	0.685450288497939
1	FAM132A	1177826	1182102	0.0146089199493094	0.611378004765602	0.0259077718091387	0.287438221041278	0.0407351688301958	0.86244175747682
1	UBE2J2	1189289	1209265	0.668220370121036	0.729317439215784	0.30390526040697	0.576366848986882	0.588290262742501	0.374747395283298
