chr	start	end	actual_start	actual_end	signal	kappa	tau	W	P_KS	P_KS_k1	P_KS_k2	P_KS_k3	P_KS_k4	P_KS_k5	burden_MAF<0.01&MAC>25&Beta	dispersion_MAF<0.01&MAC>25&Beta	singleCauchy
1	2216943	2217943	2217097	2217698	0	3	1.38686895147417	0	0.698357458260471	0.689254150069708	0.907586662362512	0.0372408130059754	0.971365127067127	0.978602000055151	0.770769967929757	0.610998802864617	0.684062462787471
1	2216943	2221943	2217097	2220324	0	3	1.41067629746674	0	0.822632266150933	0.665824741866651	0.92075282140881	0.0357657025897207	0.954032717271152	0.972648407982942	0.924987092835275	0.604907084856867	0.595159211607472
1	2216943	2226943	2217097	2226701	0	3	34.0775840470528	0	0.0215505049651454	0.00000000000000000000000000484225426532157	0.00000000000000111022302462516	0.000000000000000000000000000000000000000000000000000000123153065491487	0.0000000000000000000000000000000000000000498061496315672	0.0000000000000000000014724117472696	0.796057048617394	0.0223233124712503	0.0101503230048678
1	2219443	2224443	2220324	2224362	0	0	2.48547425106654	2.48547425106654	0.0027270164642339	0.833992242587028	0.205983148078411	0.447570662080792	0.971191353678495	0.92960475829848	0.078801755285147	0.00133988761319093	0.00292972049612983
1	2221943	2226943	2223035	2226701	0	3	39.9320132598133	0	0.0097550398606584	0.00000000000000000000000000000000226891217289668	0.0000000000000000000687928595912192	0.000000000000000000000000000000000000000000000000000000000000000000588603591630523	0.0000000000000000000000000000000000000000000000000262359908890051	0.00000000000000000000000000503310705059208	0.806897306680484	0.00575652283686445	0.00723113054929525
1	2221943	2231943	2223035	2231848	0	3	27.3688578547559	0	0.0310152941625885	0.0000000000000000000000000000000000536688695323619	0.00000000000000000000142225571956954	0.0000000000000000000000000000000000000000000000000000000000000229543285109934	0.000000000000000000000000000000000000000000000000000000494280697305199	0.000000000000000000000000000000000000000000130038070404923	0.626219392337189	0.0363525307395441	0.0142058324566193
1	2222943	2223943	2223035	2223672	0	0	2.68560860067543	2.68560860067543	0.00153595015926578	0.744707493670503	0.0831172278439716	0.191631694220027	0.970542337742265	0.968642130354493	0.0107072017761225	0.000849241235838294	0.00146563254397192
1	2223443	2224443	2223672	2224362	0	0	2.43536716721635	2.43536716721635	0.00152837955500451	0.416484062250571	0.112692411319209	0.270086332215661	0.973049173366964	0.867944861122503	0.00274943741446547	0.00108971891337473	0.00146737947625353
1	2223943	2224943	2224362	2224757	0	5	1.71664716555235	0	0.131633050211772	0.908483495637393	0.977006919354862	0.915650157602491	0.870946273366054	0.0174449559181804	0.105731282244993	0.132158947777954	0.171856702657674
1	2224443	2225443	2224710	2224757	0	5	1.93102299163466	0	0.0501063854518618	0.754631595709718	0.979696525797962	0.849645144031119	0.867841325442375	0.00995897375796628	0.0258380352443993	0.0808430742151213	0.110807506691001
1	2224443	2229443	2224710	2229416	0	3	28.5537742838626	0	0.191180043396652	0.0000000000000000000000000000000000301069789232219	0.000000000000000000000572713587016864	0.000000000000000000000000000000000000000000000000000000000000000841187663092014	0.000000000000000000000000000000000000000000000000000000453112515574096	0.00000000000000000000000000000000000000000000362656263838398	0.0447777492733139	0.425317906661312	0.895020565169106
1	2224943	2225943	2225497	2225591	0	3	0.478895626984026	0	0.241972334110247	0.277953176045701	0.1785500216672	0.0922732917568496	0.979785411489422	0.566812652276347	0.357053122160689	0.186116333373277	0.226117056622963
1	2225443	2226443	2225497	2226290	0	4	30.3630059910548	0	0.355372846559942	0.00000000000000000000000000000000000428803081785105	0.000000000000000000000073048006740467	0.00000000000000000000000000000140820220530745	0.0000000000000000000000000000000000000000000000000000316666687245513	0.000000390249752069138	0.356961896335146	0.335706863817696	0.374622318473588
1	2225943	2226943	2226290	2226701	0	3	46.820012768639	0	0.832915340269625	0.00000000000000000000000000000000000000016741307529619	0.000000000000000000000000351646275739533	0.00000000000000000000000000000000000000000000000000000000000000000000000000000312887445628369	0.00000000000000000000000000000000000000000000000000000000000416134785864644	0.000000000000000000000000000000206728763208246	0.867920140854018	0.873641486272797	0.653888437803857
1	2226443	2227443	2226644	2227082	0	5	36.9660573241938	0	0.574543620417785	0.00000274270760747264	0.0000844360930389865	0.00000000000000000000000000000000000000000137700570516358	0.0000000000313771231219562	0.000000000000000000000000000000000000000000296566564978873	0.560763357183609	0.653320193275131	0.49990675853278
1	2226943	2231943	2227082	2231848	0	5	15.2533819416693	0	0.846458879835044	0.00000673777471393855	0.0000947905418455797	0.00427959922855414	0.000000000249413822928091	0.000000000000000000052891156607081	0.639078125063777	0.678906083216312	0.932326325775719
1	2226943	2236943	2227082	2236651	0	5	9.23851554183781	0	0.830200277436234	0.0203885738964427	0.0471248077508695	0.296639694185358	0.0000346491791013426	0.0000000000272103450882355	0.723463371675395	0.835263580307291	0.877893699933041
1	2227943	2228943	2228486	2228738	0	2	1.05254609702482	0	0.985875416493638	0.732224903427458	0.0648781411747343	0.467441549262527	0.642715314123744	0.935603554589204	0.980037895647153	1	0.98395190650521
1	2228443	2229443	2228486	2229416	0	2	0.787323947924721	0	0.929769935486563	0.806611823749393	0.147886232627072	0.90625766634376	0.514010457873873	0.976774242395269	0.459650704438546	0.657245773440923	0.97549649965025
1	2228943	2229943	2229416	2229898	0	0	0.450917721710685	0.450917721710685	0.34424144935127	0.870025717447739	0.974081845464699	0.972256562667364	0.685552455737009	0.974870009119426	0.688265419983259	0.237285328135699	0.222982787921198
1	2229443	2230443	2229600	2229898	0	1	1.6612027090345	0	0.136171865327395	0.0211722362571295	0.971751200111867	0.970441679099783	0.972042872689889	0.970409403837798	0.0877085924888585	0.174761509203344	0.196562496741706
1	2229443	2234443	2229600	2232921	0	1	0.984626732324036	0	0.630246889291606	0.0652956092506993	0.486690505264998	0.853808953310296	0.3674119571927	0.855381300027955	0.779664685173869	0.611251074767822	0.416149363615144
1	2231443	2232443	2231848	2232145	0	4	1.37218834673803	0	0.39008954334499	0.023744228332814	0.0292437931974906	0.973664024361655	0.016556783203828	0.964321182602417	0.273105261662407	0.414765768931706	0.518972600993937
1	2231943	2232943	2232145	2232921	0	0	0.227143674367513	0.227143674367513	0.414531294677923	0.870606819315509	0.453750830483518	0.699360334995629	0.973934683412077	0.545119609983819	0.297594744424096	0.517034584762673	0.455452053884439
1	2231943	2236943	2232145	2236651	0	4	0.0234467478482699	0	0.866287431134512	0.979672303081644	0.881252625890613	0.840572792763215	0.834936940618296	0.899341194847831	0.940667803440069	0.763860448431672	0.59940403762471
1	2231943	2241943	2232145	2241903	0	0	0.111726035681082	0.111726035681082	0.750983854742307	0.973177664178215	0.971307262473714	0.97223762720028	0.968390542098713	0.970323891965062	0.737795837105178	0.85116138933403	0.535517367542538
1	2234443	2235443	2234791	2235378	0	0	0.281259425559409	0.281259425559409	0.397435554120658	0.643470969983273	0.971140424971217	0.629187362150687	0.977463710750075	0.759497137809299	0.634045553073975	0.312896987257383	0.288533141626603
