"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","APOL6","GH22F035751","chr22",36148006,36149419,1.9,11
"2","MB","GH22F035751","chr22",36148006,36149419,1.9,10.49
"3","IGLL5","GH22F022883","chr22",23225982,23227842,1.82,10.89
"4","TTC38","GH22F046747","chr22",47143699,47151296,1.81,7.97
"5","TBC1D22A","GH22F046747","chr22",47143699,47151296,1.81,6.37
"6","CERK","GH22F046747","chr22",47143699,47151296,1.81,5.19
"7","GRAMD4","GH22F046747","chr22",47143699,47151296,1.81,4.95
"8","TRMU","GH22F046747","chr22",47143699,47151296,1.81,1.31
"9","FOXRED2","GH22F036418","chr22",36814447,36817466,1.76,12.57
"10","SLC16A8","GH22F037993","chr22",38389233,38397011,1.72,10.01
"11","GALR3","GH22F037993","chr22",38389233,38397011,1.72,9.28
"12","TRIOBP","GH22F037993","chr22",38389233,38397011,1.72,5.47
"13","BAIAP2L2","GH22F037993","chr22",38389233,38397011,1.72,5.37
"14","KDELR3","GH22F037993","chr22",38389233,38397011,1.72,4.09
"15","SOX10","GH22F037993","chr22",38389233,38397011,1.72,0.4
"16","EP300","GH22F040321","chr22",40717865,40722572,1.71,16.53
"17","ADSL","GH22F040321","chr22",40717865,40722572,1.71,12.51
"18","ZNRF3","GH22F028885","chr22",29281576,29282997,1.71,11.56
"19","CCDC117","GH22F028885","chr22",29281576,29282997,1.71,10.19
"20","C22orf31","GH22F028885","chr22",29281576,29282997,1.71,9.75
"21","CHEK2","GH22F028885","chr22",29281576,29282997,1.71,5.3
"22","ATXN10","GH22F045638","chr22",46034160,46036279,1.7,16.02
"23","TRMU","GH22F045638","chr22",46034160,46036279,1.7,13.07
"24","CDPF1","GH22F045638","chr22",46034160,46036279,1.7,12.17
"25","PDGFB","GH22F039170","chr22",39566607,39576404,1.69,14.27
"26","APOBEC3G","GH22F039170","chr22",39566607,39576404,1.69,12.56
"27","SUN2","GH22F039170","chr22",39566607,39576404,1.69,8.18
"28","TOMM22","GH22F039170","chr22",39566607,39576404,1.69,4.85
"29","ATF4","GH22F039170","chr22",39566607,39576404,1.69,4.71
"30","APOBEC3D","GH22F039170","chr22",39566607,39576404,1.69,4.41
"31","JOSD1","GH22F039170","chr22",39566607,39576404,1.69,2.68
"32","GTPBP1","GH22F039170","chr22",39566607,39576404,1.69,2.11
"33","APOBEC3H","GH22F039170","chr22",39566607,39576404,1.69,1.91
"34","SFI1","GH22F031283","chr22",31679843,31690334,1.68,13.72
"35","PATZ1","GH22F031283","chr22",31679843,31690334,1.68,10.37
"36","PIK3IP1","GH22F031283","chr22",31679843,31690334,1.68,9.76
"37","RNF185","GH22F031283","chr22",31679843,31690334,1.68,6.08
"38","LIMK2","GH22F031283","chr22",31679843,31690334,1.68,4.13
"39","SMTN","GH22F031283","chr22",31679843,31690334,1.68,2.16
"40","DEPDC5","GH22F031283","chr22",31679843,31690334,1.68,1.45
"41","GRAMD4","GH22F046585","chr22",46981499,47001896,1.68,14.48
"42","TBC1D22A","GH22F046585","chr22",46981499,47001896,1.68,4.31
"43","CERK","GH22F046585","chr22",46981499,47001896,1.68,2.81
"44","OSM","GH22F030270","chr22",30666335,30667789,1.67,36.02
"45","TBC1D10A","GH22F030270","chr22",30666335,30667789,1.67,12.84
"46","MTMR3","GH22F030270","chr22",30666335,30667789,1.67,8.92
"47","SLC35E4","GH22F030270","chr22",30666335,30667789,1.67,7.03
"48","DUSP18","GH22F030270","chr22",30666335,30667789,1.67,3.96
"49","SF3A1","GH22F030270","chr22",30666335,30667789,1.67,2.67
"50","CCDC157","GH22F030270","chr22",30666335,30667789,1.67,1.9
"51","TMEM211","GH22F025067","chr22",25462969,25467401,1.67,10.55
"52","KIAA1671","GH22F025067","chr22",25462969,25467401,1.67,7.5
"53","CRYBB2","GH22F025067","chr22",25462969,25467401,1.67,7.4
"54","SLC25A17","GH22F040863","chr22",41259805,41260804,1.67,11.25
"55","XPNPEP3","GH22F040863","chr22",41259805,41260804,1.67,4.87
"56","SYNGR1","GH22F039388","chr22",39784006,39785732,1.64,27.73
"57","MGAT3","GH22F039388","chr22",39784006,39785732,1.64,13.37
"58","RPL3","GH22F039388","chr22",39784006,39785732,1.64,11.22
"59","MIEF1","GH22F039388","chr22",39784006,39785732,1.64,10.49
"60","CACNA1I","GH22F039388","chr22",39784006,39785732,1.64,9.84
"61","CBX7","GH22F039388","chr22",39784006,39785732,1.64,4.48
"62","APOBEC3G","GH22F039388","chr22",39784006,39785732,1.64,2.29
"63","APOBEC3D","GH22F039388","chr22",39784006,39785732,1.64,1.88
"64","TAB1","GH22F039388","chr22",39784006,39785732,1.64,0.36
"65","IL2RB","GH22F037161","chr22",37557046,37561646,1.64,14.77
"66","TMPRSS6","GH22F037161","chr22",37557046,37561646,1.64,10.86
"67","C1QTNF6","GH22F037161","chr22",37557046,37561646,1.64,4.59
"68","MFNG","GH22F037161","chr22",37557046,37561646,1.64,2.52
"69","RAC2","GH22F037161","chr22",37557046,37561646,1.64,2.38
"70","SH3BP1","GH22F037161","chr22",37557046,37561646,1.64,1.88
"71","SAMM50","GH22F044081","chr22",44477080,44477481,1.63,11.53
"72","EP300","GH22F040709","chr22",41105014,41111339,1.61,29.01
"73","XRCC6","GH22F040709","chr22",41105014,41111339,1.61,18.2
