"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","NR2F2","GH15F096319","chr15",96862902,96904818,2.72,17.37
"2","TCF12","GH15F057133","chr15",57425200,57428598,2.48,5.1
"3","MAP2K5","GH15F067782","chr15",68074548,68078137,2.28,21.43
"4","SKOR1","GH15F067782","chr15",68074548,68078137,2.28,12.18
"5","PIAS1","GH15F067782","chr15",68074548,68078137,2.28,4.95
"6","SKOR1","GH15F067787","chr15",68079283,68080713,2.21,21.01
"7","MAP2K5","GH15F067787","chr15",68079283,68080713,2.21,10.08
"8","PIAS1","GH15F067787","chr15",68079283,68080713,2.21,5.56
"9","SPATA8","GH15F096889","chr15",97433032,97434629,2.19,10.22
"10","TLE3","GH15F070088","chr15",70381309,70394550,2.04,39.48
"11","MTFMT","GH15F065085","chr15",65377669,65383176,1.92,17.57
"12","ZNF609","GH15F065085","chr15",65377669,65383176,1.92,14
"13","UBAP1L","GH15F065085","chr15",65377669,65383176,1.92,8.77
"14","RASL12","GH15F065085","chr15",65377669,65383176,1.92,4.03
"15","KBTBD13","GH15F065085","chr15",65377669,65383176,1.92,0.36
"16","MAP2K5","GH15F067611","chr15",67903636,67905325,1.84,15.77
"17","RCCD1","GH15F090851","chr15",91394432,91397229,1.8,11.2
"18","FES","GH15F090851","chr15",91394432,91397229,1.8,10.96
"19","IQGAP1","GH15F090851","chr15",91394432,91397229,1.8,3.91
"20","VPS33B","GH15F090851","chr15",91394432,91397229,1.8,2.17
"21","UNC45A","GH15F090851","chr15",91394432,91397229,1.8,2.15
"22","CRTC3","GH15F090851","chr15",91394432,91397229,1.8,2.11
"23","MYO1E","GH15F059290","chr15",59582378,59600009,1.77,12.27
"24","BNIP2","GH15F059290","chr15",59582378,59600009,1.77,3.45
"25","RNF111","GH15F059290","chr15",59582378,59600009,1.77,1.42
"26","BCL2A1","GH15F079960","chr15",80252737,80255342,1.75,24.97
"27","ZFAND6","GH15F079960","chr15",80252737,80255342,1.75,6.71
"28","ST20-MTHFS","GH15F079960","chr15",80252737,80255342,1.75,4.69
"29","MTHFS","GH15F079960","chr15",80252737,80255342,1.75,3.32
"30","ST20","GH15F079960","chr15",80252737,80255342,1.75,2.75
"31","MAP2K1","GH15F066800","chr15",67092521,67098039,1.72,5.8
"32","MYO1E","GH15F059236","chr15",59528538,59530673,1.72,11.29
"33","BNIP2","GH15F059236","chr15",59528538,59530673,1.72,4.06
"34","RNF111","GH15F059236","chr15",59528538,59530673,1.72,2.78
"35","ADAM10","GH15F059236","chr15",59528538,59530673,1.72,1.2
"36","SLTM","GH15F059236","chr15",59528538,59530673,1.72,1.15
"37","SNRPN","GH15F024877","chr15",25122891,25123946,1.7,4.88
"38","SNURF","GH15F024877","chr15",25122891,25123946,1.7,3.78
"39","NPAP1","GH15F024877","chr15",25122891,25123946,1.7,1.32
"40","MESDC1","GH15F081022","chr15",81314942,81318340,1.7,46.08
"41","MESDC2","GH15F081022","chr15",81314942,81318340,1.7,11.97
"42","STARD5","GH15F081022","chr15",81314942,81318340,1.7,6.74
"43","C15orf39","GH15F075072","chr15",75365142,75366245,1.68,31.77
"44","SCAMP2","GH15F075072","chr15",75365142,75366245,1.68,10.64
"45","RPP25","GH15F075072","chr15",75365142,75366245,1.68,5.75
"46","CSK","GH15F075072","chr15",75365142,75366245,1.68,4.63
"47","SIN3A","GH15F075072","chr15",75365142,75366245,1.68,3.81
"48","MAN2C1","GH15F075072","chr15",75365142,75366245,1.68,2.65
"49","CLK3","GH15F075072","chr15",75365142,75366245,1.68,2.3
"50","PPCDC","GH15F075072","chr15",75365142,75366245,1.68,0.23
"51","ISG20","GH15F088634","chr15",89177502,89186196,1.68,35.19
"52","AEN","GH15F088634","chr15",89177502,89186196,1.68,7.39
"53","ABHD2","GH15F088634","chr15",89177502,89186196,1.68,1.8
"54","KLF13","GH15F031337","chr15",31629429,31665912,1.68,31.65
"55","GOLGA8R","GH15F031337","chr15",31629429,31665912,1.68,6.81
"56","MTMR10","GH15F031337","chr15",31629429,31665912,1.68,3.27
"57","KLF13","GH15F031299","chr15",31591931,31601602,1.68,0.31
"58","ADAM10","GH15F058329","chr15",58621834,58627480,1.68,11.44
