"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","TMTC4","GH13F100391","chr13",101043469,101049665,2.41,4.92
"2","GGACT","GH13F100391","chr13",101043469,101049665,2.41,1.75
"3","TM9SF2","GH13F100360","chr13",101013206,101018002,2.36,12.72
"4","GSX1","GH13F027744","chr13",28318579,28320134,2.34,11.65
"5","GPR18","GH13F099685","chr13",100337696,100343810,2.31,11.53
"6","CLYBL","GH13F099685","chr13",100337696,100343810,2.31,5.42
"7","EFNB2","GH13F106529","chr13",107181398,107189530,2.3,3.51
"8","GSX1","GH13F027821","chr13",28395380,28397536,2.17,12.86
"9","CDX2","GH13F027821","chr13",28395380,28397536,2.17,11.33
"10","GSX1","GH13F027728","chr13",28302581,28302730,2.01,11.04
"11","GGACT","GH13F100508","chr13",101160878,101164054,1.92,8.13
"12","TMTC4","GH13F100508","chr13",101160878,101164054,1.92,5.68
"13","TEX29","GH13F111384","chr13",112037261,112038041,1.87,5.5
"14","POU4F1","GH13F078608","chr13",79182736,79184051,1.84,0.4
"15","ARGLU1","GH13F106099","chr13",106751722,106754584,1.78,1.22
"16","CDC16","GH13F114139","chr13",114905277,114921074,1.77,17.55
"17","RASA3","GH13F114139","chr13",114905277,114921074,1.77,15.31
"18","CHAMP1","GH13F114139","chr13",114905277,114921074,1.77,9.75
"19","UPF3A","GH13F114139","chr13",114905277,114921074,1.77,8.47
"20","RASA3","GH13F114104","chr13",114869826,114879156,1.74,26.95
"21","CDC16","GH13F114104","chr13",114869826,114879156,1.74,20.37
"22","UPF3A","GH13F114104","chr13",114869826,114879156,1.74,6.03
"23","FNDC3A","GH13F048858","chr13",49432338,49434936,1.74,17.6
"24","EBPL","GH13F048858","chr13",49432338,49434936,1.74,5.54
"25","RCBTB2","GH13F048858","chr13",49432338,49434936,1.74,2.76
"26","RAB20","GH13F110131","chr13",110783933,110791691,1.73,10.17
"27","IRS2","GH13F110131","chr13",110783933,110791691,1.73,9.82
"28","ITM2B","GH13F048184","chr13",48758267,48764447,1.72,12.9
"29","MED4","GH13F048184","chr13",48758267,48764447,1.72,10.71
"30","STARD13","GH13F033181","chr13",33756073,33774826,1.68,20.23
"31","KL","GH13F033181","chr13",33756073,33774826,1.68,10.82
"32","USP12","GH13F027130","chr13",27703939,27710536,1.67,20.75
"33","RPL21","GH13F027130","chr13",27703939,27710536,1.67,10.87
"34","RASL11A","GH13F027130","chr13",27703939,27710536,1.67,10.66
"35","TUBGCP3","GH13F113151","chr13",113806059,113809632,1.64,16.33
"36","F10","GH13F113151","chr13",113806059,113809632,1.64,10.89
"37","PROZ","GH13F113151","chr13",113806059,113809632,1.64,7.99
"38","CUL4A","GH13F113151","chr13",113806059,113809632,1.64,3.28
"39","ATP11A","GH13F113151","chr13",113806059,113809632,1.64,1.33
"40","LRCH1","GH13F046659","chr13",47233346,47235894,1.64,7.25
"41","RAB20","GH13F110535","chr13",111187884,111191546,1.64,70.48
"42","COL4A2","GH13F110535","chr13",111187884,111191546,1.64,11.28
"43","ANKRD10","GH13F110535","chr13",111187884,111191546,1.64,11.06
"44","ING1","GH13F110535","chr13",111187884,111191546,1.64,1.2
"45","RASA3","GH13F114048","chr13",114813727,114815234,1.63,14.47
"46","UPF3A","GH13F114048","chr13",114813727,114815234,1.63,6.31
"47","GRK1","GH13F113615","chr13",114270116,114272130,1.63,14.16
"48","DCUN1D2","GH13F113615","chr13",114270116,114272130,1.63,13.54
"49","TMCO3","GH13F113615","chr13",114270116,114272130,1.63,10.68
"50","USPL1","GH13F030795","chr13",31369827,31372072,1.62,10.29
"51","HMGB1","GH13F030795","chr13",31369827,31372072,1.62,10.29
"52","ALOX5AP","GH13F030795","chr13",31369827,31372072,1.62,3.66
"53","GPR18","GH13F099214","chr13",99866256,99868986,1.62,14.75
"54","UBAC2","GH13F099214","chr13",99866256,99868986,1.62,8.57
"55","DOCK9","GH13F099214","chr13",99866256,99868986,1.62,2.07
"56","CLYBL","GH13F099214","chr13",99866256,99868986,1.62,1.75
"57","CDC16","GH13F113905","chr13",114608894,114612419,1.62,15.27
"58","GAS6","GH13F113905","chr13",114608894,114612419,1.62,12.38
"59","RASA3","GH13F113905","chr13",114608894,114612419,1.62,9.93
"60","DCUN1D2","GH13F113905","chr13",114608894,114612419,1.62,9.3
"61","WBP4","GH13F041052","chr13",41626138,41629935,1.62,9.67
"62","ELF1","GH13F041052","chr13",41626138,41629935,1.62,6.86
"63","RGCC","GH13F041052","chr13",41626138,41629935,1.62,5.06
"64","NAA16","GH13F041052","chr13",41626138,41629935,1.62,1.53
"65","FLT3","GH13F028046","chr13",28620802,28625255,1.61,12.92
"66","TMCO3","GH13F113606","chr13",114260716,114263107,1.61,11.09
"67","DCUN1D2","GH13F113606","chr13",114260716,114263107,1.61,2.7
"68","LRCH1","GH13F046662","chr13",47236337,47243788,1.6,20.83
"69","LCP1","GH13F046662","chr13",47236337,47243788,1.6,1.31
"70","INTS6","GH13F051240","chr13",51814937,51816141,1.6,5.43
"71","RB1","GH13F048578","chr13",49152138,49154935,1.59,9.67
"72","RCBTB2","GH13F048578","chr13",49152138,49154935,1.59,8.64
"73","LPAR6","GH13F048578","chr13",49152138,49154935,1.59,6.85
"74","FNDC3A","GH13F048578","chr13",49152138,49154935,1.59,6.41
"75","ITM2B","GH13F048578","chr13",49152138,49154935,1.59,1.15
"76","TNFSF11","GH13F042524","chr13",43098400,43100122,1.58,16.9
"77","AKAP11","GH13F042524","chr13",43098400,43100122,1.58,6.16
"78","DGKH","GH13F042524","chr13",43098400,43100122,1.58,1.43
"79","HMGB1","GH13F030790","chr13",31364918,31367891,1.57,16.51
"80","USPL1","GH13F030790","chr13",31364918,31367891,1.57,10.27
"81","MEDAG","GH13F030790","chr13",31364918,31367891,1.57,9.74
"82","ALOX5AP","GH13F030790","chr13",31364918,31367891,1.57,0.17
"83","RASL11A","GH13F027034","chr13",27608738,27612337,1.57,10.84
"84","WASF3","GH13F027034","chr13",27608738,27612337,1.57,3.59
"85","GPR12","GH13F027034","chr13",27608738,27612337,1.57,1.61
"86","TPP2","GH13F101751","chr13",102403622,102404590,1.57,4.67
"87","NALCN","GH13F101751","chr13",102403622,102404590,1.57,1.22
"88","TM9SF2","GH13F099319","chr13",99971734,99976253,1.57,12.79
"89","GPR18","GH13F099319","chr13",99971734,99976253,1.57,10.7
"90","UBAC2","GH13F099319","chr13",99971734,99976253,1.57,7.11
"91","GPR183","GH13F099319","chr13",99971734,99976253,1.57,5.72
"92","TRIM13","GH13F050243","chr13",50817934,50820152,1.56,13.46
"93","KCNRG","GH13F050243","chr13",50817934,50820152,1.56,10.38
"94","KPNA3","GH13F050243","chr13",50817934,50820152,1.56,1.17
"95","FOXO1","GH13F040483","chr13",41057738,41061137,1.56,3.58
"96","MRPS31","GH13F040483","chr13",41057738,41061137,1.56,1.29
"97","RAB20","GH13F110470","chr13",111122549,111125025,1.56,13.33
"98","ANKRD10","GH13F110470","chr13",111122549,111125025,1.56,3.89
"99","ING1","GH13F110470","chr13",111122549,111125025,1.56,2.44
"100","STARD13","GH13F033727","chr13",34301939,34305155,1.56,9.56
"101","RFC3","GH13F033727","chr13",34301939,34305155,1.56,0.16
"102","GRK1","GH13F113646","chr13",114300916,114302896,1.56,19.07
"103","DCUN1D2","GH13F113646","chr13",114300916,114302896,1.56,9.16
"104","GAS6","GH13F113646","chr13",114300916,114302896,1.56,7.08
"105","UBAC2","GH13F099269","chr13",99921856,99926217,1.55,20.58
"106","GPR183","GH13F099269","chr13",99921856,99926217,1.55,14.44
"107","GPR18","GH13F099269","chr13",99921856,99926217,1.55,4.71
"108","IRS2","GH13F109411","chr13",110064341,110065579,1.55,9.81
"109","IRS2","GH13F109652","chr13",110304749,110308946,1.54,29.64
"110","ANKRD10","GH13F110911","chr13",111563789,111570323,1.54,13.14
"111","RAB20","GH13F110911","chr13",111563789,111570323,1.54,10.43
"112","ING1","GH13F110911","chr13",111563789,111570323,1.54,2.38
"113","ARHGEF7","GH13F110911","chr13",111563789,111570323,1.54,1.25
"114","IRS2","GH13F109403","chr13",110055348,110055747,1.54,9.78
"115","TRPC4","GH13F037616","chr13",38190169,38193282,1.53,4.95
"116","POSTN","GH13F037616","chr13",38190169,38193282,1.53,4.62
"117","EDNRB","GH13F077836","chr13",78410336,78411208,1.53,11.21
"118","SERP2","GH13F044270","chr13",44844591,44851115,1.53,11.27
"119","LACC1","GH13F044270","chr13",44844591,44851115,1.53,9.43
"120","CCDC122","GH13F044270","chr13",44844591,44851115,1.53,3.49
"121","MAB21L1","GH13F035469","chr13",36043823,36053758,1.52,0.76
"122","EPSTI1","GH13F043087","chr13",43661668,43662937,1.52,15.33
"123","CCDC122","GH13F043087","chr13",43661668,43662937,1.52,10.07
"124","LACC1","GH13F043087","chr13",43661668,43662937,1.52,10.07
"125","FLT1","GH13F028407","chr13",28981634,28984419,1.52,21.68
"126","SERP2","GH13F044242","chr13",44816603,44819248,1.52,11.2
"127","LACC1","GH13F044242","chr13",44816603,44819248,1.52,4.29
"128","CLN5","GH13F077304","chr13",77878937,77886534,1.51,4.41
"129","SLAIN1","GH13F077304","chr13",77878937,77886534,1.51,2.05
"130","MYCBP2","GH13F077304","chr13",77878937,77886534,1.51,0.34
"131","TNFSF11","GH13F042591","chr13",43165878,43169650,1.51,10.98
"132","SPRY2","GH13F080234","chr13",80809063,80810490,1.51,11.05
"133","KATNAL1","GH13F030354","chr13",30928738,30930336,1.51,11.03
"134","SLC46A3","GH13F028749","chr13",29323811,29330090,1.51,23.39
"135","URAD","GH13F028749","chr13",29323811,29330090,1.51,5.51
"136","MTUS2","GH13F028749","chr13",29323811,29330090,1.51,2.11
"137","RASA3","GH13F114161","chr13",114926477,114928674,1.51,18.88
"138","CDC16","GH13F114161","chr13",114926477,114928674,1.51,12.42
"139","UPF3A","GH13F114161","chr13",114926477,114928674,1.51,9.57
"140","GPR18","GH13F099419","chr13",100071656,100079190,1.5,15.43
"141","GPR183","GH13F099419","chr13",100071656,100079190,1.5,8.32
"142","TM9SF2","GH13F099419","chr13",100071656,100079190,1.5,5.27
