"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","TLE4","GH09F079609","chr9",82224085,82229514,2.81,20.21
"2","PBX3","GH09F125758","chr9",128520681,128527214,2.81,15.22
"3","PBX3","GH09F125628","chr9",128391080,128400278,2.72,7.16
"4","OLFML2A","GH09F125628","chr9",128391080,128400278,2.72,4.47
"5","HSPA5","GH09F125628","chr9",128391080,128400278,2.72,2
"6","PPP6C","GH09F125628","chr9",128391080,128400278,2.72,1.59
"7","GAPVD1","GH09F125628","chr9",128391080,128400278,2.72,1.13
"8","MAPKAP1","GH09F125628","chr9",128391080,128400278,2.72,0.18
"9","COL27A1","GH09F113964","chr9",116726436,116730118,2.58,9.74
"10","AMBP","GH09F113964","chr9",116726436,116730118,2.58,1.82
"11","ZNF618","GH09F113964","chr9",116726436,116730118,2.58,0.16
"12","PBX3","GH09F125829","chr9",128591600,128593078,2.53,24.46
"13","BNC2","GH09F016729","chr9",16729799,16730198,2.4,2.23
"14","NEK6","GH09F124385","chr9",127147817,127158587,2.39,11.84
"15","PSMB7","GH09F124385","chr9",127147817,127158587,2.39,11.51
"16","NR5A1","GH09F124385","chr9",127147817,127158587,2.39,10.07
"17","LHX2","GH09F124385","chr9",127147817,127158587,2.39,9.69
"18","DENND1A","GH09F124385","chr9",127147817,127158587,2.39,2.12
"19","BNC2","GH09F016521","chr9",16521209,16523269,2.38,3.62
"20","PAX5","GH09F037335","chr9",37335885,37338306,2.34,10.89
"21","PTCH1","GH09F095493","chr9",98256086,98259405,2.31,16.65
"22","PAX5","GH09F037251","chr9",37251041,37252370,2.27,10.61
"23","BNC2","GH09F016827","chr9",16827951,16829744,2.26,11.56
"24","PBX3","GH09F125548","chr9",128311074,128314307,2.22,15.66
"25","PAX5","GH09F037323","chr9",37323014,37326159,2.15,36.66
"26","TRMT10B","GH09F037323","chr9",37323014,37326159,2.15,14.08
"27","ZBTB5","GH09F037323","chr9",37323014,37326159,2.15,3.66
"28","ZCCHC7","GH09F037323","chr9",37323014,37326159,2.15,3.06
"29","FBXO10","GH09F037323","chr9",37323014,37326159,2.15,1.83
"30","SMARCA2","GH09F002241","chr9",2240882,2243456,2.12,9.73
"31","NFIB","GH09F014306","chr9",14306124,14324468,2.11,12.5
"32","ZDHHC21","GH09F014306","chr9",14306124,14324468,2.11,6.73
"33","NFIB","GH09F014270","chr9",14270242,14279512,2.11,11.44
"34","GOLGA1","GH09F125844","chr9",128606519,128608350,2.1,9.96
"35","ZBTB43","GH09F125844","chr9",128606519,128608350,2.1,4.35
"36","BNC2","GH09F016679","chr9",16679492,16679969,2.1,11.42
"37","TLE4","GH09F079629","chr9",82244801,82246758,2.1,11.32
"38","BNC2","GH09F016824","chr9",16824121,16827438,2.09,11.16
"39","BNC2","GH09F016864","chr9",16864306,16865896,2.09,7.32
"40","TLE4","GH09F079650","chr9",82265517,82267053,2.09,4.4
