"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","ZNF700","GH19F011136","chr19",11247078,11257081,2.2,17.38
"2","RAVER1","GH19F011136","chr19",11247078,11257081,2.2,14.69
"3","ZNF878","GH19F011136","chr19",11247078,11257081,2.2,14.47
"4","YIPF2","GH19F011136","chr19",11247078,11257081,2.2,13.07
"5","SWSAP1","GH19F011136","chr19",11247078,11257081,2.2,12.08
"6","S1PR2","GH19F011136","chr19",11247078,11257081,2.2,11.99
"7","ZNF763","GH19F011136","chr19",11247078,11257081,2.2,11.47
"8","ZNF627","GH19F011136","chr19",11247078,11257081,2.2,11.26
"9","PRKCSH","GH19F011136","chr19",11247078,11257081,2.2,10.61
"10","ZNF844","GH19F011136","chr19",11247078,11257081,2.2,10.11
"11","ZNF433","GH19F011136","chr19",11247078,11257081,2.2,10.03
"12","ELOF1","GH19F011136","chr19",11247078,11257081,2.2,9.9
"13","SPC24","GH19F011136","chr19",11247078,11257081,2.2,9.36
"14","DOCK6","GH19F011136","chr19",11247078,11257081,2.2,3.67
"15","TMED1","GH19F011136","chr19",11247078,11257081,2.2,2.46
"16","CARM1","GH19F011136","chr19",11247078,11257081,2.2,1.62
"17","ECSIT","GH19F011136","chr19",11247078,11257081,2.2,1.56
"18","LDLR","GH19F011136","chr19",11247078,11257081,2.2,0.22
"19","LYL1","GH19F013050","chr19",13161049,13173134,2.02,12.75
"20","NACC1","GH19F013050","chr19",13161049,13173134,2.02,12.72
"21","TRMT1","GH19F013050","chr19",13161049,13173134,2.02,12.72
"22","MAST1","GH19F013050","chr19",13161049,13173134,2.02,10.9
"23","RNASEH2A","GH19F013050","chr19",13161049,13173134,2.02,9.78
"24","STX10","GH19F013050","chr19",13161049,13173134,2.02,6.46
"25","CALR","GH19F013050","chr19",13161049,13173134,2.02,5.67
"26","GCDH","GH19F013050","chr19",13161049,13173134,2.02,4.25
"27","ZNF536","GH19F030448","chr19",30939312,30942584,1.96,10.9
"28","FFAR1","GH19F035345","chr19",35836161,35841997,1.81,10.93
"29","FFAR2","GH19F035345","chr19",35836161,35841997,1.81,8.83
"30","FFAR3","GH19F035345","chr19",35836161,35841997,1.81,6.08
"31","MAG","GH19F035345","chr19",35836161,35841997,1.81,5.89
"32","CD22","GH19F035345","chr19",35836161,35841997,1.81,5.66
"33","U2AF1L4","GH19F035345","chr19",35836161,35841997,1.81,3.76
"34","GRAMD1A","GH19F035345","chr19",35836161,35841997,1.81,3.45
"35","USF2","GH19F035345","chr19",35836161,35841997,1.81,2.52
"36","FXYD5","GH19F035345","chr19",35836161,35841997,1.81,2.24
"37","IGFLR1","GH19F035345","chr19",35836161,35841997,1.81,1.58
"38","ZNF573","GH19F038673","chr19",39164536,39206516,1.78,78.1
"39","RPS16","GH19F038673","chr19",39164536,39206516,1.78,35.98
"40","ACTN4","GH19F038673","chr19",39164536,39206516,1.78,33.43
"41","ZNF607","GH19F038673","chr19",39164536,39206516,1.78,29.95
"42","EID2B","GH19F038673","chr19",39164536,39206516,1.78,26.98
"43","CAPN12","GH19F038673","chr19",39164536,39206516,1.78,21.44
"44","CATSPERG","GH19F038673","chr19",39164536,39206516,1.78,18.88
"45","LGALS7","GH19F038673","chr19",39164536,39206516,1.78,14.4
"46","FBXO27","GH19F038673","chr19",39164536,39206516,1.78,11.56
"47","SUPT5H","GH19F038673","chr19",39164536,39206516,1.78,11.44
"48","ZFP36","GH19F038673","chr19",39164536,39206516,1.78,10.96
"49","LGALS13","GH19F038673","chr19",39164536,39206516,1.78,10.06
"50","EID2","GH19F038673","chr19",39164536,39206516,1.78,9.94
"51","LGALS7B","GH19F038673","chr19",39164536,39206516,1.78,6.95
"52","NFKBIB","GH19F038673","chr19",39164536,39206516,1.78,6.3
"53","RYR1","GH19F038673","chr19",39164536,39206516,1.78,4.9
"54","PAK4","GH19F038673","chr19",39164536,39206516,1.78,2.34
"55","RASGRP4","GH19F038673","chr19",39164536,39206516,1.78,1.84
"56","HNRNPL","GH19F038673","chr19",39164536,39206516,1.78,1.8
"57","C19orf33","GH19F038673","chr19",39164536,39206516,1.78,1.7
"58","RINL","GH19F038673","chr19",39164536,39206516,1.78,1.68
"59","MAP4K1","GH19F038673","chr19",39164536,39206516,1.78,1.67
"60","MRPS12","GH19F038673","chr19",39164536,39206516,1.78,1.55
"61","EIF3K","GH19F038673","chr19",39164536,39206516,1.78,1.53
"62","FAM98C","GH19F038673","chr19",39164536,39206516,1.78,1.39
"63","PSMD8","GH19F038673","chr19",39164536,39206516,1.78,1.39
"64","CIC","GH19F041943","chr19",42448006,42451510,1.78,11.13
"65","ARHGEF1","GH19F041943","chr19",42448006,42451510,1.78,10.25
"66","RABAC1","GH19F041943","chr19",42448006,42451510,1.78,9.01
"67","DEDD2","GH19F041943","chr19",42448006,42451510,1.78,1.94
"68","ZNF574","GH19F041943","chr19",42448006,42451510,1.78,1.86
"69","MCOLN1","GH19F007543","chr19",7608031,7611285,1.77,14.39
"70","PEX11G","GH19F007543","chr19",7608031,7611285,1.77,10.24
"71","PNPLA6","GH19F007543","chr19",7608031,7611285,1.77,9.92
"72","STXBP2","GH19F007543","chr19",7608031,7611285,1.77,9.12
"73","RETN","GH19F007543","chr19",7608031,7611285,1.77,1.47
"74","CAMSAP3","GH19F007543","chr19",7608031,7611285,1.77,0.22
"75","PKN1","GH19F013977","chr19",14088542,14091343,1.74,1.6
"76","CCDC130","GH19F013977","chr19",14088542,14091343,1.74,1.46
"77","RFX1","GH19F013977","chr19",14088542,14091343,1.74,1.44
"78","PODNL1","GH19F013977","chr19",14088542,14091343,1.74,0.29
"79","PGPEP1","GH19F018328","chr19",18438821,18440609,1.73,16.01
"80","LSM4","GH19F018328","chr19",18438821,18440609,1.73,14.79
"81","UPF1","GH19F018328","chr19",18438821,18440609,1.73,14.23
"82","LRRC25","GH19F018328","chr19",18438821,18440609,1.73,13.18
"83","MVB12A","GH19F018328","chr19",18438821,18440609,1.73,12.99
"84","COLGALT1","GH19F018328","chr19",18438821,18440609,1.73,11.37
"85","ELL","GH19F018328","chr19",18438821,18440609,1.73,11.32
"86","MPV17L2","GH19F018328","chr19",18438821,18440609,1.73,11.18
"87","FPR2","GH19F051769","chr19",52272854,52275853,1.72,32.48
"88","FPR1","GH19F051769","chr19",52272854,52275853,1.72,28.19
"89","SIGLEC10","GH19F051769","chr19",52272854,52275853,1.72,8.99
"90","ZNF350","GH19F051769","chr19",52272854,52275853,1.72,8.11
"91","SIGLEC14","GH19F051769","chr19",52272854,52275853,1.72,2.08
"92","C19orf33","GH19F038299","chr19",38790435,38796736,1.72,63.54
"93","CATSPERG","GH19F038299","chr19",38790435,38796736,1.72,19.58
"94","ZNF793","GH19F038299","chr19",38790435,38796736,1.72,10.98
"95","ZNF607","GH19F038299","chr19",38790435,38796736,1.72,10.85
"96","MYO9B","GH19F017087","chr19",17198784,17203610,1.71,31.29
"97","HAUS8","GH19F017087","chr19",17198784,17203610,1.71,11.91
"98","C19orf44","GH19F017087","chr19",17198784,17203610,1.71,10.7
"99","FAM129C","GH19F017087","chr19",17198784,17203610,1.71,3.75
"100","MED26","GH19F017087","chr19",17198784,17203610,1.71,3.17
"101","LSM14A","GH19F034133","chr19",34624706,34626522,1.71,33.76
"102","ZNF792","GH19F034133","chr19",34624706,34626522,1.71,25.07
"103","KIAA0355","GH19F034133","chr19",34624706,34626522,1.71,16.93
"104","PDCD2L","GH19F034133","chr19",34624706,34626522,1.71,2.3
"105","XAB2","GH19F007655","chr19",7720088,7724285,1.7,13.84
"106","PCP2","GH19F007655","chr19",7720088,7724285,1.7,13.69
"107","STXBP2","GH19F007655","chr19",7720088,7724285,1.7,11.72
"108","MCOLN1","GH19F007655","chr19",7720088,7724285,1.7,8.45
"109","PEX11G","GH19F007655","chr19",7720088,7724285,1.7,7.8
"110","PNPLA6","GH19F007655","chr19",7720088,7724285,1.7,2.92
"111","RETN","GH19F007655","chr19",7720088,7724285,1.7,1.6
"112","GPATCH1","GH19F033388","chr19",33878998,33889454,1.69,24.09
"113","CHST8","GH19F033388","chr19",33878998,33889454,1.69,16.87
"114","PEPD","GH19F033388","chr19",33878998,33889454,1.69,14.4
"115","WDR88","GH19F033388","chr19",33878998,33889454,1.69,12.97
"116","CEBPG","GH19F033388","chr19",33878998,33889454,1.69,10.79
"117","LSM14A","GH19F033388","chr19",33878998,33889454,1.69,10.64
"118","CEBPA","GH19F033388","chr19",33878998,33889454,1.69,1.75
"119","NFIC","GH19F003427","chr19",3427600,3430895,1.68,6.55
"120","TLE2","GH19F003427","chr19",3427600,3430895,1.68,1.19
"121","PRR12","GH19F050496","chr19",50999548,51005660,1.68,22.66
"122","NUP62","GH19F050496","chr19",50999548,51005660,1.68,15.2
"123","CTU1","GH19F050496","chr19",50999548,51005660,1.68,13.66
"124","POLD1","GH19F050496","chr19",50999548,51005660,1.68,13.25
"125","ADM5","GH19F050496","chr19",50999548,51005660,1.68,11.5
"126","JOSD2","GH19F050496","chr19",50999548,51005660,1.68,9.8
"127","ASPDH","GH19F050496","chr19",50999548,51005660,1.68,8.01
"128","MYH14","GH19F050496","chr19",50999548,51005660,1.68,4.02
"129","MYBPC2","GH19F050496","chr19",50999548,51005660,1.68,2.01
"130","SAFB2","GH19F005125","chr19",5125103,5133862,1.68,1.75
"131","ZBTB7A","GH19F004085","chr19",4085800,4091270,1.67,8.93
