"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","ZNF521","GH18F025227","chr18",22807496,22814791,2.8,3.16
"2","TCF4","GH18F055398","chr18",53065432,53075709,2.54,1.73
"3","ZNF521","GH18F025163","chr18",22743674,22746351,2.52,10.04
"4","ZADH2","GH18F075199","chr18",72911851,72941017,2.49,42.74
"5","ZNF407","GH18F075199","chr18",72911851,72941017,2.49,24.52
"6","TSHZ1","GH18F075199","chr18",72911851,72941017,2.49,15.92
"7","GATA6","GH18F022465","chr18",20045407,20052904,2.22,1.47
"8","PTPRM","GH18F007616","chr18",7616399,7619713,2.21,11
"9","SALL3","GH18F078980","chr18",76740222,76742494,2.03,0.76
"10","ATP9B","GH18F078980","chr18",76740222,76742494,2.03,0.19
"11","ZNF521","GH18F025348","chr18",22928130,22933017,1.98,0.76
"12","CDH2","GH18F027920","chr18",25500905,25504214,1.93,1.47
"13","ESCO1","GH18F022163","chr18",19743266,19779637,1.88,32.22
"14","GATA6","GH18F022163","chr18",19743266,19779637,1.88,9.75
"15","SMAD4","GH18F051189","chr18",48716211,48725650,1.76,86.39
"16","MEX3C","GH18F051189","chr18",48716211,48725650,1.76,52.24
"17","ELAC1","GH18F051189","chr18",48716211,48725650,1.76,32.9
"18","MYOM1","GH18F002873","chr18",2873965,2876441,1.76,14.25
"19","EMILIN2","GH18F002873","chr18",2873965,2876441,1.76,12.63
"20","LPIN2","GH18F002873","chr18",2873965,2876441,1.76,9.76
"21","CDH2","GH18F028083","chr18",25663863,25668856,1.74,15.72
"22","CHST9","GH18F028083","chr18",25663863,25668856,1.74,6.08
"23","TSHZ1","GH18F074990","chr18",72702021,72703356,1.74,1.95
"24","TUBB6","GH18F012277","chr18",12277200,12284244,1.74,22.74
"25","CIDEA","GH18F012277","chr18",12277200,12284244,1.74,4.81
"26","TNFRSF11A","GH18F062419","chr18",60087069,60089362,1.72,11.13
"27","ZCCHC2","GH18F062419","chr18",60087069,60089362,1.72,4.78
"28","KIAA1468","GH18F062419","chr18",60087069,60089362,1.72,1.95
"29","BCL2","GH18F063140","chr18",60808188,60811232,1.71,15.43
"30","VPS4B","GH18F063140","chr18",60808188,60811232,1.71,1.45
"31","VPS4B","GH18F063223","chr18",60890235,60892432,1.67,1.87
"32","VAPA","GH18F010289","chr18",10289792,10292522,1.67,2.64
"33","NAPG","GH18F010289","chr18",10289792,10292522,1.67,1.58
"34","PPP4R1","GH18F009656","chr18",9656941,9659681,1.65,13.17
"35","BCL2","GH18F063271","chr18",60938635,60941490,1.65,9.2
"36","CDH2","GH18F028062","chr18",25642459,25646985,1.65,7.43
"37","TCF4","GH18F055499","chr18",53166506,53171205,1.64,1.36
"38","SETBP1","GH18F044741","chr18",42321036,42326001,1.63,1.73
"39","RNF152","GH18F061731","chr18",59398565,59404198,1.63,15.06
"40","KIAA1468","GH18F061731","chr18",59398565,59404198,1.63,1.41
"41","MYOM1","GH18F003245","chr18",3245035,3267123,1.63,21.1
"42","MYL12B","GH18F003245","chr18",3245035,3267123,1.63,14.97
"43","MYL12A","GH18F003245","chr18",3245035,3267123,1.63,12.74
"44","LPIN2","GH18F003245","chr18",3245035,3267123,1.63,10.47
"45","EMILIN2","GH18F003245","chr18",3245035,3267123,1.63,10.34
"46","ZNF516","GH18F076466","chr18",74178357,74181355,1.62,20.37
"47","DSG1","GH18F031240","chr18",28820538,28826417,1.62,10.58
"48","DSC2","GH18F031240","chr18",28820538,28826417,1.62,6.19
"49","EPB41L3","GH18F005513","chr18",5513718,5516799,1.62,12.4
"50","TWSG1","GH18F008942","chr18",8942800,8950671,1.61,1.53
"51","DTNA","GH18F034657","chr18",32237737,32242564,1.61,11.73
"52","NOL4","GH18F034657","chr18",32237737,32242564,1.61,3.93
"53","MAPRE2","GH18F034657","chr18",32237737,32242564,1.61,3.59
"54","COLEC12","GH18F000374","chr18",374391,380800,1.61,11.24
"55","CETN1","GH18F000374","chr18",374391,380800,1.61,10.46
"56","ZCCHC2","GH18F062505","chr18",60172346,60174433,1.6,8.7
"57","KIAA1468","GH18F062505","chr18",60172346,60174433,1.6,1.24
"58","MALT1","GH18F058614","chr18",56281619,56284001,1.6,16.06
"59","ALPK2","GH18F058614","chr18",56281619,56284001,1.6,0.36
"60","ST8SIA3","GH18F056889","chr18",54556925,54559346,1.59,10.01
"61","WDR7","GH18F056889","chr18",54556925,54559346,1.59,3.73
"62","SLC14A1","GH18F045683","chr18",43263093,43269764,1.59,6.49
"63","EPG5","GH18F045683","chr18",43263093,43269764,1.59,1.18
"64","VAPA","GH18F009875","chr18",9875169,9878231,1.58,1.48
"65","SMAD7","GH18F048878","chr18",46404433,46406451,1.58,11.18
"66","ZNF516","GH18F076458","chr18",74170432,74173387,1.57,10.38
"67","SMAD7","GH18F048896","chr18",46422572,46424369,1.57,13.67
"68","SMAD7","GH18F048987","chr18",46514328,46525924,1.57,21.74
"69","LIPG","GH18F048987","chr18",46514328,46525924,1.57,4.39
"70","DYM","GH18F048987","chr18",46514328,46525924,1.57,3.65
"71","EPB41L3","GH18F005460","chr18",5460674,5467099,1.56,38.34
