"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","HOXA2","GH07F027095","chr7",27134688,27220940,2.85,26.15
"2","HOXA9","GH07F027095","chr7",27134688,27220940,2.85,18
"3","HOXA10","GH07F027095","chr7",27134688,27220940,2.85,15.53
"4","HOXA11","GH07F027095","chr7",27134688,27220940,2.85,14.25
"5","C7orf71","GH07F027095","chr7",27134688,27220940,2.85,13.33
"6","SKAP2","GH07F027095","chr7",27134688,27220940,2.85,13.14
"7","HOXA13","GH07F027095","chr7",27134688,27220940,2.85,12.74
"8","HOXA1","GH07F027095","chr7",27134688,27220940,2.85,12.14
"9","HOXA5","GH07F027095","chr7",27134688,27220940,2.85,11.53
"10","HOXA3","GH07F027095","chr7",27134688,27220940,2.85,10.94
"11","KIAA0087","GH07F027095","chr7",27134688,27220940,2.85,10.28
"12","CBX3","GH07F027095","chr7",27134688,27220940,2.85,8.93
"13","HNRNPA2B1","GH07F027095","chr7",27134688,27220940,2.85,8.93
"14","HOXA6","GH07F027095","chr7",27134688,27220940,2.85,7.69
"15","HOXA4","GH07F027095","chr7",27134688,27220940,2.85,3.73
"16","HOXA7","GH07F027095","chr7",27134688,27220940,2.85,2.67
"17","IKZF1","GH07F050304","chr7",50343744,50362927,2.71,13.81
"18","PEX1","GH07F092746","chr7",92375723,92386327,2.65,10.16
"19","CDK6","GH07F092746","chr7",92375723,92386327,2.65,4.89
"20","EN2","GH07F155752","chr7",155545296,155549694,2.48,9.57
"21","RBM33","GH07F155752","chr7",155545296,155549694,2.48,5.73
"22","FOXP2","GH07F114412","chr7",114052100,114058647,2.43,4.48
"23","SKAP2","GH07F026688","chr7",26727468,26730019,2.4,6.46
"24","UNCX","GH07F001225","chr7",1265154,1266318,2.34,0.4
"25","SND1","GH07F127534","chr7",127174386,127177546,2.34,14.59
"26","GCC1","GH07F127534","chr7",127174386,127177546,2.34,5.18
"27","MDFIC","GH07F115475","chr7",115115427,115118150,2.28,4.12
"28","CAV1","GH07F116352","chr7",115992110,115999387,2.19,8.46
"29","CAV2","GH07F116352","chr7",115992110,115999387,2.19,7.84
"30","TAX1BP1","GH07F027346","chr7",27386124,27387887,2.13,4.44
"31","GATAD1","GH07F092693","chr7",92322380,92330086,2.12,5.85
"32","CDK6","GH07F092693","chr7",92322380,92330086,2.12,4.74
"33","GLI3","GH07F042212","chr7",42251921,42254560,2.12,11.99
"34","NEUROD6","GH07F031310","chr7",31349841,31349990,2.11,11.48
"35","DLX6","GH07F097004","chr7",96633582,96636682,2.06,0.76
"36","CDCA7L","GH07F021771","chr7",21811370,21812593,2.06,10.27
"37","VPS41","GH07F038863","chr7",38902841,38904188,2,0.19
"38","FOXP2","GH07F114652","chr7",114292900,114294255,1.98,5.16
"39","C7orf71","GH07F026485","chr7",26524662,26525636,1.96,10.72
"40","POU6F2","GH07F039130","chr7",39170021,39171265,1.94,4.3
"41","FOXP2","GH07F114659","chr7",114299711,114302078,1.93,1.22
"42","MDFIC","GH07F114823","chr7",114463797,114464462,1.92,5.04
"43","LAMB4","GH07F107945","chr7",107585566,107595041,1.86,10.35
"44","DLD","GH07F107945","chr7",107585566,107595041,1.86,6.66
"45","CBLL1","GH07F107945","chr7",107585566,107595041,1.86,5.87
"46","SLC26A3","GH07F107945","chr7",107585566,107595041,1.86,5.64
"47","PRKAG2","GH07F151922","chr7",151619761,151623870,1.85,9.24
"48","AGAP3","GH07F151922","chr7",151619761,151623870,1.85,4.99
"49","RHEB","GH07F151922","chr7",151619761,151623870,1.85,2.5
"50","INHBA","GH07F041878","chr7",41918238,41928397,1.81,1.92
"51","UPP1","GH07F048081","chr7",48121286,48140010,1.8,43.34
"52","HUS1","GH07F048081","chr7",48121286,48140010,1.8,15.02
"53","PKD1L1","GH07F048081","chr7",48121286,48140010,1.8,10.68
"54","SUN3","GH07F048081","chr7",48121286,48140010,1.8,10.35
"55","ABCA13","GH07F048081","chr7",48121286,48140010,1.8,9.77
"56","DLX5","GH07F096075","chr7",95704714,95705912,1.8,11.75
"57","DOCK4","GH07F112083","chr7",111723657,111725454,1.75,7.82
"58","ZNF277","GH07F112083","chr7",111723657,111725454,1.75,4.89
"59","IFRD1","GH07F112083","chr7",111723657,111725454,1.75,3.01
"60","IL6","GH07F022569","chr7",22609021,22613605,1.74,35.34
"61","STEAP1B","GH07F022569","chr7",22609021,22613605,1.74,11.86
"62","CAV2","GH07F116438","chr7",116078147,116088487,1.74,25.83
"63","ST7","GH07F116438","chr7",116078147,116088487,1.74,4.28
"64","CAV1","GH07F116438","chr7",116078147,116088487,1.74,2.02
"65","RABGEF1","GH07F066757","chr7",66222789,66225186,1.74,34.14
"66","CRCP","GH07F066757","chr7",66222789,66225186,1.74,16.91
"67","KCTD7","GH07F066757","chr7",66222789,66225186,1.74,7.68
"68","PRKAG2","GH07F151691","chr7",151389021,151395142,1.73,7.1
"69","CUL1","GH07F148857","chr7",148553939,148554320,1.72,3.65
"70","EZH2","GH07F148857","chr7",148553939,148554320,1.72,2.56
"71","POMZP3","GH07F076377","chr7",76006885,76011017,1.71,24.09
"72","RHBDD2","GH07F076377","chr7",76006885,76011017,1.71,7.67
"73","POR","GH07F076377","chr7",76006885,76011017,1.71,6.41
"74","ZP3","GH07F076377","chr7",76006885,76011017,1.71,0.34
"75","CCDC71L","GH07F106552","chr7",106192447,106194286,1.71,10.69
"76","NAMPT","GH07F106552","chr7",106192447,106194286,1.71,3.14
"77","PIK3CG","GH07F106552","chr7",106192447,106194286,1.71,2.31
"78","AEBP1","GH07F044096","chr7",44136056,44137977,1.7,5.63
"79","POLM","GH07F044096","chr7",44136056,44137977,1.7,2.21
"80","STARD3NL","GH07F038231","chr7",38270949,38275776,1.7,12.39
"81","TRIM24","GH07F138256","chr7",137941260,137944698,1.7,1.55
"82","KDM7A","GH07F140164","chr7",139864002,139866599,1.7,10.4
"83","TBXAS1","GH07F140164","chr7",139864002,139866599,1.7,2.88
"84","ELMO1","GH07F037065","chr7",37104817,37106208,1.7,4.89
"85","AOAH","GH07F037065","chr7",37104817,37106208,1.7,4.49
"86","MDFIC","GH07F114915","chr7",114555913,114559332,1.69,9.35
"87","TBXAS1","GH07F139718","chr7",139417801,139424198,1.69,15.04
"88","HIPK2","GH07F139718","chr7",139417801,139424198,1.69,12.5
"89","KDM7A","GH07F139718","chr7",139417801,139424198,1.69,3.81
"90","FAM20C","GH07F000086","chr7",86802,92071,1.69,14.35
"91","C1GALT1","GH07F007256","chr7",7296433,7300645,1.68,11.8
"92","MIOS","GH07F007256","chr7",7296433,7300645,1.68,1.22
"93","SRRM3","GH07F076290","chr7",75919401,75928342,1.68,11.93
"94","POMZP3","GH07F076290","chr7",75919401,75928342,1.68,11.62
"95","STYXL1","GH07F076290","chr7",75919401,75928342,1.68,5.95
"96","ZP3","GH07F076290","chr7",75919401,75928342,1.68,5.89
"97","RHBDD2","GH07F076290","chr7",75919401,75928342,1.68,4.03
"98","HSPB1","GH07F076290","chr7",75919401,75928342,1.68,3.28
"99","NOD1","GH07F030458","chr7",30498359,30500615,1.68,5.59
"100","SRRM3","GH07F076317","chr7",75946352,75949722,1.68,16.96
"101","POMZP3","GH07F076317","chr7",75946352,75949722,1.68,12.01
"102","UPK3B","GH07F076317","chr7",75946352,75949722,1.68,5.91
"103","RHBDD2","GH07F076317","chr7",75946352,75949722,1.68,1.73
"104","CAV2","GH07F116520","chr7",116160447,116171095,1.67,44.65
"105","CAV1","GH07F116520","chr7",116160447,116171095,1.67,8.23
"106","CAV2","GH07F116575","chr7",116215990,116219157,1.66,9.97
"107","ST7-OT4","GH07F116575","chr7",116215990,116219157,1.66,9.95
"108","CAV1","GH07F116575","chr7",116215990,116219157,1.66,7.2
"109","GLCCI1","GH07F008130","chr7",8169749,8175426,1.66,8.32
"110","FIGNL1","GH07F050392","chr7",50459866,50466852,1.66,46.86
"111","C7orf72","GH07F050392","chr7",50459866,50466852,1.66,10.41
"112","ZPBP","GH07F050392","chr7",50459866,50466852,1.66,10.41
"113","IKZF1","GH07F050392","chr7",50459866,50466852,1.66,3.02
"114","POU6F2","GH07F039291","chr7",39330928,39332204,1.65,6.69
"115","C7orf73","GH07F135761","chr7",135445947,135448655,1.65,13.15
"116","FAM180A","GH07F135761","chr7",135445947,135448655,1.65,5.05
"117","ZFAND2A","GH07F001058","chr7",1098061,1102489,1.64,9.73
"118","COX19","GH07F001058","chr7",1098061,1102489,1.64,6.88
"119","GPER1","GH07F001058","chr7",1098061,1102489,1.64,5.03
"120","MAFK","GH07F001058","chr7",1098061,1102489,1.64,4.68
"121","ADAP1","GH07F001058","chr7",1098061,1102489,1.64,3.52
"122","PRKAG2","GH07F151752","chr7",151449878,151457105,1.64,18.77
"123","CRYGN","GH07F151752","chr7",151449878,151457105,1.64,9.74
"124","AOC1","GH07F151752","chr7",151449878,151457105,1.64,5.42
"125","SMARCD3","GH07F151752","chr7",151449878,151457105,1.64,5.01
"126","RHEB","GH07F151752","chr7",151449878,151457105,1.64,2.64
"127","KIAA0087","GH07F026449","chr7",26488773,26490110,1.64,10.73
"128","C7orf71","GH07F026449","chr7",26488773,26490110,1.64,10.01
"129","IFRD1","GH07F112421","chr7",112061657,112064455,1.64,19.22
"130","DOCK4","GH07F112421","chr7",112061657,112064455,1.64,14.26
"131","LINC00998","GH07F112421","chr7",112061657,112064455,1.64,5.74
"132","ZNF277","GH07F112421","chr7",112061657,112064455,1.64,2.47
"133","MKLN1","GH07F130883","chr7",130568375,130576837,1.64,1.54
"134","SCRN1","GH07F030224","chr7",30263617,30267015,1.64,9.76
"135","ZNRF2","GH07F030224","chr7",30263617,30267015,1.64,8.04
"136","DAGLB","GH07F006380","chr7",6420033,6428758,1.63,41.44
"137","ANKRD61","GH07F006380","chr7",6420033,6428758,1.63,20.04
"138","C7orf26","GH07F006380","chr7",6420033,6428758,1.63,14.71
"139","KDELR2","GH07F006380","chr7",6420033,6428758,1.63,12.34
"140","FAM220A","GH07F006380","chr7",6420033,6428758,1.63,12.33
"141","USP42","GH07F006380","chr7",6420033,6428758,1.63,12.11
"142","RAC1","GH07F006380","chr7",6420033,6428758,1.63,9.67
"143","CCZ1","GH07F006380","chr7",6420033,6428758,1.63,7.47
"144","ZDHHC4","GH07F006380","chr7",6420033,6428758,1.63,5.51
"145","GPR141","GH07F037765","chr7",37804803,37806530,1.63,13.55
"146","EPDR1","GH07F037765","chr7",37804803,37806530,1.63,11.3
"147","STARD3NL","GH07F037765","chr7",37804803,37806530,1.63,8.38
"148","ELMO1","GH07F037765","chr7",37804803,37806530,1.63,1.64
"149","HIBADH","GH07F027606","chr7",27645223,27647963,1.63,16.39
"150","TAX1BP1","GH07F027606","chr7",27645223,27647963,1.63,8.9
