"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","TBCA","GH05F077851","chr5",77146826,77149236,2.95,0.34
"2","AGGF1","GH05F077644","chr5",76940324,76941905,2.85,12.17
"3","AP3B1","GH05F077644","chr5",76940324,76941905,2.85,11.69
"4","OTP","GH05F077644","chr5",76940324,76941905,2.85,0.4
"5","NR2F1","GH05F093571","chr5",92907576,92911434,2.37,0.4
"6","MAP1B","GH05F072209","chr5",71504949,71508242,2.32,44.34
"7","PTCD2","GH05F072209","chr5",71504949,71508242,2.32,4.92
"8","MRPS27","GH05F072209","chr5",71504949,71508242,2.32,4.89
"9","SNX2","GH05F123156","chr5",122491845,122494312,2.11,4.69
"10","MEF2C","GH05F088878","chr5",88174812,88187096,2.07,2.34
"11","MEF2C","GH05F088396","chr5",87692154,87694016,1.95,2.9
"12","P4HA2","GH05F132262","chr5",131598280,131605684,1.9,37.93
"13","SLC22A4","GH05F132262","chr5",131598280,131605684,1.9,10.9
"14","SLC22A5","GH05F132262","chr5",131598280,131605684,1.9,8.33
"15","RAD50","GH05F132262","chr5",131598280,131605684,1.9,5.81
"16","RAPGEF6","GH05F132262","chr5",131598280,131605684,1.9,5.5
"17","PDLIM4","GH05F132262","chr5",131598280,131605684,1.9,0.4
"18","CSNK1A1","GH05F149403","chr5",148782929,148806293,1.86,9.97
"19","ARHGEF37","GH05F149403","chr5",148782929,148806293,1.86,9.97
"20","AFAP1L1","GH05F149403","chr5",148782929,148806293,1.86,9.58
"21","IL17B","GH05F149403","chr5",148782929,148806293,1.86,5.56
"22","CAMLG","GH05F134546","chr5",133882688,133892810,1.79,13.2
"23","PPP2CA","GH05F134546","chr5",133882688,133892810,1.79,11.64
"24","JADE2","GH05F134546","chr5",133882688,133892810,1.79,11.3
"25","SEC24A","GH05F134546","chr5",133882688,133892810,1.79,11.03
"26","UBE2B","GH05F134546","chr5",133882688,133892810,1.79,9.41
"27","TXNDC15","GH05F134546","chr5",133882688,133892810,1.79,4.2
"28","CDKL3","GH05F134546","chr5",133882688,133892810,1.79,1.98
"29","TCF7","GH05F134546","chr5",133882688,133892810,1.79,1.36
"30","PAPD7","GH05F006764","chr5",6764957,6768251,1.79,5.54
"31","SRD5A1","GH05F006764","chr5",6764957,6768251,1.79,1.81
"32","RELL2","GH05F141597","chr5",140976569,140990366,1.78,22.32
"33","HDAC3","GH05F141597","chr5",140976569,140990366,1.78,17.2
"34","FCHSD1","GH05F141597","chr5",140976569,140990366,1.78,12.24
"35","DIAPH1","GH05F141597","chr5",140976569,140990366,1.78,11.02
"36","PCDHGA6","GH05F141597","chr5",140976569,140990366,1.78,5.91
