"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","MRPS9","GH02F105080","chr2",105697178,105698158,2.77,38.04
"2","GPR155","GH02F174338","chr2",175203263,175208242,2.71,7.98
"3","TBR1","GH02F161237","chr2",162093712,162096390,2.69,13.63
"4","SLC4A10","GH02F161237","chr2",162093712,162096390,2.69,3.3
"5","ZEB2","GH02F144451","chr2",145209100,145221140,2.67,19.31
"6","GTDC1","GH02F144451","chr2",145209100,145221140,2.67,2.77
"7","REL","GH02F060525","chr2",60752736,60764746,2.66,9.9
"8","DCAF17","GH02F172092","chr2",172957645,172968172,2.66,13.94
"9","DLX2","GH02F172092","chr2",172957645,172968172,2.66,11.99
"10","HAT1","GH02F172092","chr2",172957645,172968172,2.66,9.97
"11","ITGA6","GH02F172092","chr2",172957645,172968172,2.66,9.93
"12","DLX1","GH02F172092","chr2",172957645,172968172,2.66,7.87
"13","DYNC1I2","GH02F172092","chr2",172957645,172968172,2.66,1.64
"14","REV1","GH02F099877","chr2",100494263,100500416,2.62,14.31
"15","MITD1","GH02F099877","chr2",100494263,100500416,2.62,9.97
"16","AFF3","GH02F099877","chr2",100494263,100500416,2.62,5.11
"17","LYG1","GH02F099877","chr2",100494263,100500416,2.62,4.24
"18","ZEB2","GH02F144579","chr2",145337267,145342166,2.51,11.62
"19","ZEB2","GH02F144502","chr2",145259628,145283198,2.44,15.11
"20","FIGN","GH02F163717","chr2",164574007,164575458,2.43,4.38
"21","ZEB2","GH02F144473","chr2",145230862,145236163,2.38,16.58
"22","MEIS1","GH02F066506","chr2",66734122,66737625,2.36,10.84
"23","MEIS1","GH02F066535","chr2",66762515,66765088,2.35,16.68
"24","PAPOLG","GH02F060543","chr2",60770691,60785085,2.35,11.51
"25","PUS10","GH02F060543","chr2",60770691,60785085,2.35,10.09
"26","REL","GH02F060543","chr2",60770691,60785085,2.35,8.92
"27","BCL11A","GH02F060543","chr2",60770691,60785085,2.35,6.82
"28","BCL11A","GH02F060567","chr2",60794812,60797735,2.3,2.62
"29","KIAA1841","GH02F060567","chr2",60794812,60797735,2.3,1.48
"30","ZEB2","GH02F144606","chr2",145363569,145366912,2.25,32.42
"31","GTDC1","GH02F144606","chr2",145363569,145366912,2.25,1.55
"32","ZEB2","GH02F144443","chr2",145200646,145204006,2.23,9.51
"33","VRK2","GH02F058632","chr2",58859997,58863292,2.15,5.91
"34","SRSF7","GH02F038748","chr2",38976121,38976270,2.12,0.76
"35","MFSD9","GH02F103669","chr2",104285458,104286792,2.1,4.59
"36","ZEB2","GH02F144468","chr2",145226182,145229626,2.09,16.03
"37","DLX2","GH02F172071","chr2",172936519,172938249,2.09,11.94
"38","SLC25A12","GH02F172071","chr2",172936519,172938249,2.09,11.52
"39","METAP1D","GH02F172071","chr2",172936519,172938249,2.09,11.52
"40","HAT1","GH02F172071","chr2",172936519,172938249,2.09,10.96
"41","KLF7","GH02F207073","chr2",207938113,207939923,2.09,11.62
"42","DLX1","GH02F172091","chr2",172955879,172957052,2.07,0.4
"43","PXDN","GH02F001790","chr2",1794299,1798961,2.06,9.49
"44","PLEKHH2","GH02F043216","chr2",43443918,43456930,2.06,4.26
"45","ZFP36L2","GH02F043216","chr2",43443918,43456930,2.06,0.76
"46","GPR155","GH02F174331","chr2",175196043,175197114,2.04,8.06
"47","SP9","GH02F174331","chr2",175196043,175197114,2.04,0.76
"48","FZD5","GH02F207968","chr2",208832760,208836242,2.04,16.38
"49","PLEKHM3","GH02F207968","chr2",208832760,208836242,2.04,10.88
"50","METTL21A","GH02F207968","chr2",208832760,208836242,2.04,9.54
"51","DIS3L2","GH02F231660","chr2",232525334,232533149,2.04,1.37
"52","ZEB2","GH02F145065","chr2",145823143,145825758,2.02,9.49
"53","TCF7L1","GH02F085053","chr2",85280538,85282323,2.02,10.95
"54","DUSP2","GH02F096255","chr2",96921432,96928590,2.01,19.41
"55","CIAO1","GH02F096255","chr2",96921432,96928590,2.01,18.63
"56","STARD7","GH02F096255","chr2",96921432,96928590,2.01,12.99
"57","NCAPH","GH02F096255","chr2",96921432,96928590,2.01,11.7
"58","ASTL","GH02F096255","chr2",96921432,96928590,2.01,11.5
"59","ITPRIPL1","GH02F096255","chr2",96921432,96928590,2.01,11.36
"60","SNRNP200","GH02F096255","chr2",96921432,96928590,2.01,4.57
"61","TMEM127","GH02F096255","chr2",96921432,96928590,2.01,4.44
"62","ARID5A","GH02F096255","chr2",96921432,96928590,2.01,3.99
"63","KANSL3","GH02F096255","chr2",96921432,96928590,2.01,2.56
"64","TTC32","GH02F019537","chr2",19737589,19741867,1.96,13.09
"65","GPC1","GH02F240368","chr2",241307753,241314834,1.94,8.23
"66","CALM2","GH02F047065","chr2",47292341,47308338,1.93,15.03
"67","TTC7A","GH02F047065","chr2",47292341,47308338,1.93,9.41
"68","MCFD2","GH02F047065","chr2",47292341,47308338,1.93,2.59
"69","C2orf61","GH02F047065","chr2",47292341,47308338,1.93,0.16
"70","SLC11A1","GH02F217926","chr2",218791134,218803703,1.93,15.79
"71","TNS1","GH02F217926","chr2",218791134,218803703,1.93,11.43
"72","PNKD","GH02F217926","chr2",218791134,218803703,1.93,5.43
"73","ARPC2","GH02F217926","chr2",218791134,218803703,1.93,4.65
"74","TMBIM1","GH02F217926","chr2",218791134,218803703,1.93,2.7
"75","TBC1D8","GH02F101108","chr2",101725190,101738577,1.92,6.35
"76","IL1R2","GH02F101108","chr2",101725190,101738577,1.92,5.74
"77","RHOB","GH02F020566","chr2",20766626,20781108,1.91,20.94
"78","TTC32","GH02F020566","chr2",20766626,20781108,1.91,20.57
"79","GDF7","GH02F020566","chr2",20766626,20781108,1.91,13.2
"80","HS1BP3","GH02F020566","chr2",20766626,20781108,1.91,1.87
"81","SLC25A12","GH02F171963","chr2",172820365,172821314,1.9,12
"82","METAP1D","GH02F171963","chr2",172820365,172821314,1.9,12
"83","HAT1","GH02F171963","chr2",172820365,172821314,1.9,11.14
"84","FANCL","GH02F057759","chr2",57986561,57987832,1.9,10.22
"85","CREB1","GH02F207309","chr2",208174335,208177355,1.88,2.38
"86","CCNYL1","GH02F207309","chr2",208174335,208177355,1.88,1.28
"87","RAMP1","GH02F237894","chr2",238802971,238808641,1.88,19.93
"88","KLHL30","GH02F237894","chr2",238802971,238808641,1.88,4.12
"89","PER2","GH02F237894","chr2",238802971,238808641,1.88,3.68
"90","LRRFIP1","GH02F237894","chr2",238802971,238808641,1.88,3.43
"91","ESPNL","GH02F237894","chr2",238802971,238808641,1.88,2.53
"92","UBE2F","GH02F237894","chr2",238802971,238808641,1.88,2.25
"93","ILKAP","GH02F237894","chr2",238802971,238808641,1.88,1.66
"94","OLA1","GH02F174175","chr2",175040677,175043257,1.87,10.44
"95","VRK2","GH02F057890","chr2",58117536,58118390,1.86,11.35
"96","HK2","GH02F074872","chr2",75099321,75103809,1.83,49.77
"97","SEMA4F","GH02F074872","chr2",75099321,75103809,1.83,10.52
"98","M1AP","GH02F074872","chr2",75099321,75103809,1.83,10.52
"99","MTHFD2","GH02F074872","chr2",75099321,75103809,1.83,5.47
"100","LBX2","GH02F074872","chr2",75099321,75103809,1.83,1.37
"101","CXCR4","GH02F136235","chr2",136993037,136999169,1.83,15.82
"102","UBXN4","GH02F136235","chr2",136993037,136999169,1.83,4.45
"103","MCM6","GH02F136235","chr2",136993037,136999169,1.83,4.28
"104","COL6A3","GH02F237220","chr2",238128760,238134193,1.82,3.65
"105","ARHGAP15","GH02F143544","chr2",144302322,144304269,1.81,11.69
"106","ZFP36L2","GH02F043123","chr2",43350141,43373538,1.81,24.13
"107","OXER1","GH02F043123","chr2",43350141,43373538,1.81,14.34
"108","THADA","GH02F043123","chr2",43350141,43373538,1.81,4.31
"109","WDR92","GH02F068192","chr2",68419334,68424010,1.81,20.87
"110","PPP3R1","GH02F068192","chr2",68419334,68424010,1.81,20.09
"111","PNO1","GH02F068192","chr2",68419334,68424010,1.81,12.78
"112","C1D","GH02F068192","chr2",68419334,68424010,1.81,10.87
"113","COL6A3","GH02F237312","chr2",238221457,238228759,1.79,14.84
"114","MLPH","GH02F237312","chr2",238221457,238228759,1.79,9.83
"115","UBE2F","GH02F237312","chr2",238221457,238228759,1.79,6.49
"116","IQCA1","GH02F237312","chr2",238221457,238228759,1.79,4.14
"117","ANKRD53","GH02F071490","chr2",71718006,71721213,1.79,11.64
"118","DYSF","GH02F071490","chr2",71718006,71721213,1.79,10.94
"119","TEX261","GH02F071490","chr2",71718006,71721213,1.79,10.03
"120","MPHOSPH10","GH02F071490","chr2",71718006,71721213,1.79,9.89
