"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","CSTF3","GH11F032175","chr11",32197490,32198734,2.35,11.01
"2","SOX6","GH11F016001","chr11",16022548,16024803,2.25,8.99
"3","RBM7","GH11F114152","chr11",114023313,114059176,2.19,21.54
"4","ZW10","GH11F114152","chr11",114023313,114059176,2.19,18.72
"5","ZBTB16","GH11F114152","chr11",114023313,114059176,2.19,15.28
"6","NNMT","GH11F114152","chr11",114023313,114059176,2.19,11.54
"7","REXO2","GH11F114152","chr11",114023313,114059176,2.19,10.71
"8","HTR3A","GH11F114152","chr11",114023313,114059176,2.19,10.5
"9","NXPE1","GH11F114152","chr11",114023313,114059176,2.19,9.71
"10","CLDN25","GH11F114152","chr11",114023313,114059176,2.19,1.24
"11","SLC35C1","GH11F045928","chr11",45949933,45956951,2.18,5.01
"12","C11orf58","GH11F015965","chr11",15986684,15993034,2.15,9.58
"13","SOX6","GH11F015965","chr11",15986684,15993034,2.15,9.58
"14","ELP4","GH11F031651","chr11",31672621,31672730,2.1,0.1
"15","KAT5","GH11F065470","chr11",65237559,65277550,2.06,50.62
"16","ZFPL1","GH11F065470","chr11",65237559,65277550,2.06,44.46
"17","EIF1AD","GH11F065470","chr11",65237559,65277550,2.06,43.35
"18","EHBP1L1","GH11F065470","chr11",65237559,65277550,2.06,40.32
"19","MRPL11","GH11F065470","chr11",65237559,65277550,2.06,38.26
"20","POLA2","GH11F065470","chr11",65237559,65277550,2.06,35.38
"21","SSSCA1","GH11F065470","chr11",65237559,65277550,2.06,28.78
"22","FRMD8","GH11F065470","chr11",65237559,65277550,2.06,28.69
"23","MUS81","GH11F065470","chr11",65237559,65277550,2.06,19.84
"24","RNASEH2C","GH11F065470","chr11",65237559,65277550,2.06,18.83
"25","CDC42EP2","GH11F065470","chr11",65237559,65277550,2.06,17.44
"26","SLC25A45","GH11F065470","chr11",65237559,65277550,2.06,14
"27","VPS51","GH11F065470","chr11",65237559,65277550,2.06,12.17
"28","ZNHIT2","GH11F065470","chr11",65237559,65277550,2.06,11.88
"29","KCNK7","GH11F065470","chr11",65237559,65277550,2.06,11.85
"30","KLC2","GH11F065470","chr11",65237559,65277550,2.06,11.33
"31","FAU","GH11F065470","chr11",65237559,65277550,2.06,11.1
"32","SNX32","GH11F065470","chr11",65237559,65277550,2.06,10.73
"33","SNX15","GH11F065470","chr11",65237559,65277550,2.06,10.05
"34","RELA","GH11F065470","chr11",65237559,65277550,2.06,6.97
"35","AP5B1","GH11F065470","chr11",65237559,65277550,2.06,6.62
"36","YIF1A","GH11F065470","chr11",65237559,65277550,2.06,5.75
"37","DPF2","GH11F065470","chr11",65237559,65277550,2.06,4.32
"38","MAP3K11","GH11F065470","chr11",65237559,65277550,2.06,3.94
"39","BATF2","GH11F065470","chr11",65237559,65277550,2.06,3.59
"40","EFEMP2","GH11F065470","chr11",65237559,65277550,2.06,2.32
"41","SCYL1","GH11F065470","chr11",65237559,65277550,2.06,2.06
"42","C11orf68","GH11F065470","chr11",65237559,65277550,2.06,1.81
"43","LTBP3","GH11F065470","chr11",65237559,65277550,2.06,1.64
"44","DRAP1","GH11F065470","chr11",65237559,65277550,2.06,1.46
"45","SIPA1","GH11F065470","chr11",65237559,65277550,2.06,1.36
"46","LMO1","GH11F008283","chr11",8304949,8306063,1.96,0.34
"47","TTC9C","GH11F062024","chr11",61791580,61794671,1.93,29.63
"48","FTH1","GH11F062024","chr11",61791580,61794671,1.93,20.39
"49","LRRN4CL","GH11F062024","chr11",61791580,61794671,1.93,20.02
"50","METTL12","GH11F062024","chr11",61791580,61794671,1.93,18.2
"51","HNRNPUL2","GH11F062024","chr11",61791580,61794671,1.93,12.92
"52","EEF1G","GH11F062024","chr11",61791580,61794671,1.93,11.76
"53","BEST1","GH11F062024","chr11",61791580,61794671,1.93,11.3
"54","TAF6L","GH11F062024","chr11",61791580,61794671,1.93,10.92
"55","CD5","GH11F062024","chr11",61791580,61794671,1.93,10.35
"56","AHNAK","GH11F062024","chr11",61791580,61794671,1.93,10.24
"57","TMEM216","GH11F062024","chr11",61791580,61794671,1.93,10.06
"58","DAGLA","GH11F062024","chr11",61791580,61794671,1.93,8.05
"59","FEN1","GH11F062024","chr11",61791580,61794671,1.93,5.72
"60","IGF2","GH11F001962","chr11",1983712,1993929,1.92,7.75
"61","TH","GH11F001962","chr11",1983712,1993929,1.92,5.63
"62","TNNI2","GH11F001962","chr11",1983712,1993929,1.92,2.16
"63","TNNT3","GH11F001962","chr11",1983712,1993929,1.92,1.58
"64","TSSC4","GH11F001962","chr11",1983712,1993929,1.92,1.53
"65","SYT8","GH11F001962","chr11",1983712,1993929,1.92,1.25
"66","ORAOV1","GH11F069286","chr11",69054197,69057296,1.87,9.91
"67","MYEOV","GH11F069286","chr11",69054197,69057296,1.87,0.4
"68","PLEKHA7","GH11F016891","chr11",16912841,16917745,1.81,16.01
"69","RPS13","GH11F016891","chr11",16912841,16917745,1.81,10.51
"70","SLC37A2","GH11F125068","chr11",124938196,124946379,1.8,22.22
"71","CCDC15","GH11F125068","chr11",124938196,124946379,1.8,21.87
"72","TMEM218","GH11F125068","chr11",124938196,124946379,1.8,11.1
"73","ROBO4","GH11F125068","chr11",124938196,124946379,1.8,9.9
"74","HEPACAM","GH11F125068","chr11",124938196,124946379,1.8,9.26
"75","TBRG1","GH11F125068","chr11",124938196,124946379,1.8,3.07
"76","RIC3","GH11F008204","chr11",8226046,8230683,1.77,18.86
"77","TUB","GH11F008204","chr11",8226046,8230683,1.77,9.51
"78","EIF3F","GH11F008204","chr11",8226046,8230683,1.77,4.83
"79","TEAD1","GH11F012862","chr11",12883731,12887244,1.77,11.06
"80","C11orf44","GH11F130521","chr11",130391530,130394609,1.73,10.27
"81","SESN3","GH11F095244","chr11",94977593,94979345,1.73,0.36
"82","SLCO2B1","GH11F075145","chr11",74856390,74860045,1.73,15.41
"83","NEU3","GH11F075145","chr11",74856390,74860045,1.73,9.41
"84","TPBGL","GH11F075145","chr11",74856390,74860045,1.73,5.39
"85","ARRB1","GH11F075145","chr11",74856390,74860045,1.73,1.79
"86","SPCS2","GH11F075145","chr11",74856390,74860045,1.73,1.23
"87","CD44","GH11F035302","chr11",35324093,35327797,1.72,11.19
"88","PDHX","GH11F035302","chr11",35324093,35327797,1.72,10.71
"89","APIP","GH11F035302","chr11",35324093,35327797,1.72,10.71
"90","CD59","GH11F033687","chr11",33708893,33720222,1.71,25.27
"91","KIAA1549L","GH11F033687","chr11",33708893,33720222,1.71,16.22
"92","FBXO3","GH11F033687","chr11",33708893,33720222,1.71,4.88
"93","IMMP1L","GH11F031663","chr11",31685357,31686884,1.71,6.59
"94","ELP4","GH11F031663","chr11",31685357,31686884,1.71,0.1
"95","RNF141","GH11F010502","chr11",10523948,10526147,1.71,18.72
"96","AMPD3","GH11F010502","chr11",10523948,10526147,1.71,11.09
"97","CTR9","GH11F010502","chr11",10523948,10526147,1.71,10.78
"98","LYVE1","GH11F010502","chr11",10523948,10526147,1.71,9.73
"99","MRVI1","GH11F010502","chr11",10523948,10526147,1.71,9.4
"100","SBF2","GH11F010502","chr11",10523948,10526147,1.71,3.38
"101","ZBED5","GH11F010502","chr11",10523948,10526147,1.71,1.53
"102","EIF4G2","GH11F010502","chr11",10523948,10526147,1.71,1.19
"103","TSPAN18","GH11F044861","chr11",44882629,44885477,1.71,16.53
"104","IL18","GH11F112155","chr11",112026540,112037990,1.7,26.67
"105","BCO2","GH11F112155","chr11",112026540,112037990,1.7,26.03
"106","SDHD","GH11F112155","chr11",112026540,112037990,1.7,10.79
"107","TIMM8B","GH11F112155","chr11",112026540,112037990,1.7,10.79
"108","C11orf88","GH11F112155","chr11",112026540,112037990,1.7,4.99
"109","SERPINH1","GH11F075552","chr11",75264019,75267304,1.7,2.07
"110","GDPD5","GH11F075552","chr11",75264019,75267304,1.7,0.29
"111","C11orf52","GH11F111974","chr11",111845226,111850211,1.7,16.82
"112","PPP2R1B","GH11F111974","chr11",111845226,111850211,1.7,14.53
"113","CRYAB","GH11F111974","chr11",111845226,111850211,1.7,12.79
"114","HSPB2-C11orf52","GH11F111974","chr11",111845226,111850211,1.7,11.03
"115","DIXDC1","GH11F111974","chr11",111845226,111850211,1.7,9.65
"116","SDHD","GH11F111974","chr11",111845226,111850211,1.7,6.41
"117","SIK2","GH11F111974","chr11",111845226,111850211,1.7,1.34
"118","PSMA1","GH11F014536","chr11",14558348,14560745,1.68,13.28
"119","PDE3B","GH11F014536","chr11",14558348,14560745,1.68,12.14
"120","COPB1","GH11F014536","chr11",14558348,14560745,1.68,11.24
"121","LDHC","GH11F018382","chr11",18404116,18407346,1.68,46
"122","LDHA","GH11F018382","chr11",18404116,18407346,1.68,10.46
"123","LDHAL6A","GH11F018382","chr11",18404116,18407346,1.68,5.74
"124","SPTY2D1","GH11F018382","chr11",18404116,18407346,1.68,3.5
"125","HPS5","GH11F018382","chr11",18404116,18407346,1.68,2.59
"126","TSG101","GH11F018382","chr11",18404116,18407346,1.68,2.52
"127","AMPD3","GH11F010413","chr11",10434749,10437360,1.67,42.42
"128","CTR9","GH11F010413","chr11",10434749,10437360,1.67,11
"129","RNF141","GH11F010413","chr11",10434749,10437360,1.67,10.56
"130","LYVE1","GH11F010413","chr11",10434749,10437360,1.67,10.26
"131","MRVI1","GH11F010413","chr11",10434749,10437360,1.67,9.79
"132","SBF2","GH11F010413","chr11",10434749,10437360,1.67,2.64
"133","EIF4G2","GH11F010413","chr11",10434749,10437360,1.67,2.53
"134","ZBED5","GH11F010413","chr11",10434749,10437360,1.67,1.87
"135","ADM","GH11F010413","chr11",10434749,10437360,1.67,1.69
"136","OR52K1","GH11F004458","chr11",4479725,4483379,1.67,12.05
"137","OR52M1","GH11F004458","chr11",4479725,4483379,1.67,9.78
"138","TRIM21","GH11F004458","chr11",4479725,4483379,1.67,4.9
"139","OR52K2","GH11F004458","chr11",4479725,4483379,1.67,0.36
"140","MICAL2","GH11F012194","chr11",12216349,12224372,1.67,12.64
"141","MICALCL","GH11F012194","chr11",12216349,12224372,1.67,1.54
"142","PARVA","GH11F012194","chr11",12216349,12224372,1.67,1.44
"143","PICALM","GH11F086156","chr11",85867244,85875842,1.66,23.65
"144","CREB3L1","GH11F046246","chr11",46268124,46272969,1.66,14.45
"145","MAPK8IP1","GH11F046246","chr11",46268124,46272969,1.66,4.29
"146","ARAP1","GH11F072735","chr11",72446236,72456267,1.65,27.16
"147","STARD10","GH11F072735","chr11",72446236,72456267,1.65,14.53
"148","ATG16L2","GH11F072735","chr11",72446236,72456267,1.65,14.37
"149","PDE2A","GH11F072735","chr11",72446236,72456267,1.65,3.2
"150","P2RY2","GH11F072735","chr11",72446236,72456267,1.65,1.67
"151","FCHSD2","GH11F072735","chr11",72446236,72456267,1.65,1.59
"152","KIF18A","GH11F027932","chr11",27954332,27957502,1.65,4.11
"153","BDNF","GH11F027932","chr11",27954332,27957502,1.65,3.01
"154","ACER3","GH11F076823","chr11",76534286,76537382,1.65,17.91
"155","B3GNT6","GH11F076823","chr11",76534286,76537382,1.65,5.19
"156","GDPD4","GH11F076823","chr11",76534286,76537382,1.65,1.87
"157","GRAMD1B","GH11F123509","chr11",123380065,123382583,1.64,23.38
"158","SCN3B","GH11F123509","chr11",123380065,123382583,1.64,3.11
"159","CD44","GH11F035344","chr11",35365748,35371347,1.64,13.83
"160","PDHX","GH11F035344","chr11",35365748,35371347,1.64,10.77
"161","APIP","GH11F035344","chr11",35365748,35371347,1.64,10.77
"162","SLC1A2","GH11F035344","chr11",35365748,35371347,1.64,7.16
"163","FLI1","GH11F128707","chr11",128576897,128612095,1.64,19.54
"164","KCNJ1","GH11F128707","chr11",128576897,128612095,1.64,4.79
"165","ETS1","GH11F128707","chr11",128576897,128612095,1.64,3.36
"166","KCNJ5","GH11F128707","chr11",128576897,128612095,1.64,1.21
"167","YPEL4","GH11F057773","chr11",57541274,57557408,1.64,22.89
"168","TIMM10","GH11F057773","chr11",57541274,57557408,1.64,14.9
"169","MED19","GH11F057773","chr11",57541274,57557408,1.64,13.8
"170","CTNND1","GH11F057773","chr11",57541274,57557408,1.64,12.5
"171","BTBD18","GH11F057773","chr11",57541274,57557408,1.64,12.5
"172","CLP1","GH11F057773","chr11",57541274,57557408,1.64,10.39
"173","SMTNL1","GH11F057773","chr11",57541274,57557408,1.64,4.09
"174","PAX6","GH11F031794","chr11",31816452,31818421,1.63,17.59
"175","DCDC1","GH11F031794","chr11",31816452,31818421,1.63,6.74
"176","RCN1","GH11F031794","chr11",31816452,31818421,1.63,0.34
"177","RHOD","GH11F067030","chr11",66797879,66802270,1.63,11.91
"178","PC","GH11F067030","chr11",66797879,66802270,1.63,10.93
"179","LRFN4","GH11F067030","chr11",66797879,66802270,1.63,10.84
