"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","IFNGR2","GH21F033007","chr21",34379709,34380800,2.42,11.96
"2","IFNAR2","GH21F033007","chr21",34379709,34380800,2.42,8.34
"3","IL10RB","GH21F033007","chr21",34379709,34380800,2.42,7.67
"4","IFNAR1","GH21F033007","chr21",34379709,34380800,2.42,3.55
"5","SYNJ1","GH21F033007","chr21",34379709,34380800,2.42,2.12
"6","OLIG2","GH21F033007","chr21",34379709,34380800,2.42,1.93
"7","OLIG1","GH21F033007","chr21",34379709,34380800,2.42,1.66
"8","OLIG1","GH21F033093","chr21",34465959,34469066,2.27,11.58
"9","ERG","GH21F038661","chr21",40032872,40034310,2.2,5.7
"10","DSCR4","GH21F038983","chr21",40355704,40369926,2.14,16.16
"11","HMGN1","GH21F038983","chr21",40355704,40369926,2.14,12.17
"12","DSCR8","GH21F038983","chr21",40355704,40369926,2.14,11.63
"13","ETS2","GH21F038983","chr21",40355704,40369926,2.14,7.55
"14","ERG","GH21F038983","chr21",40355704,40369926,2.14,4.02
"15","RCAN1","GH21F034543","chr21",35915834,35919897,1.92,21.2
"16","KCNE1","GH21F034543","chr21",35915834,35919897,1.92,16.79
"17","NRIP1","GH21F015048","chr21",16421065,16439217,1.86,10.06
"18","KCNJ15","GH21F038282","chr21",39654524,39656121,1.82,3.9
"19","IFNGR2","GH21F033359","chr21",34732108,34737505,1.79,33.41
"20","IFNAR2","GH21F033359","chr21",34732108,34737505,1.79,20.95
"21","IFNAR1","GH21F033359","chr21",34732108,34737505,1.79,19.02
"22","IL10RB","GH21F033359","chr21",34732108,34737505,1.79,11.47
"23","SON","GH21F033359","chr21",34732108,34737505,1.79,5.47
"24","GART","GH21F033359","chr21",34732108,34737505,1.79,4.96
"25","OLIG1","GH21F033359","chr21",34732108,34737505,1.79,2.03
"26","SLC19A1","GH21F045530","chr21",46950408,46957202,1.78,21.08
"27","LSS","GH21F045530","chr21",46950408,46957202,1.78,4.73
"28","POFUT2","GH21F045530","chr21",46950408,46957202,1.78,2.34
"29","EVA1C","GH21F033201","chr21",34573996,34580504,1.75,24.89
"30","IFNAR2","GH21F033201","chr21",34573996,34580504,1.75,18.28
"31","IFNGR2","GH21F033201","chr21",34573996,34580504,1.75,17.03
"32","OLIG2","GH21F033201","chr21",34573996,34580504,1.75,11.64
"33","OLIG1","GH21F033201","chr21",34573996,34580504,1.75,10.43
"34","DNAJC28","GH21F033201","chr21",34573996,34580504,1.75,9.72
"35","TMEM50B","GH21F033201","chr21",34573996,34580504,1.75,9.49
"36","IL10RB","GH21F033201","chr21",34573996,34580504,1.75,9.29
"37","GART","GH21F033201","chr21",34573996,34580504,1.75,4.78
"38","IFNAR1","GH21F033201","chr21",34573996,34580504,1.75,3.89
"39","SYNJ1","GH21F033201","chr21",34573996,34580504,1.75,3.35
"40","SON","GH21F033201","chr21",34573996,34580504,1.75,2.94
"41","SLC19A1","GH21F045517","chr21",46937293,46939314,1.73,16.58
"42","POFUT2","GH21F045517","chr21",46937293,46939314,1.73,2.87
"43","KCNJ15","GH21F038257","chr21",39628923,39632036,1.71,17.31
"44","UBE2G2","GH21F044764","chr21",46184703,46186714,1.69,12.59
"45","UMODL1","GH21F042423","chr21",43843125,43846685,1.66,14.18
"46","TMPRSS3","GH21F042423","chr21",43843125,43846685,1.66,12.73
"47","TFF1","GH21F042423","chr21",43843125,43846685,1.66,12.65
"48","TFF3","GH21F042423","chr21",43843125,43846685,1.66,12.08
"49","TFF2","GH21F042423","chr21",43843125,43846685,1.66,11.47
"50","ZBTB21","GH21F042423","chr21",43843125,43846685,1.66,7.81
"51","ABCG1","GH21F042423","chr21",43843125,43846685,1.66,7.48
"52","UBASH3A","GH21F042423","chr21",43843125,43846685,1.66,4.39
"53","C2CD2","GH21F042423","chr21",43843125,43846685,1.66,3.83
"54","SLC37A1","GH21F042423","chr21",43843125,43846685,1.66,0.18
"55","WDR4","GH21F043158","chr21",44578832,44586499,1.66,38.44
"56","U2AF1","GH21F043158","chr21",44578832,44586499,1.66,28.86
"57","SIK1","GH21F043158","chr21",44578832,44586499,1.66,10.61
"58","RRP1B","GH21F043158","chr21",44578832,44586499,1.66,10.53
"59","HSF2BP","GH21F043158","chr21",44578832,44586499,1.66,10.53
"60","PWP2","GH21F043158","chr21",44578832,44586499,1.66,10.13
"61","CRYAA","GH21F043158","chr21",44578832,44586499,1.66,7.42
"62","SAMSN1","GH21F014567","chr21",15939323,15941120,1.63,15.08
"63","NRIP1","GH21F014567","chr21",15939323,15941120,1.63,3.85
"64","HSPA13","GH21F014567","chr21",15939323,15941120,1.63,2.37
"65","UMODL1","GH21F042047","chr21",43467206,43469146,1.63,0.34
"66","URB1","GH21F032327","chr21",33700123,33704541,1.62,16.66
