"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","RPL34","GH04F108610","chr4",109531908,109533465,2.23,17.23
"2","PHOX2B","GH04F041746","chr4",41748363,41753762,2.11,0.76
"3","LEF1","GH04F108140","chr4",109061365,109063783,2.06,11.96
"4","CYP2U1","GH04F108140","chr4",109061365,109063783,2.06,4.34
"5","HADH","GH04F108140","chr4",109061365,109063783,2.06,4.15
"6","HHIP","GH04F144645","chr4",145565675,145569955,1.84,0.76
"7","GSX2","GH04F054095","chr4",54961998,54962796,1.81,0.76
"8","TBC1D9","GH04F140717","chr4",141638155,141643543,1.79,34.68
"9","UCP1","GH04F140717","chr4",141638155,141643543,1.79,9.13
"10","RASGEF1B","GH04F081503","chr4",82424925,82429153,1.75,30.32
"11","FNIP2","GH04F158808","chr4",159729363,159736600,1.75,38.22
"12","PPID","GH04F158808","chr4",159729363,159736600,1.75,18.21
"13","ETFDH","GH04F158808","chr4",159729363,159736600,1.75,13.25
"14","C4orf46","GH04F158808","chr4",159729363,159736600,1.75,11.4
"15","RAPGEF2","GH04F158808","chr4",159729363,159736600,1.75,8.47
"16","RBPJ","GH04F026287","chr4",26288901,26292221,1.74,10.66
"17","HAND2","GH04F173520","chr4",174442084,174454592,1.72,6.98
"18","TMA16","GH04F163549","chr4",164470954,164471952,1.72,12.35
"19","TKTL2","GH04F163549","chr4",164470954,164471952,1.72,10.57
"20","RBM47","GH04F040549","chr4",40551994,40558127,1.71,10.84
"21","TNIP3","GH04F121253","chr4",122174270,122178755,1.71,11.7
"22","ARHGAP10","GH04F148051","chr4",148972583,148977273,1.71,6.43
"23","TLR1","GH04F038152","chr4",38153823,38160090,1.7,10.02
"24","TLR6","GH04F038152","chr4",38153823,38160090,1.7,10.02
"25","FAM114A1","GH04F038152","chr4",38153823,38160090,1.7,10.02
"26","EREG","GH04F074319","chr4",75185129,75187644,1.69,18.05
"27","EPGN","GH04F074319","chr4",75185129,75187644,1.69,7.34
"28","CXCL2","GH04F074319","chr4",75185129,75187644,1.69,4.89
"29","RASSF6","GH04F074319","chr4",75185129,75187644,1.69,4.54
"30","RASSF6","GH04F073605","chr4",74471092,74476987,1.69,9.87
"31","MTHFD2L","GH04F073605","chr4",74471092,74476987,1.69,9.85
"32","ASB5","GH04F176267","chr4",177188306,177196418,1.69,19.1
"33","SPCS3","GH04F176267","chr4",177188306,177196418,1.69,5.24
"34","HPSE","GH04F083315","chr4",84237072,84238894,1.69,53.2
"35","THAP9","GH04F083315","chr4",84237072,84238894,1.69,21.42
"36","PLAC8","GH04F083315","chr4",84237072,84238894,1.69,6.83
"37","COQ2","GH04F083315","chr4",84237072,84238894,1.69,5.8
"38","HELQ","GH04F083315","chr4",84237072,84238894,1.69,2.02
"39","LIN54","GH04F083315","chr4",84237072,84238894,1.69,1.8
"40","BMP2K","GH04F078691","chr4",79612155,79616247,1.69,38.77
"41","FGF2","GH04F122771","chr4",123692869,123694361,1.69,10.67
"42","SPRY1","GH04F122771","chr4",123692869,123694361,1.69,4.5
"43","IRF2","GH04F184309","chr4",185231040,185237723,1.68,12.71
"44","ENPP6","GH04F184309","chr4",185231040,185237723,1.68,6.55
"45","CASP3","GH04F184309","chr4",185231040,185237723,1.68,1.83
"46","MANBA","GH04F102618","chr4",103539863,103543133,1.68,8.02
"47","DDX60L","GH04F168449","chr4",169371058,169373550,1.68,20.03
"48","DDX60","GH04F168449","chr4",169371058,169373550,1.68,4.2
"49","ART3","GH04F076027","chr4",76949021,76950353,1.67,61.7
"50","CXCL9","GH04F076027","chr4",76949021,76950353,1.67,27.34
"51","CXCL10","GH04F076027","chr4",76949021,76950353,1.67,19.96
"52","CXCL11","GH04F076027","chr4",76949021,76950353,1.67,18.69
"53","SDAD1","GH04F076027","chr4",76949021,76950353,1.67,11.3
"54","NAAA","GH04F076027","chr4",76949021,76950353,1.67,2.52
"55","RASGEF1B","GH04F081512","chr4",82433355,82435318,1.67,29.44
"56","ARHGAP24","GH04F085740","chr4",86661355,86666390,1.67,15.75
"57","PLAC8","GH04F083215","chr4",84136155,84142152,1.66,28.78
"58","THAP9","GH04F083215","chr4",84136155,84142152,1.66,6.34
"59","HPSE","GH04F083215","chr4",84136155,84142152,1.66,4.15
"60","COQ2","GH04F083215","chr4",84136155,84142152,1.66,3.25
"61","LIN54","GH04F083215","chr4",84136155,84142152,1.66,2.08
"62","HELQ","GH04F083215","chr4",84136155,84142152,1.66,1.66
"63","DDX60L","GH04F168439","chr4",169361146,169362557,1.66,22.48
"64","DDX60","GH04F168439","chr4",169361146,169362557,1.66,5.7
"65","CASP3","GH04F184287","chr4",185208441,185210604,1.66,14.5
"66","IRF2","GH04F184287","chr4",185208441,185210604,1.66,14.2
"67","PRIMPOL","GH04F184287","chr4",185208441,185210604,1.66,10.28
"68","ENPP6","GH04F184287","chr4",185208441,185210604,1.66,5.61
"69","CENPU","GH04F184287","chr4",185208441,185210604,1.66,4.93
"70","ART3","GH04F076059","chr4",76980543,76982153,1.65,75.15
"71","CXCL10","GH04F076059","chr4",76980543,76982153,1.65,32.8
"72","CXCL9","GH04F076059","chr4",76980543,76982153,1.65,29.57
"73","NAAA","GH04F076059","chr4",76980543,76982153,1.65,26.78
"74","CXCL11","GH04F076059","chr4",76980543,76982153,1.65,18.52
"75","NUP54","GH04F076059","chr4",76980543,76982153,1.65,14.99
"76","SDAD1","GH04F076059","chr4",76980543,76982153,1.65,11.74
"77","CXCL3","GH04F073682","chr4",74547966,74550152,1.65,32.04
"78","CXCL2","GH04F073682","chr4",74547966,74550152,1.65,18.44
"79","MTHFD2L","GH04F073682","chr4",74547966,74550152,1.65,14
"80","PF4V1","GH04F073682","chr4",74547966,74550152,1.65,11.09
"81","CXCL5","GH04F073682","chr4",74547966,74550152,1.65,4.2
"82","RASSF6","GH04F073682","chr4",74547966,74550152,1.65,0.19
"83","USP53","GH04F119206","chr4",120128107,120136226,1.65,24.88
"84","FABP2","GH04F119206","chr4",120128107,120136226,1.65,21.13
"85","BMP2K","GH04F078616","chr4",79537155,79537990,1.64,24.71
"86","ANXA3","GH04F078616","chr4",79537155,79537990,1.64,0.19
"87","FHDC1","GH04F152953","chr4",153875050,153880659,1.64,22.37
"88","RNF175","GH04F152953","chr4",153875050,153880659,1.64,8.92
"89","ARFIP1","GH04F152953","chr4",153875050,153880659,1.64,7.7
"90","TRIM2","GH04F152953","chr4",153875050,153880659,1.64,1.37
"91","CBR4","GH04F168877","chr4",169798421,169809976,1.64,24.4
"92","PALLD","GH04F168877","chr4",169798421,169809976,1.64,12.08
"93","NFKB1","GH04F102610","chr4",103531895,103536829,1.63,14
"94","SLC9B1","GH04F102610","chr4",103531895,103536829,1.63,13.75
"95","BDH2","GH04F102610","chr4",103531895,103536829,1.63,6.5
"96","MANBA","GH04F102610","chr4",103531895,103536829,1.63,5.98
"97","UBE2D3","GH04F102610","chr4",103531895,103536829,1.63,3.3
"98","SLC39A8","GH04F102610","chr4",103531895,103536829,1.63,1.18
"99","TET2","GH04F105056","chr4",105977870,105983848,1.63,69.42
"100","PPA2","GH04F105056","chr4",105977870,105983848,1.63,4.34
"101","KLF3","GH04F038309","chr4",38311510,38313422,1.63,2.04
"102","FNIP2","GH04F158535","chr4",159456377,159456968,1.63,10.74
"103","PPID","GH04F158535","chr4",159456377,159456968,1.63,1.36
"104","PF4V1","GH04F073723","chr4",74588718,74589117,1.63,10.72
"105","MTHFD2L","GH04F073723","chr4",74588718,74589117,1.63,9.62
"106","CXCL2","GH04F073723","chr4",74588718,74589117,1.63,5.84
"107","CXCL3","GH04F073723","chr4",74588718,74589117,1.63,3.92
"108","ANKRD17","GH04F073723","chr4",74588718,74589117,1.63,2.29
"109","CHRNA9","GH04F040182","chr4",40184222,40189251,1.63,10.87
"110","RBM47","GH04F040182","chr4",40184222,40189251,1.63,4.57
"111","RHOH","GH04F040182","chr4",40184222,40189251,1.63,0.4
"112","IGFBP7","GH04F057117","chr4",57983968,57986533,1.63,2.4
"113","DDX60L","GH04F168509","chr4",169430611,169431751,1.62,45.29
"114","DDX60","GH04F168509","chr4",169430611,169431751,1.62,9.74
"115","PALLD","GH04F168509","chr4",169430611,169431751,1.62,0.36
"116","FGF2","GH04F122795","chr4",123717049,123721564,1.62,17.09
"117","NUDT6","GH04F122795","chr4",123717049,123721564,1.62,9.92
"118","SPATA5","GH04F122795","chr4",123717049,123721564,1.62,9.92
"119","SPRY1","GH04F122795","chr4",123717049,123721564,1.62,4.49
"120","PLAC8","GH04F083149","chr4",84070307,84073352,1.61,23.36
"121","THAP9","GH04F083149","chr4",84070307,84073352,1.61,18.82
"122","HPSE","GH04F083149","chr4",84070307,84073352,1.61,6.17
"123","COQ2","GH04F083149","chr4",84070307,84073352,1.61,3.34
"124","LIN54","GH04F083149","chr4",84070307,84073352,1.61,1.31
"125","PPP2R2C","GH04F006221","chr4",6223129,6224310,1.61,25.35
"126","JAKMIP1","GH04F006221","chr4",6223129,6224310,1.61,12.99
"127","CRMP1","GH04F006221","chr4",6223129,6224310,1.61,5.69
"128","MRFAP1L1","GH04F006221","chr4",6223129,6224310,1.61,1.8
"129","CNOT6L","GH04F077586","chr4",78507920,78508650,1.61,6.93
"130","SLC2A9","GH04F010114","chr4",10115895,10126623,1.6,20.95
"131","WDR1","GH04F010114","chr4",10115895,10126623,1.6,4.52
"132","GPRIN3","GH04F089292","chr4",90213580,90229796,1.6,27.45
"133","FAM13A","GH04F089292","chr4",90213580,90229796,1.6,1.23
"134","PRIMPOL","GH04F184326","chr4",185247911,185255152,1.6,10.74
"135","CDKN2AIP","GH04F184326","chr4",185247911,185255152,1.6,10.6
"136","ACSL1","GH04F184326","chr4",185247911,185255152,1.6,6.15
"137","IRF2","GH04F184326","chr4",185247911,185255152,1.6,2.94
"138","CASP3","GH04F184326","chr4",185247911,185255152,1.6,1.22
"139","HS3ST1","GH04F011469","chr4",11471129,11475023,1.6,10.81
"140","ACSL1","GH04F184361","chr4",185282701,185284553,1.6,3.37
"141","DHX15","GH04F024469","chr4",24471215,24475423,1.6,37.46
"142","ANAPC4","GH04F024469","chr4",24471215,24475423,1.6,24.66
"143","PI4K2B","GH04F024469","chr4",24471215,24475423,1.6,12
"144","SEPSECS","GH04F024469","chr4",24471215,24475423,1.6,11.51
"145","PPARGC1A","GH04F024469","chr4",24471215,24475423,1.6,0.76
"146","KIAA0232","GH04F006806","chr4",6807729,6810926,1.6,17.52
"147","TBC1D14","GH04F006806","chr4",6807729,6810926,1.6,1.92
"148","TADA2B","GH04F006806","chr4",6807729,6810926,1.6,1.7
"149","RASGEF1B","GH04F081634","chr4",82555972,82557753,1.59,12.97
"150","G3BP2","GH04F075695","chr4",76620289,76622384,1.59,6.91
"151","USO1","GH04F075695","chr4",76620289,76622384,1.59,6.39
"152","CDKL2","GH04F075695","chr4",76620289,76622384,1.59,5.52
"153","CCDC158","GH04F075695","chr4",76620289,76622384,1.59,4.91
"154","NAAA","GH04F075695","chr4",76620289,76622384,1.59,4.41
"155","RCHY1","GH04F075695","chr4",76620289,76622384,1.59,1.61
"156","THAP6","GH04F075695","chr4",76620289,76622384,1.59,1.54
"157","NUP54","GH04F075695","chr4",76620289,76622384,1.59,1.5
"158","ANTXR2","GH04F080100","chr4",81021975,81023504,1.58,17.28
"159","PRDM8","GH04F080100","chr4",81021975,81023504,1.58,11.93
"160","RBM47","GH04F040647","chr4",40649974,40651417,1.58,12.63
"161","NSUN7","GH04F040647","chr4",40649974,40651417,1.58,0.14
"162","HPSE","GH04F083569","chr4",84490525,84492153,1.58,9.08
"163","COQ2","GH04F083569","chr4",84490525,84492153,1.58,2.89
"164","HELQ","GH04F083569","chr4",84490525,84492153,1.58,2.12
"165","ACSL1","GH04F184848","chr4",185769355,185770807,1.58,13.04
"166","PRIMPOL","GH04F184848","chr4",185769355,185770807,1.58,10.77
"167","IRF2","GH04F184848","chr4",185769355,185770807,1.58,2.93
"168","TMEM128","GH04F004264","chr4",4266693,4274158,1.58,21.34
"169","LYAR","GH04F004264","chr4",4266693,4274158,1.58,16.45
"170","ZBTB49","GH04F004264","chr4",4266693,4274158,1.58,1.52
"171","C4orf51","GH04F145803","chr4",146724576,146731487,1.57,10.14
"172","ZNF827","GH04F145803","chr4",146724576,146731487,1.57,5.03
"173","CRIPAK","GH04F001040","chr4",1034780,1036587,1.57,36.11
"174","ZNF141","GH04F001040","chr4",1034780,1036587,1.57,18.36
"175","ZNF732","GH04F001040","chr4",1034780,1036587,1.57,12.38
"176","IDUA","GH04F001040","chr4",1034780,1036587,1.57,11.4
"177","TMEM129","GH04F001040","chr4",1034780,1036587,1.57,11.07
"178","FGFRL1","GH04F001040","chr4",1034780,1036587,1.57,7.14
"179","LETM1","GH04F001040","chr4",1034780,1036587,1.57,5.08
"180","TRMT44","GH04F008418","chr4",8420329,8421926,1.57,20.34
"181","HTRA3","GH04F008418","chr4",8420329,8421926,1.57,11.96
"182","SH3TC1","GH04F008418","chr4",8420329,8421926,1.57,11.73
"183","ACOX3","GH04F008418","chr4",8420329,8421926,1.57,5.9
"184","ARHGAP10","GH04F147827","chr4",148748353,148754793,1.57,19.58
"185","TIFA","GH04F112312","chr4",113233085,113234956,1.57,12.69
"186","AP1AR","GH04F112312","chr4",113233085,113234956,1.57,6.36
"187","ALPK1","GH04F112312","chr4",113233085,113234956,1.57,4.01
"188","LARP7","GH04F112312","chr4",113233085,113234956,1.57,2.31
"189","PLAC8","GH04F083152","chr4",84073541,84075352,1.57,19.62
"190","THAP9","GH04F083152","chr4",84073541,84075352,1.57,18.68
"191","HPSE","GH04F083152","chr4",84073541,84075352,1.57,7.06
"192","COQ2","GH04F083152","chr4",84073541,84075352,1.57,2.9
"193","LIN54","GH04F083152","chr4",84073541,84075352,1.57,1.2
"194","PDE5A","GH04F119516","chr4",120437993,120440440,1.57,1.62
"195","TXK","GH04F048227","chr4",48229418,48230018,1.56,11.32
"196","TEC","GH04F048227","chr4",48229418,48230018,1.56,8.66
"197","CNGA1","GH04F048227","chr4",48229418,48230018,1.56,1.75
"198","PRDM8","GH04F080123","chr4",81045031,81049953,1.56,15.83
"199","ANTXR2","GH04F080123","chr4",81045031,81049953,1.56,10.3
"200","HAUS3","GH04F002290","chr4",2291910,2293926,1.56,18.99
"201","ZFYVE28","GH04F002290","chr4",2291910,2293926,1.56,18.89
"202","RNF4","GH04F002290","chr4",2291910,2293926,1.56,4.66
"203","TNIP2","GH04F002290","chr4",2291910,2293926,1.56,1.14
"204","SPRY1","GH04F123615","chr4",124536850,124540355,1.56,10.82
"205","CHIC2","GH04F053687","chr4",54553446,54555381,1.55,4.14
"206","LNX1","GH04F053687","chr4",54553446,54555381,1.55,0.36
"207","AFAP1","GH04F007852","chr4",7854030,7866123,1.55,53.07
"208","CXCL2","GH04F073725","chr4",74591003,74593029,1.55,58.66
"209","CXCL3","GH04F073725","chr4",74591003,74593029,1.55,40.07
"210","MTHFD2L","GH04F073725","chr4",74591003,74593029,1.55,13.1
"211","PF4V1","GH04F073725","chr4",74591003,74593029,1.55,11.24
"212","MEPE","GH04F088195","chr4",89116299,89118402,1.55,4.78
"213","CCNG2","GH04F077095","chr4",78016354,78017153,1.54,13.25
"214","ZFYVE28","GH04F002401","chr4",2403329,2405326,1.54,26.15
"215","RNF4","GH04F002401","chr4",2403329,2405326,1.54,11.4
"216","MXD4","GH04F002401","chr4",2403329,2405326,1.54,11.08
"217","HAUS3","GH04F002401","chr4",2403329,2405326,1.54,11.03
"218","POLN","GH04F002401","chr4",2403329,2405326,1.54,11.03
"219","NELFA","GH04F002401","chr4",2403329,2405326,1.54,9.66
"220","C4orf48","GH04F002401","chr4",2403329,2405326,1.54,9.66
"221","TRIM2","GH04F153247","chr4",154169068,154172081,1.53,31.5
"222","MND1","GH04F153247","chr4",154169068,154172081,1.53,9.9
"223","KIAA0922","GH04F153247","chr4",154169068,154172081,1.53,5.21
"224","TIGD4","GH04F153247","chr4",154169068,154172081,1.53,1.74
"225","FAM13A","GH04F088997","chr4",89918392,89923940,1.53,15.06
"226","TIGD2","GH04F088997","chr4",89918392,89923940,1.53,10.28
"227","NAP1L5","GH04F088997","chr4",89918392,89923940,1.53,9.78
"228","SNCA","GH04F088997","chr4",89918392,89923940,1.53,5.39
"229","SLC2A9","GH04F010030","chr4",10032374,10036223,1.53,14.51
"230","FHDC1","GH04F152972","chr4",153893343,153895742,1.53,11.44
"231","PALLD","GH04F168568","chr4",169489861,169492481,1.52,12.31
"232","DDX60L","GH04F168568","chr4",169489861,169492481,1.52,0.27
"233","ARHGAP24","GH04F085777","chr4",86698516,86706923,1.52,17.78
"234","AASDH","GH04F056755","chr4",57621968,57625765,1.52,13.06
"235","SPP1","GH04F087843","chr4",88764893,88765952,1.52,21.07
"236","MEPE","GH04F087843","chr4",88764893,88765952,1.52,11.44
"237","PKD2","GH04F087843","chr4",88764893,88765952,1.52,10.19
"238","HSD17B11","GH04F087843","chr4",88764893,88765952,1.52,1.63
"239","MANBA","GH04F102733","chr4",103654682,103657557,1.52,29.42
"240","NFKB1","GH04F102733","chr4",103654682,103657557,1.52,7.11
"241","SLC39A8","GH04F102733","chr4",103654682,103657557,1.52,4.7
"242","SLC9B2","GH04F102733","chr4",103654682,103657557,1.52,4.63
"243","UBE2D3","GH04F102733","chr4",103654682,103657557,1.52,2.98
"244","SLC9B1","GH04F102733","chr4",103654682,103657557,1.52,2.63
"245","SHISA3","GH04F042425","chr4",42427252,42427930,1.52,12.09
