"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","CPNE1","GH20F035739","chr20",34326124,34333166,2.11,87.41
"2","RBM12","GH20F035739","chr20",34326124,34333166,2.11,27.51
"3","PHF20","GH20F035739","chr20",34326124,34333166,2.11,21.56
"4","AAR2","GH20F035739","chr20",34326124,34333166,2.11,19.82
"5","RBM39","GH20F035739","chr20",34326124,34333166,2.11,14.36
"6","EIF6","GH20F035739","chr20",34326124,34333166,2.11,13.4
"7","TRPC4AP","GH20F035739","chr20",34326124,34333166,2.11,11.35
"8","SLA2","GH20F035739","chr20",34326124,34333166,2.11,9.71
"9","SPAG4","GH20F035739","chr20",34326124,34333166,2.11,5.25
"10","SCAND1","GH20F035739","chr20",34326124,34333166,2.11,4.17
"11","NFS1","GH20F035739","chr20",34326124,34333166,2.11,0.24
"12","RALGAPA2","GH20F020492","chr20",20472721,20474200,1.96,6.08
"13","COMMD7","GH20F032521","chr20",31109014,31117952,1.96,11.12
"14","HCK","GH20F032521","chr20",31109014,31117952,1.96,9.17
"15","MAPRE1","GH20F032521","chr20",31109014,31117952,1.96,5.29
"16","PLAGL2","GH20F032521","chr20",31109014,31117952,1.96,3.67
"17","POFUT1","GH20F031672","chr20",30259913,30270603,1.9,21.87
"18","COX4I2","GH20F031672","chr20",30259913,30270603,1.9,20.4
"19","REM1","GH20F031672","chr20",30259913,30270603,1.9,14.94
"20","BCL2L1","GH20F031672","chr20",30259913,30270603,1.9,14.94
"21","DEFB124","GH20F031672","chr20",30259913,30270603,1.9,11.14
"22","ID1","GH20F031672","chr20",30259913,30270603,1.9,9.82
"23","HM13","GH20F031672","chr20",30259913,30270603,1.9,9.56
"24","TTLL9","GH20F031672","chr20",30259913,30270603,1.9,3.99
"25","HCK","GH20F031672","chr20",30259913,30270603,1.9,1.82
"26","RBM38","GH20F057437","chr20",56012657,56019293,1.89,31.73
"27","FAM209A","GH20F057437","chr20",56012657,56019293,1.89,15.38
"28","GCNT7","GH20F057437","chr20",56012657,56019293,1.89,13.87
"29","VSTM2L","GH20F038091","chr20",36719462,36724930,1.83,14.45
"30","RPRD1B","GH20F038091","chr20",36719462,36724930,1.83,10.9
"31","BPI","GH20F038091","chr20",36719462,36724930,1.83,7.47
"32","RALGAPB","GH20F038091","chr20",36719462,36724930,1.83,2.18
"33","CTNNBL1","GH20F038091","chr20",36719462,36724930,1.83,1.89
"34","RIN2","GH20F019913","chr20",19894161,19903043,1.82,11.48
"35","NAA20","GH20F019913","chr20",19894161,19903043,1.82,11.23
"36","CTNNBL1","GH20F037710","chr20",36338613,36345114,1.79,15.6
"37","VSTM2L","GH20F037710","chr20",36338613,36345114,1.79,7.81
"38","SRC","GH20F037710","chr20",36338613,36345114,1.79,2.59
"39","MANBAL","GH20F037710","chr20",36338613,36345114,1.79,2.24
"40","GHRH","GH20F037710","chr20",36338613,36345114,1.79,1.38
"41","RPRD1B","GH20F037710","chr20",36338613,36345114,1.79,1.21
"42","MYLK2","GH20F031601","chr20",30189493,30201016,1.78,21.91
"43","COX4I2","GH20F031601","chr20",30189493,30201016,1.78,18.74
"44","HM13","GH20F031601","chr20",30189493,30201016,1.78,16.95
"45","KIF3B","GH20F031601","chr20",30189493,30201016,1.78,10.36
"46","DEFB124","GH20F031601","chr20",30189493,30201016,1.78,9.9
"47","ID1","GH20F031601","chr20",30189493,30201016,1.78,3.98
"48","TTLL9","GH20F031601","chr20",30189493,30201016,1.78,3.17
"49","DEFB121","GH20F031601","chr20",30189493,30201016,1.78,2.11
"50","DEFB116","GH20F031601","chr20",30189493,30201016,1.78,1.7
"51","DUSP15","GH20F031601","chr20",30189493,30201016,1.78,1.28
"52","MAPRE1","GH20F032965","chr20",31553068,31568870,1.77,8.96
"53","CCM2L","GH20F032965","chr20",31553068,31568870,1.77,5.09
"54","ZNF341","GH20F032965","chr20",31553068,31568870,1.77,4.82
"55","CDK5RAP1","GH20F032965","chr20",31553068,31568870,1.77,3.63
"56","EFCAB8","GH20F032965","chr20",31553068,31568870,1.77,0.13
"57","NNAT","GH20F037405","chr20",36033943,36035802,1.76,5.07
"58","VSTM2L","GH20F037405","chr20",36033943,36035802,1.76,4.41
"59","MROH8","GH20F037405","chr20",36033943,36035802,1.76,1.4
"60","NFATC2","GH20F051411","chr20",50028325,50035184,1.75,19.89
"61","ARFGEF2","GH20F048845","chr20",47461539,47464136,1.71,11.52
"62","PREX1","GH20F048845","chr20",47461539,47464136,1.71,9.14
"63","STAU1","GH20F048845","chr20",47461539,47464136,1.71,4.77
"64","ZNFX1","GH20F048845","chr20",47461539,47464136,1.71,2.14
"65","MANBAL","GH20F037272","chr20",35901205,35906602,1.71,28.91
"66","RBL1","GH20F037272","chr20",35901205,35906602,1.71,14.48
"67","TTI1","GH20F037272","chr20",35901205,35906602,1.71,14.03
"68","TGIF2","GH20F037272","chr20",35901205,35906602,1.71,11.51
"69","SRC","GH20F037272","chr20",35901205,35906602,1.71,11.25
"70","RPRD1B","GH20F037272","chr20",35901205,35906602,1.71,10.71
"71","TLDC2","GH20F037272","chr20",35901205,35906602,1.71,9.79
"72","RPN2","GH20F037272","chr20",35901205,35906602,1.71,5.15
"73","SAMHD1","GH20F037272","chr20",35901205,35906602,1.71,2.27
"74","CTNNBL1","GH20F037272","chr20",35901205,35906602,1.71,1.27
"75","HCK","GH20F032505","chr20",31093404,31100403,1.71,3.44
"76","MAPRE1","GH20F032505","chr20",31093404,31100403,1.71,3.4
