"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","CUX2","GH12F111055","chr12",111493558,111496432,2.34,13.77
"2","MAPKAPK5","GH12F111055","chr12",111493558,111496432,2.34,12.01
"3","MYL2","GH12F111055","chr12",111493558,111496432,2.34,9.8
"4","PPTC7","GH12F111055","chr12",111493558,111496432,2.34,5.74
"5","SH2B3","GH12F111055","chr12",111493558,111496432,2.34,2.44
"6","HMGA2","GH12F065888","chr12",66282670,66294672,2.09,11.25
"7","IRAK3","GH12F065888","chr12",66282670,66294672,2.09,6.17
"8","ETV6","GH12F011761","chr12",11914336,11925933,2.07,24.18
"9","BCL2L14","GH12F011761","chr12",11914336,11925933,2.07,8.12
"10","BTG1","GH12F092130","chr12",92524610,92544632,2.02,16.05
"11","POLR3B","GH12F106417","chr12",106811740,106813495,1.98,10.11
"12","RFX4","GH12F106417","chr12",106811740,106813495,1.98,9.33
"13","TCP11L2","GH12F106417","chr12",106811740,106813495,1.98,7.71
"14","HOXC8","GH12F054009","chr12",54402998,54428586,1.92,15.21
"15","MAP3K12","GH12F054009","chr12",54402998,54428586,1.92,12.64
"16","ZNF740","GH12F054009","chr12",54402998,54428586,1.92,9.7
"17","C12orf10","GH12F054009","chr12",54402998,54428586,1.92,9.69
"18","HOXC4","GH12F054009","chr12",54402998,54428586,1.92,8.92
"19","HOXC9","GH12F054009","chr12",54402998,54428586,1.92,6.85
"20","HOXC6","GH12F054009","chr12",54402998,54428586,1.92,5.02
"21","HOXC5","GH12F054009","chr12",54402998,54428586,1.92,2.9
"22","ATP5G2","GH12F054009","chr12",54402998,54428586,1.92,2.82
"23","HOXC10","GH12F054009","chr12",54402998,54428586,1.92,2.23
"24","COPZ1","GH12F054009","chr12",54402998,54428586,1.92,1.31
"25","KCNMB4","GH12F070353","chr12",70747530,70748780,1.87,0.36
"26","SART3","GH12F108849","chr12",109243378,109252932,1.83,14.82
"27","ALKBH2","GH12F108849","chr12",109243378,109252932,1.83,10.36
"28","UBE3B","GH12F108849","chr12",109243378,109252932,1.83,10.33
"29","CORO1C","GH12F108849","chr12",109243378,109252932,1.83,7.5
"30","SSH1","GH12F108849","chr12",109243378,109252932,1.83,6.93
"31","SELPLG","GH12F108849","chr12",109243378,109252932,1.83,2.23
"32","PDE3A","GH12F019945","chr12",20098051,20100739,1.79,2.78
"33","NELL2","GH12F045243","chr12",45637385,45639061,1.77,7.34
"34","ANO6","GH12F045243","chr12",45637385,45639061,1.77,2.12
"35","UBC","GH12F124712","chr12",125196848,125201787,1.76,5.36
"36","ZNF664","GH12F124712","chr12",125196848,125201787,1.76,4.5
"37","NCOR2","GH12F124712","chr12",125196848,125201787,1.76,1.58
"38","SLC38A2","GH12F046469","chr12",46863401,46869589,1.75,11.99
"39","CPM","GH12F069006","chr12",69399782,69403359,1.74,37.56
"40","FRS2","GH12F069006","chr12",69399782,69403359,1.74,14.4
"41","RAP1B","GH12F069006","chr12",69399782,69403359,1.74,11.78
"42","LYZ","GH12F069006","chr12",69399782,69403359,1.74,8.74
"43","CPSF6","GH12F069006","chr12",69399782,69403359,1.74,4.08
"44","MDM2","GH12F069006","chr12",69399782,69403359,1.74,4.07
"45","YEATS4","GH12F069006","chr12",69399782,69403359,1.74,3.64
"46","SLC35E3","GH12F069006","chr12",69399782,69403359,1.74,3.12
"47","NUP107","GH12F069006","chr12",69399782,69403359,1.74,2.54
"48","TAPBPL","GH12F006506","chr12",6616125,6617491,1.74,27.14
"49","MRPL51","GH12F006506","chr12",6616125,6617491,1.74,0.36
"50","EP400","GH12F131859","chr12",132344299,132349032,1.73,27.04
"51","SFSWAP","GH12F131859","chr12",132344299,132349032,1.73,25.54
"52","GOLGA3","GH12F131859","chr12",132344299,132349032,1.73,18.31
"53","DDX51","GH12F131859","chr12",132344299,132349032,1.73,16.98
"54","MMP17","GH12F131859","chr12",132344299,132349032,1.73,12.51
"55","ULK1","GH12F131859","chr12",132344299,132349032,1.73,2.15
"56","BTG1","GH12F092062","chr12",92456378,92459928,1.73,5.72
"57","UBC","GH12F124725","chr12",125210348,125213070,1.73,4.81
"58","NCOR2","GH12F124725","chr12",125210348,125213070,1.73,1.26
"59","ATP2B1","GH12F090090","chr12",90483985,90485976,1.71,8.84
"60","TSPAN9","GH12F003129","chr12",3238568,3240565,1.71,16.21
"61","METTL21B","GH12F057868","chr12",58262130,58264168,1.71,33.58
"62","AVIL","GH12F057868","chr12",58262130,58264168,1.71,13.24
"63","CTDSP2","GH12F057868","chr12",58262130,58264168,1.71,11.84
"64","TSFM","GH12F057868","chr12",58262130,58264168,1.71,10.57
"65","METTL1","GH12F057868","chr12",58262130,58264168,1.71,10.56
"66","CYP27B1","GH12F057868","chr12",58262130,58264168,1.71,10.55
"67","CDK4","GH12F057868","chr12",58262130,58264168,1.71,10.01
"68","DTX3","GH12F057868","chr12",58262130,58264168,1.71,2.5
"69","B4GALNT1","GH12F057868","chr12",58262130,58264168,1.71,2.41
"70","ARHGEF25","GH12F057868","chr12",58262130,58264168,1.71,1.93
"71","KIF5A","GH12F057868","chr12",58262130,58264168,1.71,1.78
"72","NCOR2","GH12F124694","chr12",125178548,125180803,1.7,12.55
"73","UBC","GH12F124694","chr12",125178548,125180803,1.7,3.32
"74","LRIG3","GH12F058527","chr12",58921776,58925630,1.7,14.97
"75","CTDSP2","GH12F058527","chr12",58921776,58925630,1.7,4.98
"76","CCND2","GH12F004133","chr12",4242168,4247165,1.69,12.33
"77","PARP11","GH12F004133","chr12",4242168,4247165,1.69,3.67
"78","C12orf4","GH12F004133","chr12",4242168,4247165,1.69,2.19
"79","SUDS3","GH12F118306","chr12",118744147,118748004,1.69,7.34
"80","VSIG10","GH12F118306","chr12",118744147,118748004,1.69,5.86
"81","SRRM4","GH12F118306","chr12",118744147,118748004,1.69,4.28
"82","TAOK3","GH12F118306","chr12",118744147,118748004,1.69,4.12
"83","FKBP11","GH12F048881","chr12",49275585,49278348,1.69,23.9
"84","ARF3","GH12F048881","chr12",49275585,49278348,1.69,11.58
"85","WNT10B","GH12F048881","chr12",49275585,49278348,1.69,6.72
"86","CCDC65","GH12F048881","chr12",49275585,49278348,1.69,6.59
"87","RND1","GH12F048881","chr12",49275585,49278348,1.69,1.45
"88","OR8S1","GH12F048881","chr12",49275585,49278348,1.69,1.31
"89","ANKRD52","GH12F057126","chr12",57520295,57534146,1.69,31.83
"90","NAB2","GH12F057126","chr12",57520295,57534146,1.69,13.11
"91","LRP1","GH12F057126","chr12",57520295,57534146,1.69,11.33
"92","CNPY2","GH12F057126","chr12",57520295,57534146,1.69,9.85
"93","STAT6","GH12F057126","chr12",57520295,57534146,1.69,8.54
"94","NABP2","GH12F057126","chr12",57520295,57534146,1.69,4.49
"95","DDIT3","GH12F057126","chr12",57520295,57534146,1.69,2.25
"96","MBD6","GH12F057126","chr12",57520295,57534146,1.69,1.39
"97","P2RX4","GH12F121196","chr12",121634204,121635742,1.69,42.96
"98","P2RX7","GH12F121196","chr12",121634204,121635742,1.69,19.25
"99","CAMKK2","GH12F121196","chr12",121634204,121635742,1.69,9.41
"100","ACADS","GH12F121196","chr12",121634204,121635742,1.69,9.34
"101","OASL","GH12F121196","chr12",121634204,121635742,1.69,9.11
"102","WDR66","GH12F121923","chr12",122361081,122364336,1.69,38.6
"103","PSMD9","GH12F121923","chr12",122361081,122364336,1.69,13.1
"104","HPD","GH12F121923","chr12",122361081,122364336,1.69,12.07
"105","C12orf76","GH12F110256","chr12",110693807,110695889,1.69,13.22
"106","PPTC7","GH12F110256","chr12",110693807,110695889,1.69,3.25
"107","ARPC3","GH12F110256","chr12",110693807,110695889,1.69,2.5
"108","NUDT4","GH12F093373","chr12",93766921,93768606,1.68,17
"109","CRADD","GH12F093373","chr12",93766921,93768606,1.68,1.33
"110","CKAP4","GH12F105933","chr12",106327082,106330601,1.68,1.26
"111","H3F3C","GH12F031740","chr12",31893336,31905933,1.67,34.77
"112","FAM60A","GH12F031740","chr12",31893336,31905933,1.67,17.78
"113","KIAA1551","GH12F031740","chr12",31893336,31905933,1.67,17.69
"114","AMN1","GH12F031740","chr12",31893336,31905933,1.67,8.85
"115","TMEM116","GH12F111313","chr12",111751202,111753288,1.67,5.31
"116","ST8SIA1","GH12F022041","chr12",22194149,22197929,1.67,9.57
"117","CMAS","GH12F022041","chr12",22194149,22197929,1.67,0.76
"118","DUSP16","GH12F012448","chr12",12601536,12604713,1.67,16.67
"119","CREBL2","GH12F012448","chr12",12601536,12604713,1.67,10.75
"120","GPR19","GH12F012448","chr12",12601536,12604713,1.67,9.81
"121","BCL2L14","GH12F012448","chr12",12601536,12604713,1.67,1.85
"122","LRRK2","GH12F040207","chr12",40601249,40604401,1.66,28.36
"123","ANO6","GH12F045199","chr12",45593772,45595382,1.66,2.37
"124","NCOR2","GH12F124729","chr12",125213951,125232745,1.66,10.86
"125","UBC","GH12F124729","chr12",125213951,125232745,1.66,4.66
"126","CORO1C","GH12F108687","chr12",109081708,109092213,1.66,20.61
"127","ALKBH2","GH12F108687","chr12",109081708,109092213,1.66,19.65
"128","SART3","GH12F108687","chr12",109081708,109092213,1.66,13.9
"129","MVK","GH12F108687","chr12",109081708,109092213,1.66,5.53
"130","SSH1","GH12F108687","chr12",109081708,109092213,1.66,2.23
"131","C2CD5","GH12F022408","chr12",22561535,22563199,1.66,10.68
"132","GPN3","GH12F110266","chr12",110703881,110706090,1.66,22.65
"133","C12orf76","GH12F110266","chr12",110703881,110706090,1.66,10.74
"134","ATP2A2","GH12F110266","chr12",110703881,110706090,1.66,4.9
"135","PPTC7","GH12F110266","chr12",110703881,110706090,1.66,1.92
"136","LEMD3","GH12F065629","chr12",66023171,66032723,1.66,10.02
"137","HMGA2","GH12F065629","chr12",66023171,66032723,1.66,4.68
