"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","EIF4E3","GH03F071394","chr3",71443753,71452835,2.8,2.28
"2","EIF4E3","GH03F071437","chr3",71486553,71508874,2.55,5.49
"3","EIF4E3","GH03F071386","chr3",71435990,71443350,2.46,1.56
"4","MYNN","GH03F169240","chr3",168958333,168962944,2.31,4.24
"5","VGLL3","GH03F086981","chr3",87030852,87044457,2.27,5.24
"6","CCDC39","GH03F180718","chr3",180436427,180437958,2.18,10.57
"7","SOX2","GH03F181700","chr3",181417989,181418988,2.07,7.28
"8","RYBP","GH03F072375","chr3",72424415,72425208,1.99,21.2
"9","CCNL1","GH03F157124","chr3",156842504,156855970,1.94,23.99
"10","LEKR1","GH03F157124","chr3",156842504,156855970,1.94,14.08
"11","TIPARP","GH03F157124","chr3",156842504,156855970,1.94,11.1
"12","SSR3","GH03F157124","chr3",156842504,156855970,1.94,10.39
"13","IL20RB","GH03F137263","chr3",136982581,136984175,1.88,8.36
"14","ATG7","GH03F011554","chr3",11596203,11601844,1.84,7.48
"15","SOX2","GH03F181694","chr3",181412640,181414442,1.81,6.32
"16","RSRC1","GH03F158185","chr3",157903310,157904642,1.81,8.7
"17","MLF1","GH03F158185","chr3",157903310,157904642,1.81,7.75
"18","SHOX2","GH03F158185","chr3",157903310,157904642,1.81,0.17
"19","SACM1L","GH03F045130","chr3",45171910,45183056,1.8,23.02
"20","ZNF660","GH03F045130","chr3",45171910,45183056,1.8,18.83
"21","ZNF502","GH03F045130","chr3",45171910,45183056,1.8,14.09
"22","ZKSCAN7","GH03F045130","chr3",45171910,45183056,1.8,11.11
"23","ZNF501","GH03F045130","chr3",45171910,45183056,1.8,11
"24","CLEC3B","GH03F045130","chr3",45171910,45183056,1.8,10.7
"25","TMEM158","GH03F045130","chr3",45171910,45183056,1.8,10.5
"26","XCR1","GH03F045130","chr3",45171910,45183056,1.8,9.68
"27","CDCP1","GH03F045130","chr3",45171910,45183056,1.8,9.33
"28","ITGA9","GH03F037764","chr3",37805955,37810589,1.8,13.78
"29","OXSR1","GH03F037764","chr3",37805955,37810589,1.8,4.97
"30","CAPN7","GH03F014408","chr3",14450125,14458512,1.8,12.62
"31","C3orf20","GH03F014408","chr3",14450125,14458512,1.8,11.56
"32","SLC6A6","GH03F014408","chr3",14450125,14458512,1.8,9.12
"33","CCDC174","GH03F014408","chr3",14450125,14458512,1.8,2.18
"34","RNF7","GH03F141860","chr3",141579043,141580810,1.79,11.64
"35","GRK7","GH03F141860","chr3",141579043,141580810,1.79,10.85
"36","ATP1B3","GH03F141860","chr3",141579043,141580810,1.79,7.44
"37","P2RY14","GH03F151264","chr3",150982390,150984788,1.79,21.63
"38","GPR87","GH03F151264","chr3",150982390,150984788,1.79,18.15
"39","DOCK3","GH03F050616","chr3",50653431,50671830,1.78,23.54
"40","HEMK1","GH03F050616","chr3",50653431,50671830,1.78,21.57
"41","MAPKAPK3","GH03F050616","chr3",50653431,50671830,1.78,16.75
"42","C3orf18","GH03F050616","chr3",50653431,50671830,1.78,12.31
"43","RAD54L2","GH03F050616","chr3",50653431,50671830,1.78,11.11
"44","MANF","GH03F050616","chr3",50653431,50671830,1.78,10.67
"45","GNAI2","GH03F050616","chr3",50653431,50671830,1.78,6.5
"46","LSMEM2","GH03F050616","chr3",50653431,50671830,1.78,5.74
