"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"1","SRR","GH17F002170","chr17",2074111,2087474,3.11,34.68
"2","HIC1","GH17F002170","chr17",2074111,2087474,3.11,13.37
"3","OVCA2","GH17F002170","chr17",2074111,2087474,3.11,11.28
"4","SMG6","GH17F002170","chr17",2074111,2087474,3.11,10.59
"5","DPH1","GH17F002170","chr17",2074111,2087474,3.11,10.32
"6","SMYD4","GH17F002170","chr17",2074111,2087474,3.11,9.74
"7","RPA1","GH17F002170","chr17",2074111,2087474,3.11,9.74
"8","TSR1","GH17F002170","chr17",2074111,2087474,3.11,3.7
"9","TBX4","GH17F061247","chr17",59324401,59331830,2.48,9.86
"10","NACA2","GH17F061247","chr17",59324401,59331830,2.48,1.22
"11","SRR","GH17F002188","chr17",2092264,2097423,2.36,37.61
"12","WDR81","GH17F002188","chr17",2092264,2097423,2.36,1.24
"13","AATF","GH17F036978","chr17",35336093,35338161,2.3,10.81
"14","LHX1","GH17F036978","chr17",35336093,35338161,2.3,9.68
"15","GPATCH8","GH17F044467","chr17",42544369,42544568,2.11,11.47
"16","ITGA2B","GH17F044467","chr17",42544369,42544568,2.11,10.92
"17","PEMT","GH17F017535","chr17",17438964,17444187,2.11,15.01
"18","SRR","GH17F002211","chr17",2114983,2121030,2.07,37.14
"19","SGSM2","GH17F002211","chr17",2114983,2121030,2.07,11.49
"20","PGAP3","GH17F039673","chr17",37830206,37837614,2.04,20.96
"21","STARD3","GH17F039673","chr17",37830206,37837614,2.04,12.61
"22","NEUROD2","GH17F039673","chr17",37830206,37837614,2.04,11.41
"23","RAPGEFL1","GH17F039673","chr17",37830206,37837614,2.04,6.67
"24","ORMDL3","GH17F039673","chr17",37830206,37837614,2.04,5.84
"25","ERBB2","GH17F039673","chr17",37830206,37837614,2.04,4.25
"26","GRB7","GH17F039673","chr17",37830206,37837614,2.04,1.91
"27","GSDMB","GH17F039673","chr17",37830206,37837614,2.04,1.4
"28","PNMT","GH17F039673","chr17",37830206,37837614,2.04,0.4
"29","METRNL","GH17F083079","chr17",81037028,81050337,1.87,9.54
"30","B3GNTL1","GH17F083079","chr17",81037028,81050337,1.87,8.71
"31","NARF","GH17F083079","chr17",81037028,81050337,1.87,5.08
"32","FOXK2","GH17F083079","chr17",81037028,81050337,1.87,4.62
"33","DPH1","GH17F001994","chr17",1898241,1903813,1.84,12.78
"34","SMYD4","GH17F001994","chr17",1898241,1903813,1.84,11.24
"35","RPA1","GH17F001994","chr17",1898241,1903813,1.84,11.24
"36","RTN4RL1","GH17F001994","chr17",1898241,1903813,1.84,5.55
"37","TIMM22","GH17F001037","chr17",940633,944240,1.81,11.9
"38","NXN","GH17F001037","chr17",940633,944240,1.81,11.12
"39","GLOD4","GH17F001037","chr17",940633,944240,1.81,10.4
"40","ABR","GH17F001037","chr17",940633,944240,1.81,7.6
"41","MYO1C","GH17F001037","chr17",940633,944240,1.81,3.07
"42","AATF","GH17F036972","chr17",35329349,35329944,1.81,10.9
"43","WIPI1","GH17F067963","chr17",65959316,65959717,1.81,10.99
"44","MED24","GH17F040061","chr17",38218143,38232953,1.8,22.75
"45","GSDMA","GH17F040061","chr17",38218143,38232953,1.8,20.28
"46","MSL1","GH17F040061","chr17",38218143,38232953,1.8,17.91
"47","RAPGEFL1","GH17F040061","chr17",38218143,38232953,1.8,10.7
"48","PSMD3","GH17F040061","chr17",38218143,38232953,1.8,10.59
"49","TMEM99","GH17F040061","chr17",38218143,38232953,1.8,9.99
"50","MED1","GH17F040061","chr17",38218143,38232953,1.8,9.75
"51","TCAP","GH17F040061","chr17",38218143,38232953,1.8,8.66
"52","ORMDL3","GH17F040061","chr17",38218143,38232953,1.8,5.16
"53","THRA","GH17F040061","chr17",38218143,38232953,1.8,4.87
"54","GSDMB","GH17F040061","chr17",38218143,38232953,1.8,3.75
"55","NR1D1","GH17F040061","chr17",38218143,38232953,1.8,3.14
"56","PPP1R1B","GH17F040061","chr17",38218143,38232953,1.8,1.54
"57","NEUROD2","GH17F040061","chr17",38218143,38232953,1.8,1.26
"58","C17orf98","GH17F038740","chr17",36896989,36900627,1.79,36.13
"59","PCGF2","GH17F038740","chr17",36896989,36900627,1.79,23.13
"60","MLLT6","GH17F038740","chr17",36896989,36900627,1.79,15.87
"61","FBXO47","GH17F038740","chr17",36896989,36900627,1.79,11.17
"62","PIP4K2B","GH17F038740","chr17",36896989,36900627,1.79,10.54
"63","SOCS7","GH17F038740","chr17",36896989,36900627,1.79,5.5
"64","PSMB3","GH17F038740","chr17",36896989,36900627,1.79,5.42
"65","CISD3","GH17F038740","chr17",36896989,36900627,1.79,5.31
"66","EIF4A3","GH17F080252","chr17",78226421,78240575,1.78,26.56
"67","CHMP6","GH17F080252","chr17",78226421,78240575,1.78,24.82
"68","CARD14","GH17F080252","chr17",78226421,78240575,1.78,11.71
"69","RNF213","GH17F080252","chr17",78226421,78240575,1.78,8.47
"70","SLC26A11","GH17F080252","chr17",78226421,78240575,1.78,5.47
"71","RBFOX3","GH17F080252","chr17",78226421,78240575,1.78,5.18
"72","SGSH","GH17F080252","chr17",78226421,78240575,1.78,3.69
"73","GAA","GH17F080252","chr17",78226421,78240575,1.78,2.75
"74","SRR","GH17F002080","chr17",1984276,1997437,1.74,26.64
"75","HIC1","GH17F002080","chr17",1984276,1997437,1.74,15.43
"76","OVCA2","GH17F002080","chr17",1984276,1997437,1.74,12.21
"77","SMG6","GH17F002080","chr17",1984276,1997437,1.74,10.62
"78","SLC43A2","GH17F002080","chr17",1984276,1997437,1.74,10.01
"79","SCARF1","GH17F002080","chr17",1984276,1997437,1.74,5.37
"80","WDR81","GH17F002080","chr17",1984276,1997437,1.74,3.77
"81","MNT","GH17F002080","chr17",1984276,1997437,1.74,2.96
"82","STAT5A","GH17F042308","chr17",40460146,40476002,1.72,17.91
"83","STAT5B","GH17F042308","chr17",40460146,40476002,1.72,11.88
"84","ATP6V0A1","GH17F042308","chr17",40460146,40476002,1.72,11.68
"85","PTRF","GH17F042308","chr17",40460146,40476002,1.72,11.55
"86","DHX58","GH17F042308","chr17",40460146,40476002,1.72,11.23
"87","PSME3","GH17F042308","chr17",40460146,40476002,1.72,10.29
"88","BECN1","GH17F042308","chr17",40460146,40476002,1.72,10.1
"89","NBR1","GH17F042308","chr17",40460146,40476002,1.72,10.05
"90","STAT3","GH17F042308","chr17",40460146,40476002,1.72,7.7
"91","PRR15L","GH17F048011","chr17",46088568,46092938,1.72,23.8
"92","SCRN2","GH17F048011","chr17",46088568,46092938,1.72,21.71
"93","COPZ2","GH17F048011","chr17",46088568,46092938,1.72,18.71
"94","CDK5RAP3","GH17F048011","chr17",46088568,46092938,1.72,17.53
"95","SKAP1","GH17F048011","chr17",46088568,46092938,1.72,14.6
"96","CBX1","GH17F048011","chr17",46088568,46092938,1.72,12.01
"97","NFE2L1","GH17F048011","chr17",46088568,46092938,1.72,11.03
"98","CDC27","GH17F048011","chr17",46088568,46092938,1.72,10.83
"99","SP2","GH17F048011","chr17",46088568,46092938,1.72,10.55
"100","SNX11","GH17F048011","chr17",46088568,46092938,1.72,10.42
"101","OSBPL7","GH17F048011","chr17",46088568,46092938,1.72,9.88
"102","HOXB9","GH17F048011","chr17",46088568,46092938,1.72,9.01
"103","CYTH1","GH17F078733","chr17",76729434,76765881,1.72,43.09
"104","USP36","GH17F078733","chr17",76729434,76765881,1.72,40.34
"105","SOCS3","GH17F078733","chr17",76729434,76765881,1.72,11.96
